Gene	SUN+ALE.A.7.19.1.F9	SUN+ALE.A.7.20.1.F10	SUN+ALE.A.8.14.1.G11	Min	Max	Median	Mean	Std
ME1	6	10	9	6	10	9	8.33333333333333	2.08166599946613
ME2	21	17	18	17	21	18	18.6666666666667	2.08166599946613
ME3	2	1	1	1	2	1	1.33333333333333	0.577350269189626
MEA1	178	220	230	178	230	220	209.333333333333	27.5922694487665
MEAF6	49	52	37	37	52	49	46	7.93725393319377
MECOM	20	18	25	18	25	20	21	3.60555127546399
MECP2	12	9	7	7	12	9	9.33333333333333	2.51661147842358
MECR	3	5	10	3	10	5	6	3.60555127546399
MED1	25	31	23	23	31	25	26.3333333333333	4.16333199893227
MED10	74	110	89	74	110	89	91	18.0831413200251
MED11	28	47	40	28	47	40	38.3333333333333	9.60902353693305
MED12	6	4	3	3	6	4	4.33333333333333	1.52752523165195
MED12L	0	0	0	0	0	0	0	0
MED13	16	23	15	15	23	16	18	4.35889894354067
MED13L	26	29	17	17	29	26	24	6.2449979983984
MED14	11	6	6	6	11	6	7.66666666666667	2.88675134594813
MED15	3	3	7	3	7	3	4.33333333333333	2.3094010767585
MED16	2	1	1	1	2	1	1.33333333333333	0.577350269189626
MED17	5	9	11	5	11	9	8.33333333333333	3.05505046330389
MED18	50	49	42	42	50	49	47	4.35889894354067
MED19	28	26	15	15	28	26	23	7
MED20	9	17	8	8	17	9	11.3333333333333	4.93288286231625
MED21	87	105	74	74	105	87	88.6666666666667	15.5670592384475
MED22	4	1	2	1	4	2	2.33333333333333	1.52752523165195
MED23	10	8	11	8	11	10	9.66666666666667	1.52752523165195
MED24	2	1	3	1	3	2	2	1
MED25	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MED26	3	3	2	2	3	3	2.66666666666667	0.577350269189626
MED27	63	65	64	63	65	64	64	1
MED28	70	70	50	50	70	70	63.3333333333333	11.5470053837925
MED29	23	22	22	22	23	22	22.3333333333333	0.577350269189626
MED30	10	8	6	6	10	8	8	2
MED31	40	44	37	37	44	40	40.3333333333333	3.51188458428425
MED4	127	123	115	115	127	123	121.666666666667	6.11010092660779
MED4-AS1	0	0	0	0	0	0	0	0
MED6	33	39	56	33	56	39	42.6666666666667	11.9303534454489
MED7	26	36	20	20	36	26	27.3333333333333	8.08290376865476
MED8	93	79	62	62	93	79	78	15.52417469626
MED9	3	2	2	2	3	2	2.33333333333333	0.577350269189626
MEDAG	21	36	44	21	44	36	33.6666666666667	11.6761865920913
MEF2A	66	63	53	53	66	63	60.6666666666667	6.80685928555405
MEF2BNB	8	1	3	1	8	3	4	3.60555127546399
MEF2BNB-MEF2B	0	0	0	0	0	0	0	0
MEF2C	12	15	11	11	15	12	12.6666666666667	2.08166599946613
MEF2D	3	6	4	3	6	4	4.33333333333333	1.52752523165195
MEFV	19	25	16	16	25	19	20	4.58257569495584
MEG3	194	250	189	189	250	194	211	33.8673884437522
MEG8	0	0	2	0	2	0	0.666666666666667	1.15470053837925
MEG9	1	1	0	0	1	1	0.666666666666667	0.577350269189626
MEGF10	0	0	0	0	0	0	0	0
MEGF11	0	0	0	0	0	0	0	0
MEGF6	92	86	87	86	92	87	88.3333333333333	3.21455025366432
MEGF8	13	18	14	13	18	14	15	2.64575131106459
MEGF9	8	12	11	8	12	11	10.3333333333333	2.08166599946613
MEI1	0	0	0	0	0	0	0	0
MEIG1	0	1	3	0	3	1	1.33333333333333	1.52752523165195
MEIOB	0	0	0	0	0	0	0	0
MEIS1	26	24	16	16	26	24	22	5.29150262212918
MEIS1-AS3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MEIS2	14	14	5	5	14	14	11	5.19615242270663
MEIS3	3	3	1	1	3	3	2.33333333333333	1.15470053837925
MEIS3P1	1	3	3	1	3	3	2.33333333333333	1.15470053837925
MELK	2	2	1	1	2	2	1.66666666666667	0.577350269189626
MEMO1	13	14	20	13	20	14	15.6666666666667	3.78593889720018
MEN1	5	3	1	1	5	3	3	2
MEOX1	2	1	1	1	2	1	1.33333333333333	0.577350269189626
MEOX2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MEPCE	9	5	3	3	9	5	5.66666666666667	3.05505046330389
MERTK	0	0	0	0	0	0	0	0
MESDC1	2	2	0	0	2	2	1.33333333333333	1.15470053837925
MESDC2	149	182	149	149	182	149	160	19.0525588832576
MESP1	0	0	0	0	0	0	0	0
MESP2	0	0	0	0	0	0	0	0
MEST	125	100	100	100	125	100	108.333333333333	14.4337567297406
MESTIT1	3	8	5	3	8	5	5.33333333333333	2.51661147842358
MET	4	6	5	4	6	5	5	1
METAP1	42	39	31	31	42	39	37.3333333333333	5.68624070307733
METAP1D	2	3	1	1	3	2	2	1
METAP2	175	221	189	175	221	189	195	23.5796522451032
METRN	2	0	1	0	2	1	1	1
METRNL	5	10	9	5	10	9	8	2.64575131106459
METTL1	21	29	27	21	29	27	25.6666666666667	4.16333199893227
METTL10	13	9	8	8	13	9	10	2.64575131106459
METTL12	4	7	9	4	9	7	6.66666666666667	2.51661147842358
METTL13	5	9	5	5	9	5	6.33333333333333	2.3094010767585
METTL14	15	21	16	15	21	16	17.3333333333333	3.21455025366432
METTL15	6	11	9	6	11	9	8.66666666666667	2.51661147842358
METTL16	19	21	16	16	21	19	18.6666666666667	2.51661147842358
METTL17	35	44	26	26	44	35	35	9
METTL18	16	17	20	16	20	17	17.6666666666667	2.08166599946613
METTL20	7	13	8	7	13	8	9.33333333333333	3.21455025366432
METTL21A	18	25	15	15	25	18	19.3333333333333	5.13160143944688
METTL21B	9	7	7	7	9	7	7.66666666666667	1.15470053837925
METTL21C	0	0	0	0	0	0	0	0
METTL21D	7	6	8	6	8	7	7	1
METTL21EP	0	0	0	0	0	0	0	0
METTL22	25	28	21	21	28	25	24.6666666666667	3.51188458428425
METTL23	9	12	19	9	19	12	13.3333333333333	5.13160143944688
METTL24	0	0	0	0	0	0	0	0
METTL25	17	10	21	10	21	17	16	5.56776436283002
METTL2A	35	27	20	20	35	27	27.3333333333333	7.50555349946513
METTL2B	25	32	27	25	32	27	28	3.60555127546399
METTL3	6	9	6	6	9	6	7	1.73205080756888
METTL4	7	12	8	7	12	8	9	2.64575131106459
METTL5	98	131	116	98	131	116	115	16.5227116418583
METTL6	39	43	26	26	43	39	36	8.88819441731559
METTL7A	15	10	13	10	15	13	12.6666666666667	2.51661147842358
METTL7B	2	4	5	2	5	4	3.66666666666667	1.52752523165195
METTL8	16	26	15	15	26	16	19	6.08276253029822
METTL9	29	38	36	29	38	36	34.3333333333333	4.72581562625261
MEX3A	2	2	2	2	2	2	2	0
MEX3B	41	42	25	25	42	41	36	9.53939201416946
MEX3C	8	6	5	5	8	6	6.33333333333333	1.52752523165195
MEX3D	9	7	7	7	9	7	7.66666666666667	1.15470053837925
MFAP1	63	83	67	63	83	67	71	10.5830052442584
MFAP2	189	196	162	162	196	189	182.333333333333	17.9536440126603
MFAP3	18	19	13	13	19	18	16.6666666666667	3.21455025366432
MFAP3L	7	3	1	1	7	3	3.66666666666667	3.05505046330389
MFAP4	2605	2524	2319	2319	2605	2524	2482.66666666667	147.412120713778
MFAP5	1067	1223	1133	1067	1223	1133	1141	78.3070878018076
MFF	23	32	24	23	32	24	26.3333333333333	4.93288286231625
MFGE8	11	15	7	7	15	11	11	4
MFHAS1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MFI2	0	1	1	0	1	1	0.666666666666667	0.577350269189626
MFI2-AS1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
MFN1	13	28	16	13	28	16	19	7.93725393319377
MFN2	16	21	22	16	22	21	19.6666666666667	3.21455025366432
MFSD1	19	43	31	19	43	31	31	12
MFSD10	0	5	6	0	6	5	3.66666666666667	3.21455025366432
MFSD11	24	28	24	24	28	24	25.3333333333333	2.3094010767585
MFSD12	4	1	3	1	4	3	2.66666666666667	1.52752523165195
MFSD2A	0	0	0	0	0	0	0	0
MFSD3	0	1	1	0	1	1	0.666666666666667	0.577350269189626
MFSD4	7	10	10	7	10	10	9	1.73205080756888
MFSD5	18	3	11	3	18	11	10.6666666666667	7.50555349946513
MFSD6	3	3	2	2	3	3	2.66666666666667	0.577350269189626
MFSD7	1	1	0	0	1	1	0.666666666666667	0.577350269189626
MFSD8	12	8	7	7	12	8	9	2.64575131106459
MFSD9	1	2	3	1	3	2	2	1
MGA	16	14	16	14	16	16	15.3333333333333	1.15470053837925
MGAM	0	0	0	0	0	0	0	0
MGARP	8	6	19	6	19	8	11	7
MGAT1	16	15	12	12	16	15	14.3333333333333	2.08166599946613
MGAT2	22	34	22	22	34	22	26	6.92820323027551
MGAT3	2	0	3	0	3	2	1.66666666666667	1.52752523165195
MGAT4A	7	16	10	7	16	10	11	4.58257569495584
MGAT4B	5	8	9	5	9	8	7.33333333333333	2.08166599946613
MGAT4C	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MGAT5	15	4	11	4	15	11	10	5.56776436283002
MGAT5B	0	0	0	0	0	0	0	0
MGC16025	0	0	0	0	0	0	0	0
MGC16142	0	2	0	0	2	0	0.666666666666667	1.15470053837925
MGC16275	0	0	0	0	0	0	0	0
MGC21881	1	3	1	1	3	1	1.66666666666667	1.15470053837925
MGC27345	11	21	10	10	21	11	14	6.08276253029822
MGC27382	0	0	0	0	0	0	0	0
MGC2752	24	30	21	21	30	24	25	4.58257569495584
MGC2889	0	0	0	0	0	0	0	0
MGC34034	0	0	0	0	0	0	0	0
MGC34796	0	0	0	0	0	0	0	0
MGC39372	0	0	0	0	0	0	0	0
MGC39584	0	0	0	0	0	0	0	0
MGC45800	0	0	0	0	0	0	0	0
MGC45922	0	0	0	0	0	0	0	0
MGC57346	11	7	12	7	12	11	10	2.64575131106459
MGC70870	0	0	0	0	0	0	0	0
MGC72080	3	5	5	3	5	5	4.33333333333333	1.15470053837925
MGEA5	53	62	42	42	62	53	52.3333333333333	10.0166528008778
MGLL	16	17	14	14	17	16	15.6666666666667	1.52752523165195
MGME1	13	19	8	8	19	13	13.3333333333333	5.5075705472861
MGMT	17	14	8	8	17	14	13	4.58257569495584
MGP	1353	1386	1078	1078	1386	1353	1272.33333333333	169.104504178136
MGRN1	8	3	7	3	8	7	6	2.64575131106459
MGST1	433	519	502	433	519	502	484.666666666667	45.544849690534
MGST2	39	56	41	39	56	41	45.3333333333333	9.29157324317757
MGST3	630	688	645	630	688	645	654.333333333333	30.1053705064949
MIA	0	0	0	0	0	0	0	0
MIA2	0	0	0	0	0	0	0	0
MIA3	81	116	86	81	116	86	94.3333333333333	18.9296944860009
MIAT	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MIB1	32	36	28	28	36	32	32	4
MIB2	4	4	2	2	4	4	3.33333333333333	1.15470053837925
MICA	26	44	51	26	51	44	40.3333333333333	12.8970280814354
MICAL1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
MICAL2	54	62	43	43	62	54	53	9.53939201416946
MICAL3	13	14	4	4	14	13	10.3333333333333	5.5075705472861
MICALCL	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MICALL1	3	3	4	3	4	3	3.33333333333333	0.577350269189626
MICALL2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MICB	1	3	4	1	4	3	2.66666666666667	1.52752523165195
MICU1	82	83	66	66	83	82	77	9.53939201416946
MICU2	6	18	16	6	18	16	13.3333333333333	6.42910050732864
MICU3	5	9	2	2	9	5	5.33333333333333	3.51188458428425
MID1	13	16	7	7	16	13	12	4.58257569495584
MID1IP1	3	1	0	0	3	1	1.33333333333333	1.52752523165195
MID2	0	3	4	0	4	3	2.33333333333333	2.08166599946613
MIDN	7	6	12	6	12	7	8.33333333333333	3.21455025366432
MIEN1	25	43	42	25	43	42	36.6666666666667	10.1159939369957
MIER1	75	104	67	67	104	75	82	19.4679223339318
MIER2	2	1	0	0	2	1	1	1
MIER3	12	10	4	4	12	10	8.66666666666667	4.16333199893227
MIF	206	229	222	206	229	222	219	11.7898261225516
MIF4GD	10	18	7	7	18	10	11.6666666666667	5.68624070307733
MIIP	1	3	0	0	3	1	1.33333333333333	1.52752523165195
MILR1	1	1	6	1	6	1	2.66666666666667	2.88675134594813
MIMT1	0	0	0	0	0	0	0	0
MINA	17	16	11	11	17	16	14.6666666666667	3.21455025366432
MINK1	0	1	2	0	2	1	1	1
MINOS1	366	388	389	366	389	388	381	13
MINOS1P1	3	2	4	2	4	3	3	1
MINPP1	17	28	10	10	28	17	18.3333333333333	9.07377172587747
MIOS	2	3	5	2	5	3	3.33333333333333	1.52752523165195
MIOX	0	0	0	0	0	0	0	0
MIP	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MIPEP	5	2	5	2	5	5	4	1.73205080756888
MIPEPP3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MIPOL1	10	12	5	5	12	10	9	3.60555127546399
MIR100HG	94	85	70	70	94	85	83	12.1243556529821
MIR137HG	0	1	1	0	1	1	0.666666666666667	0.577350269189626
MIR143HG	32	55	31	31	55	32	39.3333333333333	13.5769412362775
MIR155HG	0	0	0	0	0	0	0	0
MIR17HG	6	5	3	3	6	5	4.66666666666667	1.52752523165195
MIR181A1HG	0	0	0	0	0	0	0	0
MIR181A2HG	0	0	2	0	2	0	0.666666666666667	1.15470053837925
MIR205HG	0	0	0	0	0	0	0	0
MIR210HG	23	18	13	13	23	18	18	5
MIR22HG	28	45	36	28	45	36	36.3333333333333	8.50490054811538
MIR31HG	10	13	11	10	13	11	11.3333333333333	1.52752523165195
MIR4697HG	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MIR497HG	0	1	1	0	1	1	0.666666666666667	0.577350269189626
MIR503HG	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MIR600HG	0	0	0	0	0	0	0	0
MIRLET7BHG	8	8	11	8	11	8	9	1.73205080756888
MIRLET7DHG	1	3	1	1	3	1	1.66666666666667	1.15470053837925
MIS12	20	13	19	13	20	19	17.3333333333333	3.78593889720018
MIS18A	2	1	2	1	2	2	1.66666666666667	0.577350269189626
MIS18BP1	12	17	19	12	19	17	16	3.60555127546399
MITD1	31	33	23	23	33	31	29	5.29150262212918
MITF	6	10	4	4	10	6	6.66666666666667	3.05505046330389
MKI67	0	0	0	0	0	0	0	0
MKI67IP	102	120	92	92	120	102	104.666666666667	14.1891977691952
MKKS	26	63	36	26	63	36	41.6666666666667	19.1398362932741
MKL1	2	4	5	2	5	4	3.66666666666667	1.52752523165195
MKL2	5	3	6	3	6	5	4.66666666666667	1.52752523165195
MKLN1	28	36	47	28	47	36	37	9.53939201416946
MKNK1	16	18	16	16	18	16	16.6666666666667	1.15470053837925
MKNK1-AS1	0	0	0	0	0	0	0	0
MKNK2	18	22	11	11	22	18	17	5.56776436283002
MKRN1	21	44	24	21	44	24	29.6666666666667	12.5033328890074
MKRN2	28	32	21	21	32	28	27	5.56776436283002
MKRN3	0	0	0	0	0	0	0	0
MKS1	7	11	6	6	11	7	8	2.64575131106459
MKX	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MLANA	8	8	9	8	9	8	8.33333333333333	0.577350269189626
MLC1	0	0	0	0	0	0	0	0
MLEC	29	38	47	29	47	38	38	9
MLF1	21	30	27	21	30	27	26	4.58257569495584
MLF1IP	1	1	2	1	2	1	1.33333333333333	0.577350269189626
MLF2	28	37	36	28	37	36	33.6666666666667	4.93288286231625
MLH1	31	32	33	31	33	32	32	1
MLH3	12	21	11	11	21	12	14.6666666666667	5.5075705472861
MLIP	0	0	0	0	0	0	0	0
MLK7-AS1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MLKL	2	2	0	0	2	2	1.33333333333333	1.15470053837925
MLLT1	14	17	15	14	17	15	15.3333333333333	1.52752523165195
MLLT10	10	12	9	9	12	10	10.3333333333333	1.52752523165195
MLLT10P1	0	2	0	0	2	0	0.666666666666667	1.15470053837925
MLLT11	42	58	56	42	58	56	52	8.71779788708135
MLLT3	9	10	5	5	10	9	8	2.64575131106459
MLLT4	8	4	6	4	8	6	6	2
MLLT4-AS1	0	3	2	0	3	2	1.66666666666667	1.52752523165195
MLLT6	11	19	12	11	19	12	14	4.35889894354067
MLNR	0	0	0	0	0	0	0	0
MLPH	0	0	0	0	0	0	0	0
MLST8	3	6	5	3	6	5	4.66666666666667	1.52752523165195
MLX	51	28	33	28	51	33	37.3333333333333	12.0968315410827
MLXIP	12	14	10	10	14	12	12	2
MLXIPL	0	0	0	0	0	0	0	0
MLYCD	2	0	6	0	6	2	2.66666666666667	3.05505046330389
MMAA	8	21	12	8	21	12	13.6666666666667	6.65832811847939
MMAB	12	6	7	6	12	7	8.33333333333333	3.21455025366432
MMACHC	6	6	4	4	6	6	5.33333333333333	1.15470053837925
MMADHC	255	296	274	255	296	274	275	20.5182845286832
MMD	4	4	3	3	4	4	3.66666666666667	0.577350269189626
MMD2	5	4	1	1	5	4	3.33333333333333	2.08166599946613
MME	6	9	12	6	12	9	9	3
MMGT1	26	23	24	23	26	24	24.3333333333333	1.52752523165195
MMP1	3	11	4	3	11	4	6	4.35889894354067
MMP10	0	0	0	0	0	0	0	0
MMP11	3	5	0	0	5	3	2.66666666666667	2.51661147842358
MMP12	0	0	0	0	0	0	0	0
MMP13	0	0	0	0	0	0	0	0
MMP14	4	8	4	4	8	4	5.33333333333333	2.3094010767585
MMP15	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MMP16	6	11	16	6	16	11	11	5
MMP17	0	0	0	0	0	0	0	0
MMP19	7	7	8	7	8	7	7.33333333333333	0.577350269189626
MMP2	175	211	168	168	211	175	184.666666666667	23.0723499742296
MMP21	0	0	0	0	0	0	0	0
MMP23B	0	0	0	0	0	0	0	0
MMP24	0	0	0	0	0	0	0	0
MMP24-AS1	4	4	3	3	4	4	3.66666666666667	0.577350269189626
MMP25	0	0	0	0	0	0	0	0
MMP28	2	0	0	0	2	0	0.666666666666667	1.15470053837925
MMP3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MMP7	0	0	0	0	0	0	0	0
MMP8	0	0	0	0	0	0	0	0
MMP9	0	0	0	0	0	0	0	0
MMRN1	0	0	0	0	0	0	0	0
MMRN2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MMS19	8	9	9	8	9	9	8.66666666666667	0.577350269189626
MMS22L	8	10	11	8	11	10	9.66666666666667	1.52752523165195
MN1	29	23	27	23	29	27	26.3333333333333	3.05505046330389
MNAT1	57	69	70	57	70	69	65.3333333333333	7.23417813807024
MND1	2	0	2	0	2	2	1.33333333333333	1.15470053837925
MNDA	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MNF1	216	264	224	216	264	224	234.666666666667	25.7164020293145
MNS1	6	11	5	5	11	6	7.33333333333333	3.21455025366432
MNT	4	1	4	1	4	4	3	1.73205080756888
MOAP1	5	7	13	5	13	7	8.33333333333333	4.16333199893227
MOB1A	16	11	9	9	16	11	12	3.60555127546399
MOB1B	11	11	9	9	11	11	10.3333333333333	1.15470053837925
MOB2	3	1	2	1	3	2	2	1
MOB3A	8	16	5	5	16	8	9.66666666666667	5.68624070307733
MOB3B	0	0	0	0	0	0	0	0
MOB3C	0	0	4	0	4	0	1.33333333333333	2.3094010767585
MOB4	11	16	10	10	16	11	12.3333333333333	3.21455025366432
MOBP	6	9	5	5	9	6	6.66666666666667	2.08166599946613
MOCOS	2	0	3	0	3	2	1.66666666666667	1.52752523165195
MOCS1	1	3	3	1	3	3	2.33333333333333	1.15470053837925
MOCS2	118	145	125	118	145	125	129.333333333333	14.0118997046558
MOCS3	4	2	5	2	5	4	3.66666666666667	1.52752523165195
MOG	5	5	10	5	10	5	6.66666666666667	2.88675134594813
MOGAT1	0	0	0	0	0	0	0	0
MOGS	6	10	5	5	10	6	7	2.64575131106459
MOK	18	15	15	15	18	15	16	1.73205080756888
MON1A	0	1	3	0	3	1	1.33333333333333	1.52752523165195
MON1B	3	10	1	1	10	3	4.66666666666667	4.72581562625261
MON2	10	26	29	10	29	26	21.6666666666667	10.2143689640297
MORC2	3	5	4	3	5	4	4	1
MORC2-AS1	4	0	0	0	4	0	1.33333333333333	2.3094010767585
MORC3	19	29	16	16	29	19	21.3333333333333	6.80685928555405
MORC4	10	13	10	10	13	10	11	1.73205080756888
MORF4L1	500	565	537	500	565	537	534	32.6036807738022
MORF4L2	415	495	424	415	495	424	444.666666666667	43.8216080642111
MORF4L2-AS1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
MORN1	0	0	0	0	0	0	0	0
MORN2	67	80	99	67	99	80	82	16.0934769394311
MORN3	0	0	0	0	0	0	0	0
MORN4	12	16	11	11	16	12	13	2.64575131106459
MORN5	0	0	0	0	0	0	0	0
MOSPD1	38	28	33	28	38	33	33	5
MOSPD2	9	14	16	9	16	14	13	3.60555127546399
MOSPD3	3	4	1	1	4	3	2.66666666666667	1.52752523165195
MOV10	5	10	4	4	10	5	6.33333333333333	3.21455025366432
MOV10L1	4	3	1	1	4	3	2.66666666666667	1.52752523165195
MOXD1	7	7	7	7	7	7	7	0
MPC1	23	34	40	23	40	34	32.3333333333333	8.62167810425171
MPC1L	0	0	0	0	0	0	0	0
MPC2	34	40	30	30	40	34	34.6666666666667	5.03322295684717
MPDU1	2	3	5	2	5	3	3.33333333333333	1.52752523165195
MPDZ	22	41	26	22	41	26	29.6666666666667	10.0166528008778
MPEG1	0	0	0	0	0	0	0	0
MPG	15	10	13	10	15	13	12.6666666666667	2.51661147842358
MPHOSPH10	77	80	84	77	84	80	80.3333333333333	3.51188458428425
MPHOSPH6	47	51	73	47	73	51	57	14
MPHOSPH8	145	164	122	122	164	145	143.666666666667	21.0317220724631
MPHOSPH9	7	8	6	6	8	7	7	1
MPI	15	19	17	15	19	17	17	2
MPL	0	1	3	0	3	1	1.33333333333333	1.52752523165195
MPLKIP	25	34	26	25	34	26	28.3333333333333	4.93288286231625
MPND	6	0	1	0	6	1	2.33333333333333	3.21455025366432
MPO	0	0	0	0	0	0	0	0
MPP1	12	11	11	11	12	11	11.3333333333333	0.577350269189626
MPP2	3	2	2	2	3	2	2.33333333333333	0.577350269189626
MPP3	1	2	1	1	2	1	1.33333333333333	0.577350269189626
MPP4	1	1	0	0	1	1	0.666666666666667	0.577350269189626
MPP5	10	14	10	10	14	10	11.3333333333333	2.3094010767585
MPP6	5	7	3	3	7	5	5	2
MPP7	1	0	2	0	2	1	1	1
MPPE1	20	15	20	15	20	20	18.3333333333333	2.88675134594813
MPPED2	3	6	6	3	6	6	5	1.73205080756888
MPRIP	41	48	47	41	48	47	45.3333333333333	3.78593889720018
MPST	11	12	9	9	12	11	10.6666666666667	1.52752523165195
MPV17	71	86	96	71	96	86	84.3333333333333	12.5830573921179
MPV17L	3	2	3	2	3	3	2.66666666666667	0.577350269189626
MPV17L2	3	9	6	3	9	6	6	3
MPZ	0	0	0	0	0	0	0	0
MPZL1	99	118	98	98	118	99	105	11.2694276695846
MPZL2	0	0	0	0	0	0	0	0
MPZL3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MR1	37	39	30	30	39	37	35.3333333333333	4.72581562625261
MRAP	0	0	0	0	0	0	0	0
MRAP2	1	2	1	1	2	1	1.33333333333333	0.577350269189626
MRAS	34	31	31	31	34	31	32	1.73205080756888
MRC1	0	0	0	0	0	0	0	0
MRC2	56	43	31	31	56	43	43.3333333333333	12.5033328890074
MRE11A	25	24	14	14	25	24	21	6.08276253029822
MREG	17	19	16	16	19	17	17.3333333333333	1.52752523165195
MRFAP1	86	105	103	86	105	103	98	10.4403065089106
MRFAP1L1	93	98	112	93	112	98	101	9.8488578017961
MRGBP	2	1	2	1	2	2	1.66666666666667	0.577350269189626
MRGPRF	1	1	1	1	1	1	1	0
MRI1	18	27	12	12	27	18	19	7.54983443527075
MRM1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
MRO	6	5	7	5	7	6	6	1
MROH1	2	3	4	2	4	3	3	1
MROH6	2	0	0	0	2	0	0.666666666666667	1.15470053837925
MROH7	0	0	0	0	0	0	0	0
MROH8	1	3	1	1	3	1	1.66666666666667	1.15470053837925
MROH9	0	0	0	0	0	0	0	0
MRP63	232	266	257	232	266	257	251.666666666667	17.6162803489651
MRPL1	41	51	46	41	51	46	46	5
MRPL10	10	12	13	10	13	12	11.6666666666667	1.52752523165195
MRPL11	53	64	34	34	64	53	50.3333333333333	15.1767365837763
MRPL12	9	8	8	8	9	8	8.33333333333333	0.577350269189626
MRPL13	151	174	165	151	174	165	163.333333333333	11.5902257671425
MRPL14	96	85	88	85	96	88	89.6666666666667	5.68624070307733
MRPL15	19	24	23	19	24	23	22	2.64575131106459
MRPL16	27	22	9	9	27	22	19.3333333333333	9.29157324317757
MRPL17	118	147	120	118	147	120	128.333333333333	16.1967074843418
MRPL18	184	225	222	184	225	222	210.333333333333	22.8546129552293
MRPL19	28	36	29	28	36	29	31	4.35889894354067
MRPL2	25	20	23	20	25	23	22.6666666666667	2.51661147842358
MRPL20	226	244	233	226	244	233	234.333333333333	9.07377172587747
MRPL21	194	237	212	194	237	212	214.333333333333	21.594752448994
MRPL22	121	114	111	111	121	114	115.333333333333	5.13160143944688
MRPL23	10	9	9	9	10	9	9.33333333333333	0.577350269189626
MRPL24	104	112	117	104	117	112	111	6.557438524302
MRPL27	123	144	148	123	148	144	138.333333333333	13.4288247189891
MRPL28	11	12	13	11	13	12	12	1
MRPL3	22	28	30	22	30	28	26.6666666666667	4.16333199893227
MRPL30	52	59	30	30	59	52	47	15.1327459504216
MRPL32	100	107	90	90	107	100	99	8.54400374531753
MRPL33	437	538	455	437	538	455	476.666666666667	53.8733081714251
MRPL34	22	37	24	22	37	24	27.6666666666667	8.14452781524708
MRPL35	36	29	36	29	36	36	33.6666666666667	4.04145188432738
MRPL36	160	175	179	160	179	175	171.333333333333	10.0166528008778
MRPL37	25	25	27	25	27	25	25.6666666666667	1.15470053837925
MRPL38	2	0	8	0	8	2	3.33333333333333	4.16333199893227
MRPL39	95	86	92	86	95	92	91	4.58257569495584
MRPL4	7	3	6	3	7	6	5.33333333333333	2.08166599946613
MRPL40	135	152	155	135	155	152	147.333333333333	10.785793124909
MRPL41	44	57	62	44	62	57	54.3333333333333	9.29157324317757
MRPL42	99	110	84	84	110	99	97.6666666666667	13.0511813003013
MRPL42P5	4	4	4	4	4	4	4	0
MRPL43	117	147	108	108	147	117	124	20.4205778566621
MRPL44	37	51	45	37	51	45	44.3333333333333	7.02376916856849
MRPL45	77	83	91	77	91	83	83.6666666666667	7.02376916856849
MRPL45P2	5	5	8	5	8	5	6	1.73205080756888
MRPL46	15	20	19	15	20	19	18	2.64575131106459
MRPL47	108	148	129	108	148	129	128.333333333333	20.0083315979452
MRPL48	46	48	38	38	48	46	44	5.29150262212918
MRPL49	39	42	38	38	42	39	39.6666666666667	2.08166599946613
MRPL50	62	71	75	62	75	71	69.3333333333333	6.65832811847939
MRPL51	401	531	441	401	531	441	457.666666666667	66.5832811847939
MRPL52	49	46	32	32	49	46	42.3333333333333	9.07377172587747
MRPL53	53	65	52	52	65	53	56.6666666666667	7.23417813807024
MRPL54	19	26	19	19	26	19	21.3333333333333	4.04145188432738
MRPL55	22	21	16	16	22	21	19.6666666666667	3.21455025366432
MRPL9	15	12	13	12	15	13	13.3333333333333	1.52752523165195
MRPS10	146	208	166	146	208	166	173.333333333333	31.6438514301488
MRPS11	28	23	22	22	28	23	24.3333333333333	3.21455025366432
MRPS12	11	8	9	8	11	9	9.33333333333333	1.52752523165195
MRPS14	105	125	124	105	125	124	118	11.2694276695846
MRPS15	32	24	30	24	32	30	28.6666666666667	4.16333199893227
MRPS16	84	84	87	84	87	84	85	1.73205080756888
MRPS17	73	80	72	72	80	73	75	4.35889894354067
MRPS18A	69	89	84	69	89	84	80.6666666666667	10.4083299973307
