Gene	SUN+DOM.A.6.22.1.D12	SUN+DOM.A.6.23.1.E1	SUN+DOM.A.6.24.1.E2	Min	Max	Median	Mean	Std
NBPF14	9	4	9	4	9	9	7.33333333333333	2.88675134594813
NBPF15	4	1	3	1	4	3	2.66666666666667	1.52752523165195
NBPF16	2	0	1	0	2	1	1	1
NBPF18P	0	0	0	0	0	0	0	0
NBPF23	1	3	1	1	3	1	1.66666666666667	1.15470053837925
NBPF24	4	0	4	0	4	4	2.66666666666667	2.3094010767585
NBPF3	6	4	4	4	6	4	4.66666666666667	1.15470053837925
NBPF7	0	0	0	0	0	0	0	0
NBPF8	2	1	2	1	2	2	1.66666666666667	0.577350269189626
NBPF9	1	1	1	1	1	1	1	0
NBR1	37	39	31	31	39	37	35.6666666666667	4.16333199893227
NBR2	13	7	6	6	13	7	8.66666666666667	3.78593889720018
NCALD	1	1	2	1	2	1	1.33333333333333	0.577350269189626
NCAM1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
NCAM2	1	2	1	1	2	1	1.33333333333333	0.577350269189626
NCAPD2	25	19	11	11	25	19	18.3333333333333	7.02376916856849
NCAPD3	6	9	5	5	9	6	6.66666666666667	2.08166599946613
NCAPG	0	1	0	0	1	0	0.333333333333333	0.577350269189626
NCAPG2	4	3	3	3	4	3	3.33333333333333	0.577350269189626
NCAPH	0	0	0	0	0	0	0	0
NCAPH2	1	1	2	1	2	1	1.33333333333333	0.577350269189626
NCBP1	20	6	17	6	20	17	14.3333333333333	7.37111479583199
NCBP2	148	82	93	82	148	93	107.666666666667	35.3600527903075
NCBP2-AS2	18	9	11	9	18	11	12.6666666666667	4.72581562625261
NCCRP1	2	3	0	0	3	2	1.66666666666667	1.52752523165195
NCDN	4	1	2	1	4	2	2.33333333333333	1.52752523165195
NCEH1	3	0	6	0	6	3	3	3
NCF2	0	0	0	0	0	0	0	0
NCF4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
NCK1	46	26	31	26	46	31	34.3333333333333	10.4083299973307
NCK2	9	2	4	2	9	4	5	3.60555127546399
NCKAP1	85	45	53	45	85	53	61	21.1660104885167
NCKAP5	2	1	4	1	4	2	2.33333333333333	1.52752523165195
NCKAP5L	1	2	1	1	2	1	1.33333333333333	0.577350269189626
NCKIPSD	5	0	5	0	5	5	3.33333333333333	2.88675134594813
NCL	419	453	499	419	499	453	457	40.1497197997695
NCLN	8	8	5	5	8	8	7	1.73205080756888
NCMAP	8	3	3	3	8	3	4.66666666666667	2.88675134594813
NCOA1	10	7	8	7	10	8	8.33333333333333	1.52752523165195
NCOA2	1	1	2	1	2	1	1.33333333333333	0.577350269189626
NCOA3	37	23	29	23	37	29	29.6666666666667	7.02376916856849
NCOA4	118	99	88	88	118	99	101.666666666667	15.1767365837763
NCOA5	11	5	6	5	11	6	7.33333333333333	3.21455025366432
NCOA6	14	6	12	6	14	12	10.6666666666667	4.16333199893227
NCOA7	63	63	71	63	71	63	65.6666666666667	4.61880215351701
NCOR1	104	65	79	65	104	79	82.6666666666667	19.7568553503166
NCOR1P1	0	0	0	0	0	0	0	0
NCOR2	33	35	21	21	35	33	29.6666666666667	7.57187779440036
NCR3	0	0	0	0	0	0	0	0
NCR3LG1	2	1	0	0	2	1	1	1
NCRNA00185	3	1	6	1	6	3	3.33333333333333	2.51661147842358
NCRUPAR	2	1	1	1	2	1	1.33333333333333	0.577350269189626
NCS1	10	4	14	4	14	10	9.33333333333333	5.03322295684717
NCSTN	118	72	74	72	118	74	88	26
NDC1	8	3	6	3	8	6	5.66666666666667	2.51661147842358
NDC80	0	3	0	0	3	0	1	1.73205080756888
NDE1	7	4	7	4	7	7	6	1.73205080756888
NDEL1	31	17	21	17	31	21	23	7.21110255092798
NDFIP1	48	15	24	15	48	24	29	17.058722109232
NDFIP2	55	33	31	31	55	33	39.6666666666667	13.3166562369588
NDN	16	9	8	8	16	9	11	4.35889894354067
NDNF	1	0	0	0	1	0	0.333333333333333	0.577350269189626
NDNL2	12	7	10	7	12	10	9.66666666666667	2.51661147842358
NDOR1	1	2	1	1	2	1	1.33333333333333	0.577350269189626
NDP	0	0	0	0	0	0	0	0
NDRG1	110	58	58	58	110	58	75.3333333333333	30.0222139978605
NDRG2	1	0	2	0	2	1	1	1
NDRG3	37	37	20	20	37	37	31.3333333333333	9.81495457622364
NDRG4	0	0	1	0	1	0	0.333333333333333	0.577350269189626
NDST1	12	4	9	4	12	9	8.33333333333333	4.04145188432738
NDST2	7	2	2	2	7	2	3.66666666666667	2.88675134594813
NDST3	0	0	0	0	0	0	0	0
NDUFA1	627	353	490	353	627	490	490	137
NDUFA10	31	24	22	22	31	24	25.6666666666667	4.72581562625261
NDUFA11	691	459	524	459	691	524	558	119.678736624348
NDUFA12	506	331	383	331	506	383	406.666666666667	89.8684223369551
NDUFA13	842	502	636	502	842	636	660	171.26587517658
NDUFA2	448	296	369	296	448	369	371	76.0197342799881
NDUFA3	372	256	317	256	372	317	315	58.025856305616
NDUFA4	2299	1491	1965	1491	2299	1965	1918.33333333333	406.016420029207
NDUFA4L2	69	56	50	50	69	56	58.3333333333333	9.71253485622231
NDUFA5	360	179	234	179	360	234	257.666666666667	92.791881828818
NDUFA6	534	292	400	292	534	400	408.666666666667	121.232558883055
NDUFA6-AS1	0	0	0	0	0	0	0	0
NDUFA7	194	130	180	130	194	180	168	33.6452076825214
NDUFA8	94	55	71	55	94	71	73.3333333333333	19.6044212700435
NDUFA9	126	82	93	82	126	93	100.333333333333	22.8983259941275
NDUFAB1	95	54	89	54	95	89	79.3333333333333	22.1434715736565
NDUFAF1	35	21	42	21	42	35	32.6666666666667	10.6926766215636
NDUFAF2	151	124	108	108	151	124	127.666666666667	21.733231083604
NDUFAF3	273	183	208	183	273	208	221.333333333333	46.4578662158878
NDUFAF4	88	47	67	47	88	67	67.3333333333333	20.5020324195757
NDUFAF4P1	0	3	1	0	3	1	1.33333333333333	1.52752523165195
NDUFAF5	15	8	12	8	15	12	11.6666666666667	3.51188458428425
NDUFAF6	7	9	7	7	9	7	7.66666666666667	1.15470053837925
NDUFAF7	39	15	24	15	39	24	26	12.1243556529821
NDUFB1	487	331	405	331	487	405	407.666666666667	78.0341805450236
NDUFB10	58	45	47	45	58	47	50	7
NDUFB11	73	58	65	58	73	65	65.3333333333333	7.50555349946513
NDUFB2	640	389	466	389	640	466	498.333333333333	128.585898656631
NDUFB2-AS1	2	3	0	0	3	2	1.66666666666667	1.52752523165195
NDUFB3	319	201	281	201	319	281	267	60.2328813855024
NDUFB4	781	505	595	505	781	595	627	140.755106479303
NDUFB5	356	199	236	199	356	236	263.666666666667	82.0751687986892
NDUFB6	543	321	401	321	543	401	421.666666666667	112.433684157966
NDUFB7	64	47	47	47	64	47	52.6666666666667	9.81495457622364
NDUFB8	166	92	137	92	166	137	131.666666666667	37.2871738448134
NDUFB9	508	319	443	319	508	443	423.333333333333	96.0225667920481
NDUFC1	586	379	471	379	586	471	478.666666666667	103.712744314927
NDUFC2	467	292	328	292	467	328	362.333333333333	92.4139239148156
NDUFC2-KCTD14	0	0	0	0	0	0	0	0
NDUFS1	64	51	63	51	64	63	59.3333333333333	7.23417813807024
NDUFS2	69	53	52	52	69	53	58	9.53939201416946
NDUFS3	17	14	26	14	26	17	19	6.2449979983984
NDUFS4	439	251	307	251	439	307	332.333333333333	96.5263349212708
NDUFS5	1189	819	979	819	1189	979	995.666666666667	185.562208796224
NDUFS6	54	40	40	40	54	40	44.6666666666667	8.08290376865476
NDUFS7	31	18	31	18	31	31	26.6666666666667	7.50555349946513
NDUFS8	75	51	50	50	75	51	58.6666666666667	14.1539158303748
NDUFV1	23	18	23	18	23	23	21.3333333333333	2.88675134594813
NDUFV2	333	206	256	206	333	256	265	63.9765582068933
NDUFV3	94	60	86	60	94	86	80	17.7763888346312
NEAT1	34	25	17	17	34	25	25.3333333333333	8.50490054811538
NEB	0	1	0	0	1	0	0.333333333333333	0.577350269189626
NEBL	0	0	1	0	1	0	0.333333333333333	0.577350269189626
NECAB1	9	6	8	6	9	8	7.66666666666667	1.52752523165195
NECAB2	0	0	0	0	0	0	0	0
NECAB3	0	0	0	0	0	0	0	0
NECAP1	25	22	28	22	28	25	25	3
NECAP2	47	17	36	17	47	36	33.3333333333333	15.1767365837763
NEDD1	18	22	21	18	22	21	20.3333333333333	2.08166599946613
NEDD4	32	21	25	21	32	25	26	5.56776436283002
NEDD4L	14	3	3	3	14	3	6.66666666666667	6.35085296108588
NEDD8	753	448	589	448	753	589	596.666666666667	152.644467090469
NEDD9	20	17	11	11	20	17	16	4.58257569495584
NEFH	0	0	0	0	0	0	0	0
NEFM	0	0	0	0	0	0	0	0
NEGR1	13	7	9	7	13	9	9.66666666666667	3.05505046330389
NEIL1	0	0	0	0	0	0	0	0
NEIL2	16	5	10	5	16	10	10.3333333333333	5.5075705472861
NEIL3	0	0	1	0	1	0	0.333333333333333	0.577350269189626
NEK1	50	28	28	28	50	28	35.3333333333333	12.7017059221718
NEK10	2	3	1	1	3	2	2	1
NEK11	7	11	9	7	11	9	9	2
NEK2	6	3	4	3	6	4	4.33333333333333	1.52752523165195
NEK3	5	6	7	5	7	6	6	1
NEK4	6	2	3	2	6	3	3.66666666666667	2.08166599946613
NEK5	2	1	1	1	2	1	1.33333333333333	0.577350269189626
NEK6	45	40	48	40	48	45	44.3333333333333	4.04145188432738
NEK7	64	42	39	39	64	42	48.3333333333333	13.6503968196288
NEK8	7	3	3	3	7	3	4.33333333333333	2.3094010767585
NEK9	20	8	7	7	20	8	11.6666666666667	7.23417813807024
NELFA	5	2	2	2	5	2	3	1.73205080756888
NELFB	2	1	2	1	2	2	1.66666666666667	0.577350269189626
NELFCD	20	5	8	5	20	8	11	7.93725393319377
NELFE	10	6	14	6	14	10	10	4
NELL2	0	0	0	0	0	0	0	0
NEMF	96	58	73	58	96	73	75.6666666666667	19.1398362932741
NENF	42	23	28	23	42	28	31	9.8488578017961
NEO1	15	15	11	11	15	15	13.6666666666667	2.3094010767585
NES	4	0	3	0	4	3	2.33333333333333	2.08166599946613
NET1	8	4	6	4	8	6	6	2
NETO2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
NEU1	25	12	9	9	25	12	15.3333333333333	8.50490054811538
NEU3	0	0	0	0	0	0	0	0
NEU4	0	0	0	0	0	0	0	0
NEURL	0	0	0	0	0	0	0	0
NEURL1B	0	0	0	0	0	0	0	0
NEURL2	2	0	1	0	2	1	1	1
NEURL3	0	0	0	0	0	0	0	0
NEURL4	1	1	0	0	1	1	0.666666666666667	0.577350269189626
NEUROD2	2	1	0	0	2	1	1	1
NEXN	192	153	198	153	198	192	181	24.4335834457412
NEXN-AS1	5	2	4	2	5	4	3.66666666666667	1.52752523165195
NF1	38	14	17	14	38	17	23	13.076696830622
NF2	51	30	29	29	51	30	36.6666666666667	12.4230967690561
NFAM1	1	4	3	1	4	3	2.66666666666667	1.52752523165195
NFASC	8	12	19	8	19	12	13	5.56776436283002
NFAT5	46	34	28	28	46	34	36	9.16515138991168
NFATC2	0	1	2	0	2	1	1	1
NFATC2IP	4	2	5	2	5	4	3.66666666666667	1.52752523165195
NFATC3	11	4	8	4	11	8	7.66666666666667	3.51188458428425
NFATC4	8	5	3	3	8	5	5.33333333333333	2.51661147842358
NFE2L1	117	65	80	65	117	80	87.3333333333333	26.7644042215278
NFE2L2	169	101	123	101	169	123	131	34.6987031457949
NFE2L3	3	2	4	2	4	3	3	1
NFIA	26	20	26	20	26	26	24	3.46410161513775
NFIB	168	119	122	119	168	122	136.333333333333	27.4651294068194
NFIC	53	27	42	27	53	42	40.6666666666667	13.0511813003013
NFIL3	7	6	5	5	7	6	6	1
NFIX	34	25	21	21	34	25	26.6666666666667	6.65832811847939
NFKB1	24	3	15	3	24	15	14	10.5356537528527
NFKB2	0	0	0	0	0	0	0	0
NFKBIA	11	8	10	8	11	10	9.66666666666667	1.52752523165195
NFKBIB	10	9	5	5	10	9	8	2.64575131106459
NFKBID	0	0	0	0	0	0	0	0
NFKBIE	0	0	1	0	1	0	0.333333333333333	0.577350269189626
NFKBIL1	6	3	4	3	6	4	4.33333333333333	1.52752523165195
NFKBIZ	9	5	11	5	11	9	8.33333333333333	3.05505046330389
NFRKB	11	4	12	4	12	11	9	4.35889894354067
NFS1	6	8	2	2	8	6	5.33333333333333	3.05505046330389
NFU1	23	10	22	10	23	22	18.3333333333333	7.23417813807024
NFX1	36	25	21	21	36	25	27.3333333333333	7.76745346515403
NFXL1	7	8	6	6	8	7	7	1
NFYA	12	6	7	6	12	7	8.33333333333333	3.21455025366432
NFYB	49	32	36	32	49	36	39	8.88819441731559
NFYC	15	8	10	8	15	10	11	3.60555127546399
NGDN	97	39	64	39	97	64	66.6666666666667	29.0918086982115
NGEF	2	0	0	0	2	0	0.666666666666667	1.15470053837925
NGF	11	8	12	8	12	11	10.3333333333333	2.08166599946613
NGFR	6	3	1	1	6	3	3.33333333333333	2.51661147842358
NGFRAP1	261	169	222	169	261	222	217.333333333333	46.1771949487334
NGLY1	24	13	12	12	24	13	16.3333333333333	6.65832811847939
NGRN	113	78	96	78	113	96	95.6666666666667	17.5023807904334
NHEJ1	18	8	18	8	18	18	14.6666666666667	5.77350269189626
NHLH1	0	0	0	0	0	0	0	0
NHLH2	0	0	0	0	0	0	0	0
NHLRC1	2	0	2	0	2	2	1.33333333333333	1.15470053837925
NHLRC2	5	6	9	5	9	6	6.66666666666667	2.08166599946613
NHLRC3	31	23	21	21	31	23	25	5.29150262212918
NHLRC4	0	0	0	0	0	0	0	0
NHP2	193	125	159	125	193	159	159	34
NHP2L1	425	251	323	251	425	323	333	87.4299719775776
NHS	8	3	4	3	8	4	5	2.64575131106459
NHSL1	15	5	9	5	15	9	9.66666666666667	5.03322295684717
NHSL2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
NICN1	21	19	15	15	21	19	18.3333333333333	3.05505046330389
NID1	44	27	38	27	44	38	36.3333333333333	8.62167810425171
NID2	26	8	7	7	26	8	13.6666666666667	10.6926766215636
NIF3L1	42	16	27	16	42	27	28.3333333333333	13.0511813003013
NIM1	1	2	0	0	2	1	1	1
NIN	36	30	30	30	36	30	32	3.46410161513775
NINJ1	24	8	13	8	24	13	15	8.18535277187245
NINJ2	13	10	12	10	13	12	11.6666666666667	1.52752523165195
NINL	0	0	1	0	1	0	0.333333333333333	0.577350269189626
NIP7	59	32	38	32	59	38	43	14.1774468787578
NIPA1	23	7	13	7	23	13	14.3333333333333	8.08290376865476
NIPA2	35	35	26	26	35	35	32	5.19615242270663
NIPAL1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
NIPAL2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
NIPAL3	41	32	21	21	41	32	31.3333333333333	10.0166528008778
NIPBL	44	33	36	33	44	36	37.6666666666667	5.68624070307733
NIPSNAP1	10	6	12	6	12	10	9.33333333333333	3.05505046330389
NIPSNAP3A	144	73	101	73	144	101	106	35.7631094844953
NIPSNAP3B	5	3	1	1	5	3	3	2
NISCH	5	7	8	5	8	7	6.66666666666667	1.52752523165195
NIT1	30	14	27	14	30	27	23.6666666666667	8.50490054811538
NIT2	110	75	81	75	110	81	88.6666666666667	18.7171935218219
NKAIN1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
NKAIN2	0	0	0	0	0	0	0	0
NKAIN3	0	0	0	0	0	0	0	0
NKAIN4	0	0	0	0	0	0	0	0
NKAP	22	11	19	11	22	19	17.3333333333333	5.68624070307733
NKAPL	8	6	2	2	8	6	5.33333333333333	3.05505046330389
NKAPP1	2	0	4	0	4	2	2	2
NKD1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
NKG7	0	0	0	0	0	0	0	0
NKIRAS1	33	27	28	27	33	28	29.3333333333333	3.21455025366432
NKIRAS2	57	24	41	24	57	41	40.6666666666667	16.5025250593154
NKPD1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
NKRF	4	2	2	2	4	2	2.66666666666667	1.15470053837925
NKTR	43	25	25	25	43	25	31	10.3923048454133
NKX3-1	6	3	9	3	9	6	6	3
NKX3-2	0	0	0	0	0	0	0	0
NLE1	0	1	2	0	2	1	1	1
NLGN1	0	0	0	0	0	0	0	0
NLGN2	4	5	6	4	6	5	5	1
NLGN3	0	0	0	0	0	0	0	0
NLGN4X	0	0	0	0	0	0	0	0
NLGN4Y	5	2	4	2	5	4	3.66666666666667	1.52752523165195
NLGN4Y-AS1	0	0	0	0	0	0	0	0
NLK	12	4	8	4	12	8	8	4
NLN	15	8	8	8	15	8	10.3333333333333	4.04145188432738
NLRC3	28	20	12	12	28	20	20	8
NLRC4	0	0	0	0	0	0	0	0
NLRC5	1	0	1	0	1	1	0.666666666666667	0.577350269189626
NLRP1	8	6	6	6	8	6	6.66666666666667	1.15470053837925
NLRP10	1	1	1	1	1	1	1	0
NLRP11	0	0	0	0	0	0	0	0
NLRP12	11	2	6	2	11	6	6.33333333333333	4.50924975282289
NLRP14	0	0	0	0	0	0	0	0
NLRP2	0	0	0	0	0	0	0	0
NLRP3	4	0	2	0	4	2	2	2
NLRP8	1	0	0	0	1	0	0.333333333333333	0.577350269189626
NLRP9	0	0	0	0	0	0	0	0
NLRX1	8	2	4	2	8	4	4.66666666666667	3.05505046330389
NMB	3	2	3	2	3	3	2.66666666666667	0.577350269189626
NMBR	1	0	0	0	1	0	0.333333333333333	0.577350269189626
NMD3	64	42	65	42	65	64	57	13
NME1	307	234	260	234	307	260	267	37
NME1-NME2	0	0	0	0	0	0	0	0
NME2	3	3	4	3	4	3	3.33333333333333	0.577350269189626
NME3	15	9	6	6	15	9	10	4.58257569495584
NME4	35	12	16	12	35	16	21	12.2882057274445
NME5	8	7	12	7	12	8	9	2.64575131106459
NME6	34	12	24	12	34	24	23.3333333333333	11.0151410945722
NME7	28	21	27	21	28	27	25.3333333333333	3.78593889720018
NME8	0	0	0	0	0	0	0	0
NME9	0	0	0	0	0	0	0	0
NMI	21	27	29	21	29	27	25.6666666666667	4.16333199893227
NMNAT1	44	22	27	22	44	27	31	11.5325625946708
NMNAT2	5	2	9	2	9	5	5.33333333333333	3.51188458428425
NMNAT3	2	0	2	0	2	2	1.33333333333333	1.15470053837925
NMRAL1	30	14	22	14	30	22	22	8
NMRK1	13	10	8	8	13	10	10.3333333333333	2.51661147842358
NMT1	43	16	27	16	43	27	28.6666666666667	13.5769412362775
NMT2	30	20	17	17	30	20	22.3333333333333	6.80685928555405
NMU	0	0	0	0	0	0	0	0
NMUR1	2	4	2	2	4	2	2.66666666666667	1.15470053837925
NMUR2	0	0	0	0	0	0	0	0
NNAT	0	0	0	0	0	0	0	0
NNMT	1490	1114	1309	1114	1490	1309	1304.33333333333	188.043434698831
NNT	29	18	22	18	29	22	23	5.56776436283002
NOA1	7	12	9	7	12	9	9.33333333333333	2.51661147842358
NOB1	46	34	36	34	46	36	38.6666666666667	6.42910050732864
NOC2L	2	2	1	1	2	2	1.66666666666667	0.577350269189626
NOC3L	45	22	47	22	47	45	38	13.8924439894498
NOC4L	1	4	1	1	4	1	2	1.73205080756888
NOD1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
NOD2	0	0	0	0	0	0	0	0
NOG	0	0	0	0	0	0	0	0
NOL10	25	23	25	23	25	25	24.3333333333333	1.15470053837925
NOL11	45	31	17	17	45	31	31	14
NOL12	7	6	9	6	9	7	7.33333333333333	1.52752523165195
NOL3	11	2	6	2	11	6	6.33333333333333	4.50924975282289
NOL4	0	0	0	0	0	0	0	0
NOL6	20	9	7	7	20	9	12	7
NOL7	199	148	180	148	199	180	175.666666666667	25.7746645629644
NOL8	40	29	51	29	51	40	40	11
NOL9	38	16	21	16	38	21	25	11.5325625946708
NOLC1	68	44	42	42	68	44	51.3333333333333	14.4683562761405
NOM1	12	9	12	9	12	12	11	1.73205080756888
NOMO1	0	0	0	0	0	0	0	0
NOMO2	1	0	3	0	3	1	1.33333333333333	1.52752523165195
NOMO3	0	0	0	0	0	0	0	0
NONO	241	187	193	187	241	193	207	29.5972971738975
NOP10	967	559	760	559	967	760	762	204.007352808667
NOP14	19	27	25	19	27	25	23.6666666666667	4.16333199893227
NOP14-AS1	8	1	1	1	8	1	3.33333333333333	4.04145188432738
NOP16	59	36	36	36	59	36	43.6666666666667	13.2790561913614
NOP2	15	11	14	11	15	14	13.3333333333333	2.08166599946613
NOP56	59	51	53	51	59	53	54.3333333333333	4.16333199893227
NOP58	107	79	97	79	107	97	94.3333333333333	14.1891977691952
NOP9	0	0	0	0	0	0	0	0
NOS1	2	1	1	1	2	1	1.33333333333333	0.577350269189626
NOS1AP	0	0	0	0	0	0	0	0
NOS3	0	0	0	0	0	0	0	0
NOSIP	18	12	15	12	18	15	15	3
NOSTRIN	0	1	0	0	1	0	0.333333333333333	0.577350269189626
NOTCH1	1	2	2	1	2	2	1.66666666666667	0.577350269189626
NOTCH2	78	61	56	56	78	61	65	11.5325625946708
NOTCH2NL	13	13	10	10	13	13	12	1.73205080756888
NOTCH3	4	7	6	4	7	6	5.66666666666667	1.52752523165195
NOTCH4	0	0	0	0	0	0	0	0
NOTUM	0	0	0	0	0	0	0	0
NOV	5	0	1	0	5	1	2	2.64575131106459
NOVA1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
NOX1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
NOX4	110	69	78	69	110	78	85.6666666666667	21.548395145192
NOX5	0	0	0	0	0	0	0	0
NOXA1	0	0	0	0	0	0	0	0
NOXO1	0	0	0	0	0	0	0	0
NOXRED1	0	0	0	0	0	0	0	0
NPAP1	4	6	8	4	8	6	6	2
NPAS1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
NPAS2	13	5	13	5	13	13	10.3333333333333	4.61880215351701
NPAS3	1	1	0	0	1	1	0.666666666666667	0.577350269189626
NPAS4	0	0	0	0	0	0	0	0
NPAT	27	17	21	17	27	21	21.6666666666667	5.03322295684717
NPB	0	0	0	0	0	0	0	0
NPC1	13	6	4	4	13	6	7.66666666666667	4.72581562625261
NPC1L1	0	0	0	0	0	0	0	0
NPC2	1072	756	914	756	1072	914	914	158
NPDC1	19	9	15	9	19	15	14.3333333333333	5.03322295684717
NPEPL1	0	0	0	0	0	0	0	0
NPEPPS	44	32	39	32	44	39	38.3333333333333	6.02771377334171
NPFF	1	0	1	0	1	1	0.666666666666667	0.577350269189626
NPFFR2	3	2	4	2	4	3	3	1
NPHP1	20	7	22	7	22	20	16.3333333333333	8.14452781524708
NPHP3	8	4	4	4	8	4	5.33333333333333	2.3094010767585
NPHP3-ACAD11	0	0	1	0	1	0	0.333333333333333	0.577350269189626
NPHP3-AS1	0	0	0	0	0	0	0	0
NPHP4	2	0	2	0	2	2	1.33333333333333	1.15470053837925
NPHS1	7	4	3	3	7	4	4.66666666666667	2.08166599946613
NPIPA1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
NPIPA2	0	0	0	0	0	0	0	0
NPIPA3	3	0	0	0	3	0	1	1.73205080756888
NPIPA5	2	0	1	0	2	1	1	1
NPIPB3	1	1	2	1	2	1	1.33333333333333	0.577350269189626
NPIPB5	1	0	1	0	1	1	0.666666666666667	0.577350269189626
NPL	0	3	2	0	3	2	1.66666666666667	1.52752523165195
NPLOC4	29	9	16	9	29	16	18	10.1488915650922
NPM1	1147	819	956	819	1147	956	974	164.739187809094
NPM2	0	0	0	0	0	0	0	0
NPM3	4	3	3	3	4	3	3.33333333333333	0.577350269189626
NPNT	0	0	0	0	0	0	0	0
NPPA	0	0	0	0	0	0	0	0
NPPA-AS1	0	0	0	0	0	0	0	0
NPPB	3	3	3	3	3	3	3	0
NPR2	10	3	4	3	10	4	5.66666666666667	3.78593889720018
NPR3	210	144	153	144	210	153	169	35.7910603363466
NPRL2	25	13	18	13	25	18	18.6666666666667	6.02771377334171
NPRL3	5	3	4	3	5	4	4	1
NPTN	168	121	181	121	181	168	156.666666666667	31.5647482697603
NPTX1	0	0	0	0	0	0	0	0
NPTX2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
NPTXR	3	1	1	1	3	1	1.66666666666667	1.15470053837925
NPW	0	0	0	0	0	0	0	0
NPY1R	0	0	0	0	0	0	0	0
NPY4R	0	1	0	0	1	0	0.333333333333333	0.577350269189626
NPY6R	0	0	0	0	0	0	0	0
NQO1	75	46	43	43	75	46	54.6666666666667	17.6729548557487
NQO2	56	37	61	37	61	56	51.3333333333333	12.6622799421484
NR0B1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
NR1D1	4	0	2	0	4	2	2	2
NR1D2	20	17	13	13	20	17	16.6666666666667	3.51188458428425
NR1H2	12	13	11	11	13	12	12	1
NR1H3	2	4	1	1	4	2	2.33333333333333	1.52752523165195
NR2C1	12	7	7	7	12	7	8.66666666666667	2.88675134594813
NR2C2	6	7	6	6	7	6	6.33333333333333	0.577350269189626
NR2C2AP	18	17	6	6	18	17	13.6666666666667	6.65832811847939
NR2E1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
NR2E3	0	0	0	0	0	0	0	0
NR2F1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
NR2F1-AS1	9	11	13	9	13	11	11	2
NR2F2	96	60	61	60	96	61	72.3333333333333	20.5020324195757
NR2F2-AS1	4	3	1	1	4	3	2.66666666666667	1.52752523165195
NR2F6	2	4	8	2	8	4	4.66666666666667	3.05505046330389
NR3C1	90	55	46	46	90	55	63.6666666666667	23.2450711621482
NR3C2	4	0	1	0	4	1	1.66666666666667	2.08166599946613
NR4A1	2	3	5	2	5	3	3.33333333333333	1.52752523165195
NR4A2	0	0	0	0	0	0	0	0
NR4A3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
NR5A2	0	0	0	0	0	0	0	0
NR6A1	10	6	9	6	10	9	8.33333333333333	2.08166599946613
NRAP	0	0	0	0	0	0	0	0
NRARP	0	0	0	0	0	0	0	0
NRAS	96	66	68	66	96	68	76.6666666666667	16.7729941672122
NRBF2	280	178	244	178	280	244	234	51.7300686255102
NRBP1	29	19	30	19	30	29	26	6.08276253029822
NRBP2	3	4	3	3	4	3	3.33333333333333	0.577350269189626
NRCAM	9	4	4	4	9	4	5.66666666666667	2.88675134594813
NRD1	68	73	92	68	92	73	77.6666666666667	12.6622799421484
NRDE2	15	10	10	10	15	10	11.6666666666667	2.88675134594813
NREP	47	26	40	26	47	40	37.6666666666667	10.6926766215636
NRF1	4	2	2	2	4	2	2.66666666666667	1.15470053837925
NRG1	16	16	15	15	16	16	15.6666666666667	0.577350269189626
NRG2	0	0	0	0	0	0	0	0
NRG4	0	1	0	0	1	0	0.333333333333333	0.577350269189626
NRIP1	13	12	19	12	19	13	14.6666666666667	3.78593889720018
NRIP2	5	6	7	5	7	6	6	1
NRIP3	12	4	7	4	12	7	7.66666666666667	4.04145188432738
NRK	5	3	5	3	5	5	4.33333333333333	1.15470053837925
NRL	0	0	0	0	0	0	0	0
NRM	8	4	6	4	8	6	6	2
NRN1	0	0	0	0	0	0	0	0
NRN1L	0	0	0	0	0	0	0	0
NRON	0	0	0	0	0	0	0	0
NRP1	45	29	31	29	45	31	35	8.71779788708135
NRP2	21	28	35	21	35	28	28	7
NRROS	0	0	0	0	0	0	0	0
NRSN1	0	0	0	0	0	0	0	0
NRSN2	14	9	17	9	17	14	13.3333333333333	4.04145188432738
NRXN1	1	1	1	1	1	1	1	0
NRXN2	0	0	0	0	0	0	0	0
NRXN3	13	16	14	13	16	14	14.3333333333333	1.52752523165195
NS3BP	0	0	0	0	0	0	0	0
NSA2	139	142	154	139	154	142	145	7.93725393319377
NSD1	37	27	33	27	37	33	32.3333333333333	5.03322295684717
NSDHL	23	10	19	10	23	19	17.3333333333333	6.65832811847939
NSF	22	18	13	13	22	18	17.6666666666667	4.50924975282289
