Gene	ENT.A.6.10.1.D5	ENT.A.6.11.1.D6	ENT.A.6.12.1.D7	Min	Max	Median	Mean	Std
PDIA4	59	37	16	16	59	37	37.3333333333333	21.5019378971602
PDIA5	26	22	18	18	26	22	22	4
PDIA6	124	85	51	51	124	85	86.6666666666667	36.5285276644616
PDIK1L	10	4	3	3	10	4	5.66666666666667	3.78593889720018
PDK1	18	16	6	6	18	16	13.3333333333333	6.42910050732864
PDK2	15	10	4	4	15	10	9.66666666666667	5.5075705472861
PDK3	14	11	6	6	14	11	10.3333333333333	4.04145188432738
PDK4	12	11	3	3	12	11	8.66666666666667	4.93288286231625
PDLIM1	25	23	17	17	25	23	21.6666666666667	4.16333199893227
PDLIM2	95	72	25	25	95	72	64	35.6791255498225
PDLIM3	142	138	46	46	142	138	108.666666666667	54.3077649451101
PDLIM4	17	13	3	3	17	13	11	7.21110255092798
PDLIM5	107	100	30	30	107	100	79	42.5793377120875
PDLIM7	12	14	7	7	14	12	11	3.60555127546399
PDP1	14	11	4	4	14	11	9.66666666666667	5.13160143944688
PDP2	14	8	4	4	14	8	8.66666666666667	5.03322295684717
PDPK1	25	17	7	7	25	17	16.3333333333333	9.01849950564579
PDPN	2	5	2	2	5	2	3	1.73205080756888
PDPR	3	5	0	0	5	3	2.66666666666667	2.51661147842358
PDRG1	35	17	5	5	35	17	19	15.0996688705415
PDS5A	28	24	9	9	28	24	20.3333333333333	10.0166528008778
PDS5B	51	36	18	18	51	36	35	16.5227116418583
PDSS1	0	0	0	0	0	0	0	0
PDSS2	8	12	5	5	12	8	8.33333333333333	3.51188458428425
PDXDC1	18	31	8	8	31	18	19	11.5325625946708
PDXDC2P	8	5	1	1	8	5	4.66666666666667	3.51188458428425
PDXK	31	27	10	10	31	27	22.6666666666667	11.1504857891185
PDXP	2	8	1	1	8	2	3.66666666666667	3.78593889720018
PDZD11	161	122	66	66	161	122	116.333333333333	47.7528358669235
PDZD2	3	0	1	0	3	1	1.33333333333333	1.52752523165195
PDZD4	1	2	0	0	2	1	1	1
PDZD7	0	0	0	0	0	0	0	0
PDZD8	6	9	0	0	9	6	5	4.58257569495584
PDZD9	0	0	0	0	0	0	0	0
PDZK1	0	0	0	0	0	0	0	0
PDZK1IP1	0	0	0	0	0	0	0	0
PDZK1P1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
PDZRN3	9	2	4	2	9	4	5	3.60555127546399
PDZRN4	0	0	0	0	0	0	0	0
PEA15	93	84	45	45	93	84	74	25.5147016443461
PEAK1	51	44	23	23	51	44	39.3333333333333	14.5716619962629
PEAR1	4	1	3	1	4	3	2.66666666666667	1.52752523165195
PEBP1	165	118	45	45	165	118	109.333333333333	60.4676221901716
PEBP4	0	0	0	0	0	0	0	0
PECAM1	7	2	3	2	7	3	4	2.64575131106459
PECR	1	3	1	1	3	1	1.66666666666667	1.15470053837925
PEF1	46	35	14	14	46	35	31.6666666666667	16.2583311976763
PEG10	2	1	2	1	2	2	1.66666666666667	0.577350269189626
PEG3	3	1	0	0	3	1	1.33333333333333	1.52752523165195
PELI1	12	2	1	1	12	2	5	6.08276253029822
PELI2	4	3	1	1	4	3	2.66666666666667	1.52752523165195
PELI3	2	2	2	2	2	2	2	0
PELO	113	74	32	32	113	74	73	40.5092582010582
PELP1	2	2	0	0	2	2	1.33333333333333	1.15470053837925
PEMT	17	10	4	4	17	10	10.3333333333333	6.50640709864771
PENK	0	0	0	0	0	0	0	0
PEPD	35	24	8	8	35	24	22.3333333333333	13.5769412362775
PER1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
PER2	19	6	2	2	19	6	9	8.88819441731559
PER3	12	14	6	6	14	12	10.6666666666667	4.16333199893227
PERP	132	100	58	58	132	100	96.6666666666667	37.1124417592447
PES1	1	6	2	1	6	2	3	2.64575131106459
PET100	255	172	68	68	255	172	165	93.6963179639414
PET112	16	8	5	5	16	8	9.66666666666667	5.68624070307733
PET117	5	3	3	3	5	3	3.66666666666667	1.15470053837925
PEX1	9	6	5	5	9	6	6.66666666666667	2.08166599946613
PEX10	0	0	0	0	0	0	0	0
PEX11A	3	5	2	2	5	3	3.33333333333333	1.52752523165195
PEX11B	38	25	13	13	38	25	25.3333333333333	12.5033328890074
PEX11G	1	2	2	1	2	2	1.66666666666667	0.577350269189626
PEX12	12	11	3	3	12	11	8.66666666666667	4.93288286231625
PEX13	24	22	8	8	24	22	18	8.71779788708135
PEX14	3	2	2	2	3	2	2.33333333333333	0.577350269189626
PEX16	3	2	0	0	3	2	1.66666666666667	1.52752523165195
PEX19	80	57	18	18	80	57	51.6666666666667	31.3421973277773
PEX2	91	81	39	39	91	81	70.3333333333333	27.5922694487665
PEX26	9	7	0	0	9	7	5.33333333333333	4.72581562625261
PEX3	28	17	7	7	28	17	17.3333333333333	10.5039675043925
PEX5	7	4	5	4	7	5	5.33333333333333	1.52752523165195
PEX5L	2	5	2	2	5	2	3	1.73205080756888
PEX6	5	10	4	4	10	5	6.33333333333333	3.21455025366432
PEX7	6	1	1	1	6	1	2.66666666666667	2.88675134594813
PF4	0	1	1	0	1	1	0.666666666666667	0.577350269189626
PF4V1	0	0	0	0	0	0	0	0
PFAS	3	3	0	0	3	3	2	1.73205080756888
PFDN1	236	184	61	61	236	184	160.333333333333	89.8684223369551
PFDN2	51	38	15	15	51	38	34.6666666666667	18.2300118851671
PFDN4	317	222	95	95	317	222	211.333333333333	111.383721132549
PFDN5	2155	1750	619	619	2155	1750	1508	796.082282179424
PFDN6	6	6	3	3	6	6	5	1.73205080756888
PFKFB1	0	0	0	0	0	0	0	0
PFKFB2	5	3	6	3	6	5	4.66666666666667	1.52752523165195
PFKFB3	13	20	3	3	20	13	12	8.54400374531753
PFKFB4	6	6	0	0	6	6	4	3.46410161513775
PFKL	22	12	9	9	22	12	14.3333333333333	6.80685928555405
PFKM	28	26	11	11	28	26	21.6666666666667	9.29157324317757
PFKP	47	48	23	23	48	47	39.3333333333333	14.1539158303748
PFN1	241	214	80	80	241	214	178.333333333333	86.222580182533
PFN1P2	3	5	1	1	5	3	3	2
PFN2	365	296	139	139	365	296	266.666666666667	115.820263051563
PFN4	0	1	1	0	1	1	0.666666666666667	0.577350269189626
PGAM1	84	82	34	34	84	82	66.6666666666667	28.3078316607495
PGAM2	3	6	2	2	6	3	3.66666666666667	2.08166599946613
PGAM4	0	0	0	0	0	0	0	0
PGAM5	21	22	7	7	22	21	16.6666666666667	8.38649708360608
PGAP1	17	15	6	6	17	15	12.6666666666667	5.85946527708231
PGAP2	23	14	6	6	23	14	14.3333333333333	8.50490054811538
PGAP3	2	5	1	1	5	2	2.66666666666667	2.08166599946613
PGBD1	6	2	1	1	6	2	3	2.64575131106459
PGBD2	4	2	2	2	4	2	2.66666666666667	1.15470053837925
PGBD4	1	3	2	1	3	2	2	1
PGBD5	0	0	0	0	0	0	0	0
PGC	0	0	0	0	0	0	0	0
PGD	97	70	38	38	97	70	68.3333333333333	29.5352896267048
PGF	1	0	1	0	1	1	0.666666666666667	0.577350269189626
PGGT1B	47	35	12	12	47	35	31.3333333333333	17.7857620959388
PGK1	1490	1163	459	459	1490	1163	1037.33333333333	526.862727219656
PGLS	14	10	8	8	14	10	10.6666666666667	3.05505046330389
PGM1	71	51	39	39	71	51	53.6666666666667	16.1658075373095
PGM2	17	7	4	4	17	7	9.33333333333333	6.80685928555405
PGM2L1	18	12	10	10	18	12	13.3333333333333	4.16333199893227
PGM3	246	214	87	87	246	214	182.333333333333	84.0971660243871
PGM5	0	0	0	0	0	0	0	0
PGM5-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
PGM5P2	18	24	7	7	24	18	16.3333333333333	8.62167810425171
PGP	3	2	1	1	3	2	2	1
PGPEP1	29	13	10	10	29	13	17.3333333333333	10.2143689640297
PGPEP1L	0	0	0	0	0	0	0	0
PGR	0	0	0	0	0	0	0	0
PGRMC1	27	20	9	9	27	20	18.6666666666667	9.07377172587747
PGRMC2	125	118	55	55	125	118	99.3333333333333	38.5529938310027
PGS1	3	1	2	1	3	2	2	1
PHACTR1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
PHACTR2	115	109	30	30	115	109	84.6666666666667	47.4376784142451
PHACTR3	0	0	0	0	0	0	0	0
PHACTR4	53	48	21	21	53	48	40.6666666666667	17.2143351115671
PHAX	160	142	69	69	160	142	123.666666666667	48.1905938263198
PHB	99	72	23	23	99	72	64.6666666666667	38.527046776691
PHB2	26	21	12	12	26	21	19.6666666666667	7.09459888459759
PHC1	2	2	2	2	2	2	2	0
PHC2	21	8	4	4	21	8	11	8.88819441731559
PHC3	44	32	10	10	44	32	28.6666666666667	17.2433562085034
PHEX	0	0	0	0	0	0	0	0
PHF1	4	5	1	1	5	4	3.33333333333333	2.08166599946613
PHF10	7	6	3	3	7	6	5.33333333333333	2.08166599946613
PHF11	7	8	4	4	8	7	6.33333333333333	2.08166599946613
PHF12	3	5	6	3	6	5	4.66666666666667	1.52752523165195
PHF13	8	3	2	2	8	3	4.33333333333333	3.21455025366432
PHF14	32	29	18	18	32	29	26.3333333333333	7.37111479583199
PHF15	4	2	2	2	4	2	2.66666666666667	1.15470053837925
PHF16	2	3	0	0	3	2	1.66666666666667	1.52752523165195
PHF17	44	41	20	20	44	41	35	13.076696830622
PHF19	10	8	3	3	10	8	7	3.60555127546399
PHF2	6	10	2	2	10	6	6	4
PHF20	70	55	25	25	70	55	50	22.9128784747792
PHF20L1	20	14	6	6	20	14	13.3333333333333	7.02376916856849
PHF21A	25	19	12	12	25	19	18.6666666666667	6.50640709864771
PHF23	13	13	6	6	13	13	10.6666666666667	4.04145188432738
PHF3	67	49	27	27	67	49	47.6666666666667	20.0333056017556
PHF5A	17	25	6	6	25	17	16	9.53939201416946
PHF6	31	19	9	9	31	19	19.6666666666667	11.0151410945722
PHF7	2	0	2	0	2	2	1.33333333333333	1.15470053837925
PHF8	1	4	1	1	4	1	2	1.73205080756888
PHGDH	81	72	34	34	81	72	62.3333333333333	24.9466096560902
PHIP	34	32	10	10	34	32	25.3333333333333	13.3166562369588
PHKA1	2	1	0	0	2	1	1	1
PHKA2	2	1	0	0	2	1	1	1
PHKA2-AS1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
PHKB	20	19	8	8	20	19	15.6666666666667	6.65832811847939
PHKG1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
PHKG2	14	7	1	1	14	7	7.33333333333333	6.50640709864771
PHLDA1	18	15	6	6	18	15	13	6.2449979983984
PHLDA2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
PHLDA3	23	21	8	8	23	21	17.3333333333333	8.14452781524708
PHLDB1	26	33	12	12	33	26	23.6666666666667	10.6926766215636
PHLDB2	21	18	8	8	21	18	15.6666666666667	6.80685928555405
PHLDB3	0	0	0	0	0	0	0	0
PHLPP1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
PHLPP2	8	1	2	1	8	2	3.66666666666667	3.78593889720018
PHOSPHO1	0	0	0	0	0	0	0	0
PHOSPHO2	3	2	0	0	3	2	1.66666666666667	1.52752523165195
PHOSPHO2-KLHL23	3	2	3	2	3	3	2.66666666666667	0.577350269189626
PHPT1	1176	929	308	308	1176	929	804.333333333333	447.227384373244
PHRF1	3	4	3	3	4	3	3.33333333333333	0.577350269189626
PHTF1	8	4	6	4	8	6	6	2
PHTF2	30	31	9	9	31	30	23.3333333333333	12.4230967690561
PHYH	61	65	19	19	65	61	48.3333333333333	25.4820198048219
PHYHD1	17	14	2	2	17	14	11	7.93725393319377
PHYHIP	0	0	0	0	0	0	0	0
PHYHIPL	0	0	0	0	0	0	0	0
PHYKPL	6	7	2	2	7	6	5	2.64575131106459
PI15	1	0	0	0	1	0	0.333333333333333	0.577350269189626
PI16	7	3	2	2	7	3	4	2.64575131106459
PI3	0	0	0	0	0	0	0	0
PI4K2A	12	6	6	6	12	6	8	3.46410161513775
PI4K2B	7	3	5	3	7	5	5	2
PI4KA	7	7	2	2	7	7	5.33333333333333	2.88675134594813
PI4KAP2	0	2	1	0	2	1	1	1
PI4KB	2	6	2	2	6	2	3.33333333333333	2.3094010767585
PIANP	1	3	4	1	4	3	2.66666666666667	1.52752523165195
PIAS1	33	35	4	4	35	33	24	17.3493515728975
PIAS2	24	13	8	8	24	13	15	8.18535277187245
PIAS3	5	8	3	3	8	5	5.33333333333333	2.51661147842358
PIAS4	4	4	1	1	4	4	3	1.73205080756888
PIBF1	38	34	9	9	38	34	27	15.7162336455017
PICALM	76	51	24	24	76	51	50.3333333333333	26.006409466386
PICK1	1	2	0	0	2	1	1	1
PID1	23	18	16	16	23	18	19	3.60555127546399
PIDD	0	0	0	0	0	0	0	0
PIEZO1	8	5	2	2	8	5	5	3
PIEZO2	5	5	3	3	5	5	4.33333333333333	1.15470053837925
PIF1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
PIFO	4	6	1	1	6	4	3.66666666666667	2.51661147842358
PIGA	3	6	2	2	6	3	3.66666666666667	2.08166599946613
PIGB	6	10	2	2	10	6	6	4
PIGC	23	15	9	9	23	15	15.6666666666667	7.02376916856849
PIGF	33	26	11	11	33	26	23.3333333333333	11.2398102000582
PIGG	9	8	3	3	9	8	6.66666666666667	3.21455025366432
PIGH	12	8	4	4	12	8	8	4
PIGK	127	101	38	38	127	101	88.6666666666667	45.7638867813184
PIGL	6	1	2	1	6	2	3	2.64575131106459
PIGM	14	11	4	4	14	11	9.66666666666667	5.13160143944688
PIGN	21	7	10	7	21	10	12.6666666666667	7.37111479583199
PIGO	7	16	4	4	16	7	9	6.2449979983984
PIGP	128	79	48	48	128	79	85	40.3360880601974
PIGQ	1	3	0	0	3	1	1.33333333333333	1.52752523165195
PIGR	3	8	1	1	8	3	4	3.60555127546399
PIGS	13	22	4	4	22	13	13	9
PIGT	222	158	67	67	222	158	149	77.8909494100566
PIGU	12	7	6	6	12	7	8.33333333333333	3.21455025366432
PIGV	11	15	6	6	15	11	10.6666666666667	4.50924975282289
PIGW	6	5	0	0	6	5	3.66666666666667	3.21455025366432
PIGX	26	24	6	6	26	24	18.6666666666667	11.0151410945722
PIGZ	1	1	2	1	2	1	1.33333333333333	0.577350269189626
PIH1D1	36	26	12	12	36	26	24.6666666666667	12.0554275466834
PIH1D2	6	13	3	3	13	6	7.33333333333333	5.13160143944688
PIH1D3	0	0	0	0	0	0	0	0
PIK3AP1	0	0	0	0	0	0	0	0
PIK3C2A	28	24	10	10	28	24	20.6666666666667	9.45163125250522
PIK3C2B	6	6	1	1	6	6	4.33333333333333	2.88675134594813
PIK3C3	42	33	9	9	42	33	28	17.058722109232
PIK3CA	5	2	3	2	5	3	3.33333333333333	1.52752523165195
PIK3CB	3	4	3	3	4	3	3.33333333333333	0.577350269189626
PIK3CD	6	5	4	4	6	5	5	1
PIK3CG	0	0	0	0	0	0	0	0
PIK3IP1	13	32	3	3	32	13	16	14.7309198626562
PIK3R1	14	14	6	6	14	14	11.3333333333333	4.61880215351701
PIK3R2	6	9	5	5	9	6	6.66666666666667	2.08166599946613
PIK3R3	2	4	0	0	4	2	2	2
PIK3R4	4	4	1	1	4	4	3	1.73205080756888
PIK3R5	0	0	0	0	0	0	0	0
PIKFYVE	17	11	9	9	17	11	12.3333333333333	4.16333199893227
PILRA	0	0	0	0	0	0	0	0
PIM1	6	6	2	2	6	6	4.66666666666667	2.3094010767585
PIM2	1	0	2	0	2	1	1	1
PIM3	4	1	0	0	4	1	1.66666666666667	2.08166599946613
PIN1	18	15	6	6	18	15	13	6.2449979983984
PIN4	134	91	31	31	134	91	85.3333333333333	51.733290377989
PIN4P1	0	2	1	0	2	1	1	1
PINK1	38	29	13	13	38	29	26.6666666666667	12.6622799421484
PINLYP	0	0	0	0	0	0	0	0
PINX1	9	7	2	2	9	7	6	3.60555127546399
PIP4K2A	35	11	6	6	35	11	17.3333333333333	15.502687938978
PIP4K2B	21	18	8	8	21	18	15.6666666666667	6.80685928555405
PIP4K2C	10	12	3	3	12	10	8.33333333333333	4.72581562625261
PIP5K1A	6	5	4	4	6	5	5	1
PIP5K1B	0	0	0	0	0	0	0	0
PIP5K1C	7	8	3	3	8	7	6	2.64575131106459
PIP5K1P1	0	0	0	0	0	0	0	0
PIP5KL1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
PIPOX	1	0	0	0	1	0	0.333333333333333	0.577350269189626
PIR	30	20	9	9	30	20	19.6666666666667	10.5039675043925
PIR-FIGF	0	0	0	0	0	0	0	0
PISD	12	15	6	6	15	12	11	4.58257569495584
PITHD1	7	4	7	4	7	7	6	1.73205080756888
PITPNA	20	15	6	6	20	15	13.6666666666667	7.09459888459759
PITPNA-AS1	6	1	4	1	6	4	3.66666666666667	2.51661147842358
PITPNB	117	95	42	42	117	95	84.6666666666667	38.5529938310027
PITPNC1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
PITPNM1	0	0	0	0	0	0	0	0
PITPNM2	0	0	0	0	0	0	0	0
PITPNM3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
PITRM1	26	22	19	19	26	22	22.3333333333333	3.51188458428425
PITRM1-AS1	0	0	0	0	0	0	0	0
PITX1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
PITX2	4	7	4	4	7	4	5	1.73205080756888
PITX3	0	0	0	0	0	0	0	0
PIWIL1	0	0	0	0	0	0	0	0
PIWIL2	9	10	2	2	10	9	7	4.35889894354067
PIWIL3	6	1	1	1	6	1	2.66666666666667	2.88675134594813
PIWIL4	1	0	1	0	1	1	0.666666666666667	0.577350269189626
PJA1	19	12	2	2	19	12	11	8.54400374531753
PJA2	217	175	72	72	217	175	154.666666666667	74.6078637499649
PKD1	8	3	5	3	8	5	5.33333333333333	2.51661147842358
PKD1L1	0	0	0	0	0	0	0	0
PKD1L2	0	0	0	0	0	0	0	0
PKD1L3	0	0	0	0	0	0	0	0
PKD1P1	7	4	4	4	7	4	5	1.73205080756888
PKD2	51	42	31	31	51	42	41.3333333333333	10.0166528008778
PKD2L1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
PKD2L2	0	0	0	0	0	0	0	0
PKDCC	3	1	0	0	3	1	1.33333333333333	1.52752523165195
PKDREJ	0	0	0	0	0	0	0	0
PKHD1L1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
PKI55	0	1	1	0	1	1	0.666666666666667	0.577350269189626
PKIA	2	2	0	0	2	2	1.33333333333333	1.15470053837925
PKIB	26	30	11	11	30	26	22.3333333333333	10.0166528008778
PKIG	27	18	4	4	27	18	16.3333333333333	11.5902257671425
PKM	392	313	144	144	392	313	283	126.692541216916
PKMYT1	0	0	0	0	0	0	0	0
PKN1	5	7	0	0	7	5	4	3.60555127546399
PKN2	30	19	8	8	30	19	19	11
PKN3	0	0	0	0	0	0	0	0
PKNOX1	17	12	8	8	17	12	12.3333333333333	4.50924975282289
PKNOX2	8	5	1	1	8	5	4.66666666666667	3.51188458428425
PKP1	0	0	0	0	0	0	0	0
PKP2	28	14	3	3	28	14	15	12.5299640861417
PKP3	0	0	0	0	0	0	0	0
PKP4	33	33	9	9	33	33	25	13.856406460551
PLA1A	0	0	0	0	0	0	0	0
PLA2G10	0	0	0	0	0	0	0	0
PLA2G12A	22	18	10	10	22	18	16.6666666666667	6.11010092660779
PLA2G12B	0	0	0	0	0	0	0	0
PLA2G15	26	11	5	5	26	11	14	10.816653826392
PLA2G16	172	155	59	59	172	155	128.666666666667	60.9289203361863
PLA2G1B	0	0	0	0	0	0	0	0
PLA2G2A	0	0	0	0	0	0	0	0
PLA2G4A	6	1	1	1	6	1	2.66666666666667	2.88675134594813
PLA2G4C	2	1	0	0	2	1	1	1
PLA2G4E	6	0	3	0	6	3	3	3
PLA2G5	3	2	2	2	3	2	2.33333333333333	0.577350269189626
PLA2G6	0	0	1	0	1	0	0.333333333333333	0.577350269189626
PLA2G7	4	0	0	0	4	0	1.33333333333333	2.3094010767585
PLA2R1	12	10	6	6	12	10	9.33333333333333	3.05505046330389
PLAA	13	12	3	3	13	12	9.33333333333333	5.5075705472861
PLAC1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
PLAC4	1	5	3	1	5	3	3	2
PLAC8	3	2	2	2	3	2	2.33333333333333	0.577350269189626
PLAC8L1	0	0	0	0	0	0	0	0
PLAC9	132	109	43	43	132	109	94.6666666666667	46.1988455844227
PLAG1	25	16	1	1	25	16	14	12.1243556529821
PLAGL1	20	14	4	4	20	14	12.6666666666667	8.08290376865476
PLAGL2	5	3	0	0	5	3	2.66666666666667	2.51661147842358
PLAT	17	14	4	4	17	14	11.6666666666667	6.80685928555405
PLAU	4	12	7	4	12	7	7.66666666666667	4.04145188432738
PLAUR	102	84	38	38	102	84	74.6666666666667	33.0050501186308
PLB1	0	0	0	0	0	0	0	0
PLBD1	0	0	0	0	0	0	0	0
PLBD2	0	0	0	0	0	0	0	0
PLCB1	2	3	0	0	3	2	1.66666666666667	1.52752523165195
PLCB2	0	0	0	0	0	0	0	0
PLCB3	1	0	2	0	2	1	1	1
PLCB4	1	1	2	1	2	1	1.33333333333333	0.577350269189626
PLCD1	6	4	2	2	6	4	4	2
PLCD3	7	16	8	7	16	8	10.3333333333333	4.93288286231625
PLCD4	1	0	1	0	1	1	0.666666666666667	0.577350269189626
PLCE1	4	3	2	2	4	3	3	1
PLCE1-AS1	4	6	3	3	6	4	4.33333333333333	1.52752523165195
PLCG1	5	4	3	3	5	4	4	1
PLCG2	0	0	0	0	0	0	0	0
PLCH1	0	0	0	0	0	0	0	0
PLCH2	0	0	0	0	0	0	0	0
PLCL1	6	2	2	2	6	2	3.33333333333333	2.3094010767585
PLCL2	0	2	1	0	2	1	1	1
PLCXD1	13	14	5	5	14	13	10.6666666666667	4.93288286231625
PLCXD2	0	0	0	0	0	0	0	0
PLCXD3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
PLD1	5	3	1	1	5	3	3	2
PLD2	3	2	1	1	3	2	2	1
PLD3	15	19	3	3	19	15	12.3333333333333	8.32666399786453
PLD6	0	0	1	0	1	0	0.333333333333333	0.577350269189626
PLEC	47	17	10	10	47	17	24.6666666666667	19.6553639837408
PLEK	0	0	0	0	0	0	0	0
PLEK2	0	0	0	0	0	0	0	0
PLEKHA1	21	28	13	13	28	21	20.6666666666667	7.50555349946513
PLEKHA2	25	20	11	11	25	20	18.6666666666667	7.09459888459759
PLEKHA3	12	9	9	9	12	9	10	1.73205080756888
PLEKHA4	51	36	14	14	51	36	33.6666666666667	18.6100331362771
PLEKHA5	32	18	9	9	32	18	19.6666666666667	11.5902257671425
PLEKHA6	0	0	0	0	0	0	0	0
PLEKHA7	0	1	0	0	1	0	0.333333333333333	0.577350269189626
PLEKHA8	10	9	5	5	10	9	8	2.64575131106459
PLEKHA8P1	0	2	0	0	2	0	0.666666666666667	1.15470053837925
PLEKHB1	0	0	0	0	0	0	0	0
PLEKHB2	82	68	32	32	82	68	60.6666666666667	25.7940561628708
PLEKHD1	0	0	0	0	0	0	0	0
PLEKHF1	3	7	2	2	7	3	4	2.64575131106459
PLEKHF2	4	5	1	1	5	4	3.33333333333333	2.08166599946613
PLEKHG1	1	2	0	0	2	1	1	1
PLEKHG2	14	13	1	1	14	13	9.33333333333333	7.23417813807024
PLEKHG3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
PLEKHG4	0	0	0	0	0	0	0	0
PLEKHG4B	5	1	3	1	5	3	3	2
PLEKHG5	3	1	0	0	3	1	1.33333333333333	1.52752523165195
PLEKHG6	0	0	0	0	0	0	0	0
PLEKHG7	0	1	0	0	1	0	0.333333333333333	0.577350269189626
PLEKHH1	2	2	1	1	2	2	1.66666666666667	0.577350269189626
PLEKHH2	4	2	1	1	4	2	2.33333333333333	1.52752523165195
PLEKHH3	2	3	1	1	3	2	2	1
PLEKHJ1	9	7	0	0	9	7	5.33333333333333	4.72581562625261
PLEKHM1	0	4	0	0	4	0	1.33333333333333	2.3094010767585
PLEKHM1P	0	1	0	0	1	0	0.333333333333333	0.577350269189626
PLEKHM2	11	6	2	2	11	6	6.33333333333333	4.50924975282289
PLEKHM3	11	6	4	4	11	6	7	3.60555127546399
PLEKHN1	0	0	0	0	0	0	0	0
PLEKHO1	18	18	12	12	18	18	16	3.46410161513775
PLEKHO2	6	3	1	1	6	3	3.33333333333333	2.51661147842358
PLEKHS1	0	0	0	0	0	0	0	0
PLG	0	0	0	0	0	0	0	0
PLGLB1	4	4	0	0	4	4	2.66666666666667	2.3094010767585
PLGLB2	3	8	2	2	8	3	4.33333333333333	3.21455025366432
PLGRKT	43	57	23	23	57	43	41	17.0880074906351
PLIN1	0	0	0	0	0	0	0	0
PLIN2	191	139	61	61	191	139	130.333333333333	65.4318984390132
PLIN3	46	38	23	23	46	38	35.6666666666667	11.6761865920913
PLIN4	0	0	0	0	0	0	0	0
PLIN5	0	1	1	0	1	1	0.666666666666667	0.577350269189626
PLK1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
PLK1S1	16	6	3	3	16	6	8.33333333333333	6.80685928555405
PLK2	78	74	21	21	78	74	57.6666666666667	31.8171861316071
PLK3	10	8	3	3	10	8	7	3.60555127546399
PLK4	0	0	0	0	0	0	0	0
PLLP	0	0	0	0	0	0	0	0
PLN	6	7	1	1	7	6	4.66666666666667	3.21455025366432
PLOD1	102	129	37	37	129	102	89.3333333333333	47.289886163252
PLOD2	247	246	123	123	247	246	205.333333333333	71.30451131123
PLOD3	16	10	2	2	16	10	9.33333333333333	7.02376916856849
PLP1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
PLP2	219	168	72	72	219	168	153	74.6391318277484
PLRG1	97	89	22	22	97	89	69.3333333333333	41.1865673895426
PLS1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
PLS3	431	328	148	148	431	328	302.333333333333	143.23523775012
PLSCR1	71	44	20	20	71	44	45	25.5147016443461
PLSCR2	0	0	0	0	0	0	0	0
PLSCR3	0	0	0	0	0	0	0	0
PLSCR4	122	94	42	42	122	94	86	40.5955662603689
PLTP	12	16	6	6	16	12	11.3333333333333	5.03322295684717
PLVAP	0	0	0	0	0	0	0	0
PLXDC1	7	9	3	3	9	7	6.33333333333333	3.05505046330389
PLXDC2	51	45	16	16	51	45	37.3333333333333	18.7171935218219
PLXNA1	17	16	4	4	17	16	12.3333333333333	7.23417813807024
PLXNA2	15	17	7	7	17	15	13	5.29150262212918
PLXNA3	9	8	4	4	9	8	7	2.64575131106459
PLXNA4	7	9	2	2	9	7	6	3.60555127546399
PLXNB1	4	0	1	0	4	1	1.66666666666667	2.08166599946613
PLXNB2	32	18	12	12	32	18	20.6666666666667	10.2632028788938
PLXNB3	0	0	0	0	0	0	0	0
PLXNC1	3	1	1	1	3	1	1.66666666666667	1.15470053837925
PLXND1	5	5	2	2	5	5	4	1.73205080756888
PM20D1	0	0	0	0	0	0	0	0
PM20D2	8	7	3	3	8	7	6	2.64575131106459
PMAIP1	3	2	3	2	3	3	2.66666666666667	0.577350269189626
PMCH	0	0	0	0	0	0	0	0
PMCHL2	0	2	0	0	2	0	0.666666666666667	1.15470053837925
PMEL	1	0	0	0	1	0	0.333333333333333	0.577350269189626
PMEPA1	37	31	15	15	37	31	27.6666666666667	11.3724814061547
PMF1	6	5	1	1	6	5	4	2.64575131106459
PMF1-BGLAP	1	1	0	0	1	1	0.666666666666667	0.577350269189626
PMFBP1	0	0	0	0	0	0	0	0
PML	11	8	6	6	11	8	8.33333333333333	2.51661147842358
PMM1	60	34	20	20	60	34	38	20.2977831301844
PMM2	55	49	29	29	55	49	44.3333333333333	13.6137185711081
PMP2	0	0	0	0	0	0	0	0
PMP22	233	190	72	72	233	190	165	83.3606621854697
PMPCA	8	6	1	1	8	6	5	3.60555127546399
PMPCB	88	67	30	30	88	67	61.6666666666667	29.365512652316
