Gene	ALE.A.7.17.1.F7	ALE.A.7.18.1.F8	ALE.A.8.13.1.G10	Min	Max	Median	Mean	Std
IGFBP5	28	12	51	12	51	28	30.3333333333333	19.6044212700435
IGFBP6	3	10	16	3	16	10	9.66666666666667	6.50640709864771
IGFBP7	860	717	1563	717	1563	860	1046.66666666667	452.838087326291
IGFBPL1	0	1	3	0	3	1	1.33333333333333	1.52752523165195
IGFL2	0	0	0	0	0	0	0	0
IGFL3	0	0	0	0	0	0	0	0
IGFLR1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
IGFN1	0	0	0	0	0	0	0	0
IGHMBP2	2	2	3	2	3	2	2.33333333333333	0.577350269189626
IGIP	10	5	8	5	10	8	7.66666666666667	2.51661147842358
IGJ	2	2	2	2	2	2	2	0
IGLL3P	0	0	0	0	0	0	0	0
IGLL5	0	0	0	0	0	0	0	0
IGLON5	0	0	1	0	1	0	0.333333333333333	0.577350269189626
IGSF10	0	0	0	0	0	0	0	0
IGSF11	0	0	0	0	0	0	0	0
IGSF22	0	0	0	0	0	0	0	0
IGSF23	0	0	0	0	0	0	0	0
IGSF3	2	6	9	2	9	6	5.66666666666667	3.51188458428425
IGSF5	0	0	0	0	0	0	0	0
IGSF6	0	1	1	0	1	1	0.666666666666667	0.577350269189626
IGSF8	0	2	1	0	2	1	1	1
IGSF9	0	0	0	0	0	0	0	0
IGSF9B	0	0	0	0	0	0	0	0
IHH	0	0	1	0	1	0	0.333333333333333	0.577350269189626
IK	123	134	208	123	208	134	155	46.2276973253049
IKBIP	82	80	113	80	113	82	91.6666666666667	18.5022521151706
IKBKAP	3	6	9	3	9	6	6	3
IKBKB	3	1	3	1	3	3	2.33333333333333	1.15470053837925
IKBKE	2	2	3	2	3	2	2.33333333333333	0.577350269189626
IKBKG	7	4	12	4	12	7	7.66666666666667	4.04145188432738
IKZF1	0	0	0	0	0	0	0	0
IKZF2	1	0	2	0	2	1	1	1
IKZF3	14	7	18	7	18	14	13	5.56776436283002
IKZF4	6	2	5	2	6	5	4.33333333333333	2.08166599946613
IKZF5	8	9	17	8	17	9	11.3333333333333	4.93288286231625
IL10	1	2	4	1	4	2	2.33333333333333	1.52752523165195
IL10RA	0	0	0	0	0	0	0	0
IL10RB	11	11	14	11	14	11	12	1.73205080756888
IL10RB-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
IL11	9	4	10	4	10	9	7.66666666666667	3.21455025366432
IL11RA	4	1	3	1	4	3	2.66666666666667	1.52752523165195
IL12A	0	0	0	0	0	0	0	0
IL12RB1	0	3	6	0	6	3	3	3
IL12RB2	0	2	2	0	2	2	1.33333333333333	1.15470053837925
IL13RA1	9	7	17	7	17	9	11	5.29150262212918
IL13RA2	2	0	0	0	2	0	0.666666666666667	1.15470053837925
IL15	2	0	5	0	5	2	2.33333333333333	2.51661147842358
IL15RA	2	1	5	1	5	2	2.66666666666667	2.08166599946613
IL16	7	2	10	2	10	7	6.33333333333333	4.04145188432738
IL17B	0	0	0	0	0	0	0	0
IL17D	1	0	1	0	1	1	0.666666666666667	0.577350269189626
IL17RA	3	3	6	3	6	3	4	1.73205080756888
IL17RB	0	1	1	0	1	1	0.666666666666667	0.577350269189626
IL17RC	0	1	0	0	1	0	0.333333333333333	0.577350269189626
IL17RD	4	8	19	4	19	8	10.3333333333333	7.76745346515403
IL17RE	0	0	0	0	0	0	0	0
IL18	2	3	0	0	3	2	1.66666666666667	1.52752523165195
IL18BP	3	0	5	0	5	3	2.66666666666667	2.51661147842358
IL18R1	3	0	2	0	3	2	1.66666666666667	1.52752523165195
IL18RAP	0	0	0	0	0	0	0	0
IL1A	0	1	2	0	2	1	1	1
IL1B	0	1	1	0	1	1	0.666666666666667	0.577350269189626
IL1R1	12	8	17	8	17	12	12.3333333333333	4.50924975282289
IL1R2	0	0	0	0	0	0	0	0
IL1RAP	26	22	35	22	35	26	27.6666666666667	6.65832811847939
IL1RAPL1	0	0	0	0	0	0	0	0
IL1RAPL2	0	0	0	0	0	0	0	0
IL1RL1	9	9	15	9	15	9	11	3.46410161513775
IL1RL2	0	0	0	0	0	0	0	0
IL1RN	0	0	0	0	0	0	0	0
IL20	0	0	0	0	0	0	0	0
IL20RA	0	0	1	0	1	0	0.333333333333333	0.577350269189626
IL20RB	3	7	7	3	7	7	5.66666666666667	2.3094010767585
IL21R	2	0	0	0	2	0	0.666666666666667	1.15470053837925
IL21R-AS1	3	3	6	3	6	3	4	1.73205080756888
IL22	0	0	0	0	0	0	0	0
IL22RA1	0	0	0	0	0	0	0	0
IL22RA2	0	0	0	0	0	0	0	0
IL23A	0	1	2	0	2	1	1	1
IL23R	0	0	1	0	1	0	0.333333333333333	0.577350269189626
IL24	0	0	0	0	0	0	0	0
IL26	5	2	6	2	6	5	4.33333333333333	2.08166599946613
IL27RA	0	1	1	0	1	1	0.666666666666667	0.577350269189626
IL2RA	0	0	0	0	0	0	0	0
IL2RB	0	0	0	0	0	0	0	0
IL2RG	0	0	0	0	0	0	0	0
IL31RA	2	0	1	0	2	1	1	1
IL32	27	25	40	25	40	27	30.6666666666667	8.14452781524708
IL33	4	4	6	4	6	4	4.66666666666667	1.15470053837925
IL34	0	0	0	0	0	0	0	0
IL36A	0	0	0	0	0	0	0	0
IL36B	0	0	0	0	0	0	0	0
IL36RN	0	0	0	0	0	0	0	0
IL37	0	0	0	0	0	0	0	0
IL3RA	1	1	1	1	1	1	1	0
IL4	0	0	0	0	0	0	0	0
IL4I1	0	0	0	0	0	0	0	0
IL4R	4	17	15	4	17	15	12	7
IL6	36	38	85	36	85	38	53	27.7308492477241
IL6R	3	2	3	2	3	3	2.66666666666667	0.577350269189626
IL6ST	88	70	137	70	137	88	98.3333333333333	34.6746785613556
IL7	1	0	2	0	2	1	1	1
IL7R	0	0	0	0	0	0	0	0
IL8	10	4	6	4	10	6	6.66666666666667	3.05505046330389
IL9R	0	0	0	0	0	0	0	0
ILDR2	0	0	0	0	0	0	0	0
ILF2	131	153	280	131	280	153	188	80.4300938703916
ILF3	31	19	52	19	52	31	34	16.7032930884901
ILF3-AS1	13	19	33	13	33	19	21.6666666666667	10.2632028788938
ILK	47	49	96	47	96	49	64	27.7308492477241
ILKAP	1	0	2	0	2	1	1	1
ILVBL	6	7	19	6	19	7	10.6666666666667	7.23417813807024
IMMP1L	22	23	43	22	43	23	29.3333333333333	11.8462370959446
IMMP2L	16	9	26	9	26	16	17	8.54400374531753
IMMT	50	52	87	50	87	52	63	20.8086520466848
IMP3	24	18	29	18	29	24	23.6666666666667	5.5075705472861
IMP4	4	7	8	4	8	7	6.33333333333333	2.08166599946613
IMPA1	12	20	20	12	20	20	17.3333333333333	4.61880215351701
IMPA2	2	1	3	1	3	2	2	1
IMPACT	13	9	18	9	18	13	13.3333333333333	4.50924975282289
IMPAD1	32	28	41	28	41	32	33.6666666666667	6.65832811847939
IMPDH1	0	0	3	0	3	0	1	1.73205080756888
IMPDH2	303	307	514	303	514	307	374.666666666667	120.682779771322
IMPG1	0	0	0	0	0	0	0	0
IMPG2	3	3	3	3	3	3	3	0
INA	0	0	0	0	0	0	0	0
INADL	8	3	14	3	14	8	8.33333333333333	5.5075705472861
INCA1	1	2	4	1	4	2	2.33333333333333	1.52752523165195
INCENP	0	0	0	0	0	0	0	0
INE1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
INE2	2	0	2	0	2	2	1.33333333333333	1.15470053837925
INF2	2	0	3	0	3	2	1.66666666666667	1.52752523165195
ING1	3	2	2	2	3	2	2.33333333333333	0.577350269189626
ING2	2	4	4	2	4	4	3.33333333333333	1.15470053837925
ING3	14	15	22	14	22	15	17	4.35889894354067
ING4	22	20	52	20	52	22	31.3333333333333	17.925772879665
ING5	6	3	9	3	9	6	6	3
INGX	4	0	2	0	4	2	2	2
INHA	0	0	0	0	0	0	0	0
INHBA	170	123	245	123	245	170	179.333333333333	61.5331888766813
INHBA-AS1	4	4	3	3	4	4	3.66666666666667	0.577350269189626
INHBB	4	1	5	1	5	4	3.33333333333333	2.08166599946613
INHBE	5	3	8	3	8	5	5.33333333333333	2.51661147842358
INIP	21	33	40	21	40	33	31.3333333333333	9.60902353693305
INMT	59	54	86	54	86	59	66.3333333333333	17.2143351115671
INMT-FAM188B	0	0	0	0	0	0	0	0
INO80	4	6	9	4	9	6	6.33333333333333	2.51661147842358
INO80B	0	0	0	0	0	0	0	0
INO80C	12	8	21	8	21	12	13.6666666666667	6.65832811847939
INO80D	8	6	16	6	16	8	10	5.29150262212918
INO80E	0	3	0	0	3	0	1	1.73205080756888
INPP1	6	4	5	4	6	5	5	1
INPP4A	12	2	5	2	12	5	6.33333333333333	5.13160143944688
INPP4B	12	6	15	6	15	12	11	4.58257569495584
INPP5A	1	3	1	1	3	1	1.66666666666667	1.15470053837925
INPP5B	4	3	7	3	7	4	4.66666666666667	2.08166599946613
INPP5D	1	0	0	0	1	0	0.333333333333333	0.577350269189626
INPP5E	1	1	2	1	2	1	1.33333333333333	0.577350269189626
INPP5F	7	3	2	2	7	3	4	2.64575131106459
INPP5J	0	0	0	0	0	0	0	0
INPP5K	1	1	8	1	8	1	3.33333333333333	4.04145188432738
INPPL1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
INS-IGF2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
INSC	0	0	0	0	0	0	0	0
INSIG1	3	1	9	1	9	3	4.33333333333333	4.16333199893227
INSIG2	25	19	45	19	45	25	29.6666666666667	13.6137185711081
INSL3	0	0	0	0	0	0	0	0
INSL5	0	0	0	0	0	0	0	0
INSM1	0	0	0	0	0	0	0	0
INSM2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
INSR	37	37	63	37	63	37	45.6666666666667	15.0111069989303
INSRR	0	0	0	0	0	0	0	0
INTS1	2	2	4	2	4	2	2.66666666666667	1.15470053837925
INTS10	13	14	24	13	24	14	17	6.08276253029822
INTS12	29	29	44	29	44	29	34	8.66025403784439
INTS2	5	3	14	3	14	5	7.33333333333333	5.85946527708232
INTS3	3	7	12	3	12	7	7.33333333333333	4.50924975282289
INTS4	5	9	14	5	14	9	9.33333333333333	4.50924975282289
INTS4L2	0	0	0	0	0	0	0	0
INTS5	1	2	0	0	2	1	1	1
INTS6	13	7	6	6	13	7	8.66666666666667	3.78593889720018
INTS6-AS1	0	0	0	0	0	0	0	0
INTS7	8	11	11	8	11	11	10	1.73205080756888
INTS8	5	3	9	3	9	5	5.66666666666667	3.05505046330389
INTS9	9	5	21	5	21	9	11.6666666666667	8.32666399786453
INTU	8	5	15	5	15	8	9.33333333333333	5.13160143944688
INVS	1	2	5	1	5	2	2.66666666666667	2.08166599946613
IP6K1	7	9	8	7	9	8	8	1
IP6K2	54	61	90	54	90	61	68.3333333333333	19.0875177362939
IP6K3	0	0	0	0	0	0	0	0
IPCEF1	0	0	0	0	0	0	0	0
IPMK	5	5	4	4	5	5	4.66666666666667	0.577350269189626
IPO11	0	1	0	0	1	0	0.333333333333333	0.577350269189626
IPO13	2	1	10	1	10	2	4.33333333333333	4.93288286231625
IPO4	10	7	25	7	25	10	14	9.64365076099295
IPO5	63	55	91	55	91	63	69.6666666666667	18.9032625050104
IPO7	55	37	64	37	64	55	52	13.7477270848675
IPO8	9	6	12	6	12	9	9	3
IPO9	26	13	34	13	34	26	24.3333333333333	10.5987420637231
IPP	3	6	15	3	15	6	8	6.2449979983984
IPPK	0	0	0	0	0	0	0	0
IPW	7	4	14	4	14	7	8.33333333333333	5.13160143944688
IQCA1	1	5	5	1	5	5	3.66666666666667	2.3094010767585
IQCB1	14	19	32	14	32	19	21.6666666666667	9.29157324317757
IQCC	2	5	3	2	5	3	3.33333333333333	1.52752523165195
IQCD	4	1	4	1	4	4	3	1.73205080756888
IQCE	3	2	3	2	3	3	2.66666666666667	0.577350269189626
IQCF1	0	0	0	0	0	0	0	0
IQCF3	0	0	0	0	0	0	0	0
IQCG	12	12	19	12	19	12	14.3333333333333	4.04145188432738
IQCH	2	5	3	2	5	3	3.33333333333333	1.52752523165195
IQCH-AS1	5	8	13	5	13	8	8.66666666666667	4.04145188432738
IQCK	24	25	36	24	36	25	28.3333333333333	6.65832811847939
IQGAP1	101	66	133	66	133	101	100	33.5111921602321
IQGAP2	0	0	3	0	3	0	1	1.73205080756888
IQGAP3	0	0	0	0	0	0	0	0
IQSEC1	5	3	6	3	6	5	4.66666666666667	1.52752523165195
IQSEC2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
IQSEC3	0	0	0	0	0	0	0	0
IQUB	0	1	0	0	1	0	0.333333333333333	0.577350269189626
IRAK1	15	4	29	4	29	15	16	12.5299640861417
IRAK1BP1	4	0	2	0	4	2	2	2
IRAK2	2	0	1	0	2	1	1	1
IRAK3	6	5	9	5	9	6	6.66666666666667	2.08166599946613
IRAK4	23	23	31	23	31	23	25.6666666666667	4.61880215351701
IREB2	14	9	13	9	14	13	12	2.64575131106459
IRF1	11	13	13	11	13	13	12.3333333333333	1.15470053837925
IRF2	25	19	40	19	40	25	28	10.816653826392
IRF2BP1	0	2	0	0	2	0	0.666666666666667	1.15470053837925
IRF2BP2	40	34	57	34	57	40	43.6666666666667	11.9303534454489
IRF2BPL	13	9	24	9	24	13	15.3333333333333	7.76745346515403
IRF3	9	3	8	3	9	8	6.66666666666667	3.21455025366432
IRF4	0	0	0	0	0	0	0	0
IRF5	0	0	0	0	0	0	0	0
IRF6	0	0	1	0	1	0	0.333333333333333	0.577350269189626
IRF7	1	0	1	0	1	1	0.666666666666667	0.577350269189626
IRF8	0	0	0	0	0	0	0	0
IRF9	10	10	13	10	13	10	11	1.73205080756888
IRGM	1	0	0	0	1	0	0.333333333333333	0.577350269189626
IRGQ	14	12	32	12	32	14	19.3333333333333	11.0151410945722
IRS1	2	0	1	0	2	1	1	1
IRS2	13	10	27	10	27	13	16.6666666666667	9.07377172587747
IRX1	0	0	0	0	0	0	0	0
IRX2	0	0	0	0	0	0	0	0
IRX3	1	0	2	0	2	1	1	1
IRX5	3	3	1	1	3	3	2.33333333333333	1.15470053837925
ISCA1	26	17	33	17	33	26	25.3333333333333	8.02080627701064
ISCA2	7	5	8	5	8	7	6.66666666666667	1.52752523165195
ISCU	80	105	198	80	198	105	127.666666666667	62.1798466814878
ISG15	14	6	21	6	21	14	13.6666666666667	7.50555349946513
ISG20	4	1	0	0	4	1	1.66666666666667	2.08166599946613
ISG20L2	9	4	10	4	10	9	7.66666666666667	3.21455025366432
ISL2	0	0	0	0	0	0	0	0
ISLR	77	41	115	41	115	77	77.6666666666667	37.0045042303411
ISLR2	2	0	3	0	3	2	1.66666666666667	1.52752523165195
ISM1	0	0	0	0	0	0	0	0
ISM2	0	0	0	0	0	0	0	0
ISOC1	3	8	7	3	8	7	6	2.64575131106459
ISOC2	14	7	18	7	18	14	13	5.56776436283002
ISPD	2	3	3	2	3	3	2.66666666666667	0.577350269189626
IST1	67	63	119	63	119	67	83	31.2409987036266
ISY1	32	39	59	32	59	39	43.3333333333333	14.0118997046558
ISYNA1	6	3	5	3	6	5	4.66666666666667	1.52752523165195
ITCH	24	20	42	20	42	24	28.6666666666667	11.7189305541646
ITFG1	16	20	48	16	48	20	28	17.4355957741627
ITFG2	19	11	18	11	19	18	16	4.35889894354067
ITFG3	21	20	40	20	40	21	27	11.2694276695846
ITGA1	9	7	13	7	13	9	9.66666666666667	3.05505046330389
ITGA10	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ITGA11	131	116	211	116	211	131	152.666666666667	51.0718448201485
ITGA2	11	12	19	11	19	12	14	4.35889894354067
ITGA3	4	4	8	4	8	4	5.33333333333333	2.3094010767585
ITGA4	3	5	3	3	5	3	3.66666666666667	1.15470053837925
ITGA5	46	31	60	31	60	46	45.6666666666667	14.5028732785381
ITGA6	1	1	2	1	2	1	1.33333333333333	0.577350269189626
ITGA7	4	3	9	3	9	4	5.33333333333333	3.21455025366432
ITGA8	5	8	6	5	8	6	6.33333333333333	1.52752523165195
ITGA9	0	0	2	0	2	0	0.666666666666667	1.15470053837925
ITGAE	79	82	149	79	149	82	103.333333333333	39.5769293065207
ITGAL	1	0	1	0	1	1	0.666666666666667	0.577350269189626
ITGAM	0	0	0	0	0	0	0	0
ITGAV	101	79	113	79	113	101	97.6666666666667	17.2433562085034
ITGAX	0	1	1	0	1	1	0.666666666666667	0.577350269189626
ITGB1	742	623	1105	623	1105	742	823.333333333333	251.082323816977
ITGB1BP1	35	43	64	35	64	43	47.3333333333333	14.9777612924406
ITGB1BP2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ITGB2	0	0	0	0	0	0	0	0
ITGB2-AS1	0	0	0	0	0	0	0	0
ITGB3	1	1	1	1	1	1	1	0
ITGB3BP	32	32	37	32	37	32	33.6666666666667	2.88675134594813
ITGB4	0	0	0	0	0	0	0	0
ITGB5	89	62	193	62	193	89	114.666666666667	69.1688754667396
ITGB7	0	0	0	0	0	0	0	0
ITGB8	13	10	19	10	19	13	14	4.58257569495584
ITGBL1	168	138	237	138	237	168	181	50.7641605859882
ITIH1	0	0	0	0	0	0	0	0
ITIH2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ITIH3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
ITIH4	0	0	2	0	2	0	0.666666666666667	1.15470053837925
ITIH5	39	30	36	30	39	36	35	4.58257569495584
ITLN1	4	5	9	4	9	5	6	2.64575131106459
ITLN2	30	23	68	23	68	30	40.3333333333333	24.214320831552
ITM2A	0	0	1	0	1	0	0.333333333333333	0.577350269189626
ITM2B	188	159	287	159	287	188	211.333333333333	67.1143303127829
ITM2C	7	7	16	7	16	7	10	5.19615242270663
ITPA	5	4	16	4	16	5	8.33333333333333	6.65832811847939
ITPK1	4	1	6	1	6	4	3.66666666666667	2.51661147842358
ITPK1-AS1	1	1	3	1	3	1	1.66666666666667	1.15470053837925
ITPKA	0	0	0	0	0	0	0	0
ITPKB	3	2	5	2	5	3	3.33333333333333	1.52752523165195
ITPKB-IT1	0	0	0	0	0	0	0	0
ITPKC	1	3	0	0	3	1	1.33333333333333	1.52752523165195
ITPR1	17	12	16	12	17	16	15	2.64575131106459
ITPR2	8	10	18	8	18	10	12	5.29150262212918
ITPR3	10	4	11	4	11	10	8.33333333333333	3.78593889720018
ITPRIP	12	7	15	7	15	12	11.3333333333333	4.04145188432738
ITPRIPL2	42	32	72	32	72	42	48.6666666666667	20.8166599946613
ITSN1	31	30	67	30	67	31	42.6666666666667	21.0792156716832
ITSN2	5	6	16	5	16	6	9	6.08276253029822
IVD	11	24	23	11	24	23	19.3333333333333	7.23417813807024
IVNS1ABP	29	26	41	26	41	29	32	7.93725393319377
IWS1	28	24	36	24	36	28	29.3333333333333	6.11010092660779
IYD	6	3	8	3	8	6	5.66666666666667	2.51661147842358
JAG1	19	14	22	14	22	19	18.3333333333333	4.04145188432738
JAG2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
JAGN1	10	14	29	10	29	14	17.6666666666667	10.0166528008778
JAK1	36	31	55	31	55	36	40.6666666666667	12.6622799421484
JAK2	3	0	1	0	3	1	1.33333333333333	1.52752523165195
JAK3	10	3	11	3	11	10	8	4.35889894354067
JAKMIP2	1	2	7	1	7	2	3.33333333333333	3.21455025366432
JAKMIP3	0	0	0	0	0	0	0	0
JAM2	19	9	24	9	24	19	17.3333333333333	7.63762615825973
JAM3	51	50	74	50	74	51	58.3333333333333	13.5769412362775
JARID2	3	6	4	3	6	4	4.33333333333333	1.52752523165195
JAZF1	9	9	16	9	16	9	11.3333333333333	4.04145188432738
JAZF1-AS1	0	0	0	0	0	0	0	0
JDP2	4	11	39	4	39	11	18	18.5202591774521
JHDM1D	3	5	3	3	5	3	3.66666666666667	1.15470053837925
JKAMP	117	133	228	117	228	133	159.333333333333	60.0027777134803
JMJD1C	132	112	237	112	237	132	160.333333333333	67.1441235949456
JMJD1C-AS1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
JMJD4	0	2	4	0	4	2	2	2
JMJD6	12	18	11	11	18	12	13.6666666666667	3.78593889720018
JMJD7	15	5	13	5	15	13	11	5.29150262212918
JMJD8	4	5	7	4	7	5	5.33333333333333	1.52752523165195
JMY	19	11	15	11	19	15	15	4
JOSD1	15	10	26	10	26	15	17	8.18535277187245
JOSD2	5	1	5	1	5	5	3.66666666666667	2.3094010767585
JPH1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
JPH2	0	0	0	0	0	0	0	0
JPH3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
JPH4	0	0	0	0	0	0	0	0
JPX	9	13	22	9	22	13	14.6666666666667	6.65832811847939
JRK	1	1	4	1	4	1	2	1.73205080756888
JRKL	18	8	19	8	19	18	15	6.08276253029822
JTB	69	60	120	60	120	69	83	32.3573793747269
JUN	19	14	26	14	26	19	19.6666666666667	6.02771377334171
JUNB	5	4	11	4	11	5	6.66666666666667	3.78593889720018
JUND	27	18	32	18	32	27	25.6666666666667	7.09459888459759
JUP	12	7	12	7	12	12	10.3333333333333	2.88675134594813
KAAG1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
KAL1	10	4	8	4	10	8	7.33333333333333	3.05505046330389
KALRN	0	1	2	0	2	1	1	1
KANK1	22	22	28	22	28	22	24	3.46410161513775
KANK2	24	24	38	24	38	24	28.6666666666667	8.08290376865476
KANK3	0	0	0	0	0	0	0	0
KANK4	3	0	3	0	3	3	2	1.73205080756888
KANSL1	10	7	20	7	20	10	12.3333333333333	6.80685928555405
KANSL1-AS1	3	3	11	3	11	3	5.66666666666667	4.61880215351701
KANSL1L	4	1	3	1	4	3	2.66666666666667	1.52752523165195
KANSL2	18	15	21	15	21	18	18	3
KANSL3	9	14	20	9	20	14	14.3333333333333	5.5075705472861
KARS	57	55	123	55	123	57	78.3333333333333	38.6953916291505
KAT2A	4	0	3	0	4	3	2.33333333333333	2.08166599946613
KAT2B	3	3	13	3	13	3	6.33333333333333	5.77350269189626
KAT5	0	0	0	0	0	0	0	0
KAT6A	6	12	15	6	15	12	11	4.58257569495584
KAT6B	19	18	23	18	23	19	20	2.64575131106459
KAT7	3	3	4	3	4	3	3.33333333333333	0.577350269189626
KAT8	6	2	3	2	6	3	3.66666666666667	2.08166599946613
KATNA1	17	21	18	17	21	18	18.6666666666667	2.08166599946613
KATNAL1	9	9	24	9	24	9	14	8.66025403784439
KATNAL2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
KATNB1	3	2	2	2	3	2	2.33333333333333	0.577350269189626
KATNBL1	17	24	29	17	29	24	23.3333333333333	6.02771377334171
KAZALD1	2	0	1	0	2	1	1	1
KAZN	3	3	6	3	6	3	4	1.73205080756888
KBTBD11	1	0	3	0	3	1	1.33333333333333	1.52752523165195
KBTBD12	4	4	6	4	6	4	4.66666666666667	1.15470053837925
KBTBD2	18	12	15	12	18	15	15	3
KBTBD3	11	15	28	11	28	15	18	8.88819441731559
KBTBD4	0	0	1	0	1	0	0.333333333333333	0.577350269189626
KBTBD6	10	7	12	7	12	10	9.66666666666667	2.51661147842358
KBTBD7	4	1	5	1	5	4	3.33333333333333	2.08166599946613
KBTBD8	0	1	0	0	1	0	0.333333333333333	0.577350269189626
KCMF1	27	15	56	15	56	27	32.6666666666667	21.0792156716832
KCNA1	0	0	0	0	0	0	0	0
KCNA2	0	0	0	0	0	0	0	0
KCNA3	0	0	0	0	0	0	0	0
KCNA4	0	0	0	0	0	0	0	0
KCNA5	1	0	2	0	2	1	1	1
KCNA6	0	0	0	0	0	0	0	0
KCNA7	3	4	4	3	4	4	3.66666666666667	0.577350269189626
KCNAB1	5	4	12	4	12	5	7	4.35889894354067
KCNAB1-AS2	0	0	0	0	0	0	0	0
KCNAB2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
KCNAB3	0	0	0	0	0	0	0	0
KCNB1	0	0	2	0	2	0	0.666666666666667	1.15470053837925
KCNC1	0	0	0	0	0	0	0	0
KCNC3	0	0	0	0	0	0	0	0
KCNC4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
KCND1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
KCND2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
KCND3	0	0	0	0	0	0	0	0
KCNE1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
KCNE1L	0	0	0	0	0	0	0	0
KCNE2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
KCNE3	2	0	3	0	3	2	1.66666666666667	1.52752523165195
KCNE4	10	14	31	10	31	14	18.3333333333333	11.1504857891185
KCNG1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
KCNG3	0	0	0	0	0	0	0	0
KCNH1	0	0	0	0	0	0	0	0
KCNH6	0	0	1	0	1	0	0.333333333333333	0.577350269189626
KCNH7	0	0	0	0	0	0	0	0
KCNH8	0	0	0	0	0	0	0	0
KCNIP1	0	0	0	0	0	0	0	0
KCNIP2	0	0	0	0	0	0	0	0
KCNIP2-AS1	0	0	0	0	0	0	0	0
KCNIP3	0	0	2	0	2	0	0.666666666666667	1.15470053837925
KCNIP4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
KCNIP4-IT1	2	0	0	0	2	0	0.666666666666667	1.15470053837925
KCNJ1	0	0	0	0	0	0	0	0
KCNJ10	0	0	0	0	0	0	0	0
KCNJ11	4	1	9	1	9	4	4.66666666666667	4.04145188432738
KCNJ12	0	0	1	0	1	0	0.333333333333333	0.577350269189626
KCNJ13	0	0	1	0	1	0	0.333333333333333	0.577350269189626
KCNJ14	0	1	0	0	1	0	0.333333333333333	0.577350269189626
KCNJ15	0	0	0	0	0	0	0	0
KCNJ16	0	0	0	0	0	0	0	0
KCNJ2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
KCNJ2-AS1	0	0	0	0	0	0	0	0
KCNJ3	0	0	0	0	0	0	0	0
KCNJ5	3	3	8	3	8	3	4.66666666666667	2.88675134594813
KCNJ6	0	0	0	0	0	0	0	0
KCNJ8	1	0	0	0	1	0	0.333333333333333	0.577350269189626
KCNK1	0	0	0	0	0	0	0	0
KCNK10	1	0	1	0	1	1	0.666666666666667	0.577350269189626
KCNK12	0	0	0	0	0	0	0	0
KCNK13	0	0	0	0	0	0	0	0
KCNK15	5	0	4	0	5	4	3	2.64575131106459
KCNK2	1	0	2	0	2	1	1	1
KCNK3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
KCNK6	4	4	3	3	4	4	3.66666666666667	0.577350269189626
KCNMA1	12	11	28	11	28	12	17	9.53939201416946
KCNMB1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
KCNMB2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
KCNMB2-IT1	0	0	0	0	0	0	0	0
KCNMB3	2	0	2	0	2	2	1.33333333333333	1.15470053837925
KCNMB4	6	4	7	4	7	6	5.66666666666667	1.52752523165195
KCNN1	0	0	0	0	0	0	0	0
KCNN2	0	0	0	0	0	0	0	0
KCNN3	5	9	13	5	13	9	9	4
KCNN4	0	0	0	0	0	0	0	0
KCNQ1OT1	147	97	172	97	172	147	138.666666666667	38.1881307912987
KCNQ3	0	0	0	0	0	0	0	0
KCNQ4	0	0	0	0	0	0	0	0
KCNQ5	0	0	3	0	3	0	1	1.73205080756888
KCNQ5-AS1	0	0	0	0	0	0	0	0
KCNRG	3	0	0	0	3	0	1	1.73205080756888
KCNS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
KCNS2	0	0	0	0	0	0	0	0
KCNS3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
KCNT2	3	3	7	3	7	3	4.33333333333333	2.3094010767585
KCNU1	0	0	0	0	0	0	0	0
KCNV2	0	0	0	0	0	0	0	0
KCP	1	1	1	1	1	1	1	0
KCTD1	4	6	8	4	8	6	6	2
