Gene	TRS.A.2.6.1.A1	TRS.A.4.4.1.A11	TRS.A.5.10.1.C6	TRS.A.5.10.1.H11	TRS.A.5.10.1.H12	Min	Max	Median	Mean	Std
MAGEH1	20	63	48	82	30	20	82	48	48.6	24.9359178696113
MAGEL2	0	0	0	0	0	0	0	0	0	0
MAGI1	8	21	8	18	11	8	21	11	13.2	5.97494769851586
MAGI1-AS1	1	1	1	0	0	0	1	1	0.6	0.547722557505166
MAGI2	1	2	2	3	0	0	3	2	1.6	1.14017542509914
MAGI2-AS2	0	0	0	0	0	0	0	0	0	0
MAGI2-AS3	29	49	54	56	28	28	56	49	43.2	13.6638208419168
MAGI3	3	12	11	10	4	3	12	10	8	4.18330013267038
MAGIX	0	0	0	0	0	0	0	0	0	0
MAGOH	44	52	56	100	48	44	100	52	60	22.8035085019828
MAGOH2	0	0	0	1	0	0	1	0	0.2	0.447213595499958
MAGOHB	67	75	89	108	46	46	108	75	77	23.2916293977042
MAGT1	52	88	72	110	81	52	110	81	80.6	21.2790977252326
MAK	14	14	10	7	8	7	14	10	10.6	3.286335345031
MAK16	20	18	28	34	26	18	34	26	25.2	6.41872261435249
MAL	0	0	0	0	0	0	0	0	0	0
MAL2	0	0	0	0	0	0	0	0	0	0
MALAT1	18013	19781	25178	24314	19562	18013	25178	19781	21369.6	3171.40478337282
MALL	2	0	2	2	3	0	3	2	1.8	1.09544511501033
MALSU1	17	23	18	32	20	17	32	20	22	6.04152298679729
MALT1	8	13	10	14	7	7	14	10	10.4	3.04959013639538
MAMDC2	95	129	125	157	90	90	157	125	119.2	27.3715180433969
MAMDC2-AS1	0	1	2	1	0	0	2	1	0.8	0.836660026534076
MAMDC4	1	0	0	0	1	0	1	0	0.4	0.547722557505166
MAML1	4	6	5	8	5	4	8	5	5.6	1.51657508881031
MAML2	5	7	11	10	7	5	11	7	8	2.44948974278318
MAML3	2	1	1	1	2	1	2	1	1.4	0.547722557505166
MAMLD1	5	3	7	5	2	2	7	5	4.4	1.94935886896179
MAMSTR	2	0	0	0	0	0	2	0	0.4	0.894427190999916
MAN1A1	22	21	25	24	13	13	25	22	21	4.74341649025257
MAN1A2	23	43	47	31	28	23	47	31	34.4	10.18822850156
MAN1B1	10	11	7	19	8	7	19	10	11	4.74341649025257
MAN1B1-AS1	5	4	4	4	3	3	5	4	4	0.707106781186548
MAN1C1	0	0	1	3	0	0	3	0	0.8	1.30384048104053
MAN2A1	13	9	12	13	8	8	13	12	11	2.34520787991171
MAN2A2	8	13	6	13	6	6	13	8	9.2	3.56370593624109
MAN2B1	11	17	10	21	13	10	21	13	14.4	4.56070170039655
MAN2B2	15	22	12	13	10	10	22	13	14.4	4.61519230368573
MAN2C1	5	5	8	9	3	3	9	5	6	2.44948974278318
MANBA	21	25	34	36	32	21	36	32	29.6	6.34822809924155
MANBAL	56	70	104	135	72	56	135	72	87.4	31.8873015477949
MANEA	10	23	21	22	12	10	23	21	17.6	6.10737259384099
MANEAL	10	9	6	8	5	5	10	8	7.6	2.07364413533277
MANF	24	35	28	37	17	17	37	28	28.2	8.16700679563817
MANSC1	8	10	3	9	9	3	10	9	7.8	2.77488738510232
MANSC4	0	0	0	0	0	0	0	0	0	0
MAOA	17	21	35	41	18	17	41	21	26.4	10.899541274751
MAOB	3	4	3	2	0	0	4	3	2.4	1.51657508881031
MAP10	0	1	2	2	1	0	2	1	1.2	0.836660026534076
MAP1A	91	133	161	142	113	91	161	133	128	26.944387170615
MAP1B	362	447	563	563	393	362	563	447	465.6	93.9723363549082
MAP1LC3A	1	1	2	5	1	1	5	1	2	1.73205080756888
MAP1LC3B	51	66	60	65	44	44	66	60	57.2	9.47100839404126
MAP1LC3B2	0	0	0	0	0	0	0	0	0	0
MAP1LC3C	5	1	5	6	2	1	6	5	3.8	2.16794833886788
MAP1S	1	0	0	2	1	0	2	1	0.8	0.836660026534076
MAP2	4	4	6	5	7	4	7	5	5.2	1.30384048104053
MAP2K1	7	16	14	30	13	7	30	14	16	8.5146931829632
MAP2K2	7	4	5	9	4	4	9	5	5.8	2.16794833886788
MAP2K3	6	15	14	14	8	6	15	14	11.4	4.09878030638384
MAP2K4	7	14	7	7	5	5	14	7	8	3.46410161513775
MAP2K5	2	0	3	6	1	0	6	2	2.4	2.30217288664427
MAP2K6	0	0	1	0	2	0	2	0	0.6	0.894427190999916
MAP2K7	2	4	2	6	1	1	6	2	3	2
MAP3K1	3	2	1	3	0	0	3	2	1.8	1.30384048104053
MAP3K10	0	0	0	0	0	0	0	0	0	0
MAP3K11	1	0	1	1	0	0	1	1	0.6	0.547722557505166
MAP3K12	1	0	0	0	2	0	2	0	0.6	0.894427190999916
MAP3K13	57	68	64	108	62	57	108	64	71.8	20.6203782700512
MAP3K14	0	0	1	0	0	0	1	0	0.2	0.447213595499958
MAP3K14-AS1	0	0	0	0	0	0	0	0	0	0
MAP3K15	0	0	0	0	0	0	0	0	0	0
MAP3K19	0	0	0	0	0	0	0	0	0	0
MAP3K2	28	41	31	35	33	28	41	33	33.6	4.87852436706019
MAP3K3	3	9	8	11	5	3	11	8	7.2	3.19374388453426
MAP3K4	18	7	7	10	8	7	18	8	10	4.63680924774785
MAP3K5	4	4	3	3	3	3	4	3	3.4	0.547722557505166
MAP3K6	4	2	1	3	0	0	4	2	2	1.58113883008419
MAP3K7	28	26	31	37	24	24	37	28	29.2	5.06951674225463
MAP3K7CL	181	214	231	277	189	181	277	214	218.4	38.3249266144111
MAP3K8	2	1	3	9	5	1	9	3	4	3.16227766016838
MAP3K9	2	0	0	2	1	0	2	1	1	1
MAP4	160	218	250	233	137	137	250	218	199.6	48.6857268611654
MAP4K1	0	0	0	0	0	0	0	0	0	0
MAP4K2	1	0	0	0	0	0	1	0	0.2	0.447213595499958
MAP4K3	16	22	9	23	11	9	23	16	16.2	6.30079360080935
MAP4K4	61	97	70	76	52	52	97	70	71.2	17.0499266860594
MAP4K5	32	40	42	56	30	30	56	40	40	10.295630140987
MAP6	4	4	2	2	2	2	4	2	2.8	1.09544511501033
MAP6D1	0	1	0	0	1	0	1	0	0.4	0.547722557505166
MAP7	0	0	0	1	0	0	1	0	0.2	0.447213595499958
MAP7D1	21	29	12	25	10	10	29	21	19.4	8.20365772079747
MAP7D2	0	0	0	0	0	0	0	0	0	0
MAP7D3	38	25	42	36	32	25	42	36	34.6	6.46529195009785
MAP9	18	21	37	25	16	16	37	21	23.4	8.32466215530696
MAPK1	28	43	43	45	25	25	45	43	36.8	9.49736805646701
MAPK10	10	6	8	16	6	6	16	8	9.2	4.14728827066554
MAPK11	0	0	1	0	0	0	1	0	0.2	0.447213595499958
MAPK12	10	10	5	22	20	5	22	10	13.4	7.26636084983398
MAPK13	6	8	6	11	7	6	11	7	7.6	2.07364413533277
MAPK14	5	15	13	16	11	5	16	13	12	4.35889894354067
MAPK15	0	0	0	0	0	0	0	0	0	0
MAPK1IP1L	142	156	175	203	130	130	203	156	161.2	28.7523912049068
MAPK3	4	12	7	16	8	4	16	8	9.4	4.6690470119715
MAPK4	0	0	0	0	0	0	0	0	0	0
MAPK6	30	28	26	36	22	22	36	28	28.4	5.17687164221791
MAPK7	3	3	7	5	8	3	8	5	5.2	2.28035085019828
MAPK8	6	10	6	10	9	6	10	9	8.2	2.04939015319192
MAPK8IP1	0	0	0	0	0	0	0	0	0	0
MAPK8IP2	0	0	0	0	0	0	0	0	0	0
MAPK8IP3	0	0	0	1	0	0	1	0	0.2	0.447213595499958
MAPK9	7	8	10	14	4	4	14	8	8.6	3.71483512420134
MAPKAP1	22	21	38	20	24	20	38	22	25	7.41619848709566
MAPKAPK2	2	5	5	11	2	2	11	5	5	3.67423461417477
MAPKAPK3	6	5	3	6	2	2	6	5	4.4	1.81659021245849
MAPKAPK5	3	3	8	7	5	3	8	5	5.2	2.28035085019828
MAPKAPK5-AS1	22	22	37	34	22	22	37	22	27.4	7.46993975879324
MAPKBP1	2	3	1	3	2	1	3	2	2.2	0.836660026534076
MAPRE1	103	136	121	182	115	103	182	121	131.4	30.680612770934
MAPRE2	13	23	20	40	26	13	40	23	24.4	9.96493853468249
MAPRE3	0	2	1	3	1	0	3	1	1.4	1.14017542509914
MAPT	1	0	2	0	1	0	2	1	0.8	0.836660026534076
MAPT-IT1	0	0	0	0	0	0	0	0	0	0
MARC1	0	0	0	0	0	0	0	0	0	0
MARC2	0	0	0	2	0	0	2	0	0.4	0.894427190999916
MARCH1	0	0	2	0	0	0	2	0	0.4	0.894427190999916
MARCH2	8	10	7	8	9	7	10	8	8.4	1.14017542509914
MARCH3	4	11	5	5	4	4	11	5	5.8	2.94957624075053
MARCH4	1	1	0	1	0	0	1	1	0.6	0.547722557505166
MARCH5	13	9	11	23	4	4	23	11	12	7
MARCH6	62	58	38	49	31	31	62	49	47.6	13.0881625906771
MARCH7	69	65	90	129	76	65	129	76	85.8	25.9557315443044
MARCH8	2	1	3	0	0	0	3	1	1.2	1.30384048104053
MARCH9	1	4	2	3	2	1	4	2	2.4	1.14017542509914
MARCKS	245	378	384	251	184	184	384	251	288.4	88.5285264759332
MARCKSL1	15	8	9	9	11	8	15	9	10.4	2.79284800875379
MARCO	0	0	0	0	0	0	0	0	0	0
MARK1	0	0	0	0	0	0	0	0	0	0
MARK2	0	0	1	3	0	0	3	0	0.8	1.30384048104053
MARK2P9	0	0	0	0	0	0	0	0	0	0
MARK3	18	16	12	27	17	12	27	17	18	5.52268050859363
MARK4	2	4	3	7	1	1	7	3	3.4	2.30217288664427
MARS	75	63	79	124	67	63	124	75	81.6	24.5316122584717
MARS2	1	0	1	4	1	0	4	1	1.4	1.51657508881031
MARVELD1	21	28	21	42	26	21	42	26	27.6	8.61974477580398
MARVELD2	1	1	4	3	1	1	4	1	2	1.4142135623731
MARVELD3	6	10	9	8	2	2	10	8	7	3.16227766016838
MAS1	0	0	0	0	0	0	0	0	0	0
MASP1	26	33	30	58	33	26	58	33	36	12.6293309403151
MASP2	0	0	0	0	0	0	0	0	0	0
MAST1	0	0	0	0	0	0	0	0	0	0
MAST2	1	6	7	5	3	1	7	5	4.4	2.40831891575846
MAST3	6	5	4	10	6	4	10	6	6.2	2.28035085019828
MAST4	2	11	14	16	7	2	16	11	10	5.61248608016091
MASTL	16	22	15	12	18	12	22	16	16.6	3.71483512420134
MAT2A	14	5	16	14	12	5	16	14	12.2	4.26614580154031
MAT2B	36	35	38	54	24	24	54	36	37.4	10.7610408418517
MATN1	0	0	0	1	0	0	1	0	0.2	0.447213595499958
MATN1-AS1	0	0	0	1	0	0	1	0	0.2	0.447213595499958
MATN2	7	11	4	10	5	4	11	7	7.4	3.04959013639538
MATN3	2	7	5	4	1	1	7	4	3.8	2.38746727726266
MATN4	0	0	0	0	0	0	0	0	0	0
MATR3	186	220	262	262	189	186	262	220	223.8	37.3255944359899
MAU2	9	11	13	17	8	8	17	11	11.6	3.57770876399966
MAVS	37	39	39	54	31	31	54	39	40	8.48528137423857
MAX	15	30	19	16	13	13	30	16	18.6	6.73052746818554
MAZ	12	14	22	24	14	12	24	14	17.2	5.40370243444252
MB	0	0	0	0	0	0	0	0	0	0
MB21D1	1	1	3	2	1	1	3	1	1.6	0.894427190999916
MB21D2	7	13	7	10	7	7	13	7	8.8	2.68328157299975
MBD1	9	11	19	10	10	9	19	10	11.8	4.08656334834051
MBD2	16	11	12	12	8	8	16	12	11.8	2.86356421265527
MBD3	3	4	2	4	3	2	4	3	3.2	0.836660026534076
MBD4	17	23	32	36	27	17	36	27	27	7.44983221287567
MBD5	2	4	4	2	2	2	4	2	2.8	1.09544511501033
MBD6	2	0	1	2	7	0	7	2	2.4	2.70185121722126
MBIP	43	51	63	62	32	32	63	51	50.2	13.1034346642398
MBL1P	0	0	0	0	0	0	0	0	0	0
MBLAC1	0	0	0	0	1	0	1	0	0.2	0.447213595499958
MBLAC2	3	6	3	3	2	2	6	3	3.4	1.51657508881031
MBNL1	94	112	119	134	78	78	134	112	107.4	21.8357505023299
MBNL1-AS1	3	4	2	6	3	2	6	3	3.6	1.51657508881031
MBNL2	93	102	106	107	70	70	107	102	95.6	15.3394915169963
MBNL3	3	0	0	0	0	0	3	0	0.6	1.34164078649987
MBOAT1	6	10	5	4	2	2	10	5	5.4	2.96647939483827
MBOAT2	6	5	8	12	2	2	12	6	6.6	3.71483512420134
MBOAT4	0	0	0	0	0	0	0	0	0	0
MBOAT7	14	6	5	9	6	5	14	6	8	3.67423461417477
MBP	11	20	13	18	17	11	20	17	15.8	3.70135110466435
MBTD1	3	4	9	3	4	3	9	4	4.6	2.50998007960223
MBTPS1	38	43	44	72	34	34	72	43	46.2	14.9733095873958
MBTPS2	10	7	10	15	7	7	15	10	9.8	3.27108544675922
MC1R	2	0	0	0	0	0	2	0	0.4	0.894427190999916
MC2R	0	1	0	0	1	0	1	0	0.4	0.547722557505166
MC4R	0	0	0	0	0	0	0	0	0	0
MCAM	7	13	3	32	11	3	32	11	13.2	11.1892805845595
MCAT	1	1	1	5	1	1	5	1	1.8	1.78885438199983
MCC	15	14	12	11	5	5	15	12	11.4	3.91152144312159
MCCC1	5	2	4	5	5	2	5	5	4.2	1.30384048104053
MCCC2	5	8	4	6	3	3	8	5	5.2	1.92353840616713
MCEE	31	39	42	45	23	23	45	39	36	8.94427190999916
MCF2	0	0	0	0	0	0	0	0	0	0
MCF2L	0	0	0	0	0	0	0	0	0	0
MCF2L-AS1	0	0	0	0	0	0	0	0	0	0
MCF2L2	2	3	5	7	3	2	7	3	4	2
MCFD2	151	166	178	198	121	121	198	166	162.8	29.0120664551838
MCHR1	0	0	0	0	0	0	0	0	0	0
MCHR2	0	0	0	1	0	0	1	0	0.2	0.447213595499958
MCL1	33	52	37	56	27	27	56	37	41	12.4699639133399
MCM10	0	0	0	2	1	0	2	0	0.6	0.894427190999916
MCM2	2	0	0	0	1	0	2	0	0.6	0.894427190999916
MCM3	14	18	18	16	24	14	24	18	18	3.74165738677394
MCM3AP	6	9	7	16	4	4	16	7	8.4	4.61519230368573
MCM3AP-AS1	0	1	1	0	1	0	1	1	0.6	0.547722557505166
MCM4	4	9	8	4	8	4	9	8	6.6	2.40831891575846
MCM5	1	0	1	1	1	0	1	1	0.8	0.447213595499958
MCM6	6	6	8	7	4	4	8	6	6.2	1.48323969741913
MCM7	20	4	5	11	6	4	20	6	9.2	6.61059755241536
MCM8	1	1	1	3	0	0	3	1	1.2	1.09544511501033
MCM9	1	1	0	2	3	0	3	1	1.4	1.14017542509914
MCMBP	12	13	17	14	14	12	17	14	14	1.87082869338697
MCMDC2	3	2	2	1	2	1	3	2	2	0.707106781186548
MCOLN1	1	0	1	3	1	0	3	1	1.2	1.09544511501033
MCOLN2	0	1	0	0	0	0	1	0	0.2	0.447213595499958
MCOLN3	0	0	1	1	0	0	1	0	0.4	0.547722557505166
MCPH1	15	18	24	28	15	15	28	18	20	5.78791845139511
MCRS1	44	44	41	55	29	29	55	44	42.6	9.28977932999487
MCTP1	0	0	0	0	0	0	0	0	0	0
MCTP2	1	0	1	1	0	0	1	1	0.6	0.547722557505166
MCTS1	93	96	97	154	86	86	154	96	105.2	27.6170237353702
MCU	25	18	19	24	12	12	25	19	19.6	5.22494019104525
MCUR1	19	20	12	19	17	12	20	19	17.4	3.20936130717624
MDC1	4	5	3	7	3	3	7	4	4.4	1.67332005306815
MDFI	0	0	0	0	0	0	0	0	0	0
MDFIC	27	37	37	40	22	22	40	37	32.6	7.70064932327138
MDGA1	0	0	0	0	1	0	1	0	0.2	0.447213595499958
MDGA2	0	0	0	0	0	0	0	0	0	0
MDH1	209	253	326	388	241	209	388	253	283.4	72.4796523170469
MDH1B	1	1	1	1	1	1	1	1	1	0
MDH2	178	214	257	341	200	178	341	214	238	64.401086947349
MDK	21	15	14	16	7	7	21	15	14.6	5.02991053598372
MDM1	16	8	19	28	8	8	28	16	15.8	8.37854402626136
MDM2	182	243	186	216	125	125	243	186	190.4	44.1282222619493
MDM4	56	36	39	48	25	25	56	39	40.8	11.8194754536739
MDN1	16	20	16	16	7	7	20	16	15	4.79583152331272
MDP1	9	8	2	7	3	2	9	7	5.8	3.11448230047949
MDS2	2	1	0	0	0	0	2	0	0.6	0.894427190999916
ME1	16	9	12	18	7	7	18	12	12.4	4.61519230368573
ME2	9	23	12	10	9	9	23	10	12.6	5.94138031100518
ME3	1	2	1	3	1	1	3	1	1.6	0.894427190999916
MEA1	172	205	180	239	160	160	239	180	191.2	31.3958595996351
MEAF6	27	48	36	79	34	27	79	36	44.8	20.5596692580401
MECOM	21	20	24	21	19	19	24	21	21	1.87082869338697
MECP2	11	14	8	8	5	5	14	8	9.2	3.42052627529741
MECR	4	3	4	15	6	3	15	4	6.4	4.92950301754649
MED1	39	30	37	31	28	28	39	31	33	4.74341649025257
MED10	68	69	86	125	62	62	125	69	82	25.6417628099162
MED11	27	31	41	48	21	21	48	31	33.6	10.8535708409721
MED12	5	3	2	8	4	2	8	4	4.4	2.30217288664427
MED12L	0	0	2	1	2	0	2	1	1	1
MED13	24	40	21	23	25	21	40	24	26.6	7.63544366752843
MED13L	30	24	26	24	22	22	30	24	25.2	3.03315017762062
MED14	6	8	10	13	8	6	13	8	9	2.64575131106459
MED15	6	1	4	5	4	1	6	4	4	1.87082869338697
MED16	2	2	0	3	1	0	3	2	1.6	1.14017542509914
MED17	13	4	6	9	10	4	13	9	8.4	3.50713558335004
MED18	43	41	58	66	39	39	66	43	49.4	11.9289563667573
MED19	23	30	27	49	19	19	49	27	29.6	11.61034021896
MED20	8	5	8	11	8	5	11	8	8	2.12132034355964
MED21	66	75	91	129	60	60	129	75	84.2	27.6351225797897
MED22	3	4	2	1	0	0	4	2	2	1.58113883008419
MED23	8	10	14	12	7	7	14	10	10.2	2.86356421265527
MED24	3	3	3	3	6	3	6	3	3.6	1.34164078649987
MED25	1	0	0	1	0	0	1	0	0.4	0.547722557505166
MED26	4	1	3	2	2	1	4	2	2.4	1.14017542509914
MED27	45	65	64	97	54	45	97	64	65	19.6596032513375
MED28	53	54	70	77	47	47	77	54	60.2	12.6767503722366
MED29	15	23	21	21	18	15	23	21	19.6	3.13049516849971
MED30	9	8	5	8	2	2	9	8	6.4	2.88097205817759
MED31	28	47	30	43	16	16	47	30	32.8	12.4378454725889
MED4	110	129	149	178	101	101	178	129	133.4	31.0209606556599
MED4-AS1	0	0	1	0	0	0	1	0	0.2	0.447213595499958
MED6	31	30	34	57	20	20	57	31	34.4	13.6857590216984
MED7	35	23	36	44	26	23	44	35	32.8	8.40832920383116
MED8	60	71	77	107	46	46	107	71	72.2	22.7530217773376
MED9	1	3	2	1	0	0	3	1	1.4	1.14017542509914
MEDAG	15	16	17	32	19	15	32	17	19.8	6.97853852894716
MEF2A	42	57	56	75	43	42	75	56	54.6	13.3902949930164
MEF2BNB	3	5	7	5	5	3	7	5	5	1.4142135623731
MEF2BNB-MEF2B	0	0	0	0	0	0	0	0	0	0
MEF2C	11	18	17	11	6	6	18	11	12.6	4.92950301754649
MEF2D	3	2	3	9	2	2	9	3	3.8	2.94957624075053
MEFV	15	14	12	16	10	10	16	14	13.4	2.40831891575846
MEG3	144	147	134	146	77	77	147	144	129.6	29.8546478793504
MEG8	0	0	0	0	0	0	0	0	0	0
MEG9	0	2	1	0	0	0	2	0	0.6	0.894427190999916
MEGF10	0	0	0	0	0	0	0	0	0	0
MEGF11	0	0	0	0	0	0	0	0	0	0
MEGF6	86	97	65	92	52	52	97	86	78.4	19.1389654892839
MEGF8	10	15	16	17	8	8	17	15	13.2	3.96232255123179
MEGF9	14	8	16	11	6	6	16	11	11	4.12310562561766
MEI1	0	0	0	1	0	0	1	0	0.2	0.447213595499958
MEIG1	0	1	1	1	1	0	1	1	0.8	0.447213595499958
MEIOB	0	0	0	0	0	0	0	0	0	0
MEIS1	26	20	24	32	14	14	32	24	23.2	6.72309452558864
MEIS1-AS3	0	0	0	0	0	0	0	0	0	0
MEIS2	10	10	22	15	14	10	22	14	14.2	4.91934955049954
MEIS3	0	0	5	5	0	0	5	0	2	2.73861278752583
MEIS3P1	0	4	3	2	6	0	6	3	3	2.23606797749979
MELK	1	2	1	2	0	0	2	1	1.2	0.836660026534076
MEMO1	10	14	26	18	7	7	26	14	15	7.41619848709566
MEN1	2	6	6	6	4	2	6	6	4.8	1.78885438199983
MEOX1	0	1	0	1	1	0	1	1	0.6	0.547722557505166
MEOX2	0	1	0	0	0	0	1	0	0.2	0.447213595499958
MEPCE	5	9	4	13	1	1	13	5	6.4	4.6690470119715
MERTK	0	0	1	1	0	0	1	0	0.4	0.547722557505166
MESDC1	3	3	3	2	1	1	3	3	2.4	0.894427190999916
MESDC2	122	171	170	179	133	122	179	170	155	25.6417628099162
MESP1	0	0	0	0	0	0	0	0	0	0
MESP2	0	0	0	0	0	0	0	0	0	0
MEST	67	122	108	121	80	67	122	108	99.6	24.8857388879655
MESTIT1	5	5	2	3	2	2	5	3	3.4	1.51657508881031
MET	6	7	6	5	2	2	7	6	5.2	1.92353840616713
METAP1	25	31	62	44	36	25	62	36	39.6	14.3282936876657
METAP1D	0	1	2	2	0	0	2	1	1	1
METAP2	132	183	200	250	141	132	250	183	181.2	47.767143519369
METRN	1	1	1	2	3	1	3	1	1.6	0.894427190999916
METRNL	5	6	3	7	7	3	7	6	5.6	1.67332005306815
METTL1	17	16	23	28	12	12	28	17	19.2	6.30079360080935
METTL10	5	4	4	10	3	3	10	4	5.2	2.77488738510232
METTL12	5	4	5	10	5	4	10	5	5.8	2.38746727726266
METTL13	5	5	8	4	8	4	8	5	6	1.87082869338697
METTL14	12	18	34	20	13	12	34	18	19.4	8.82043082847998
METTL15	16	12	20	23	9	9	23	16	16	5.70087712549569
METTL16	14	16	22	13	12	12	22	14	15.4	3.97492138287036
METTL17	26	35	30	47	31	26	47	31	33.8	8.04363102087608
METTL18	6	17	20	21	11	6	21	17	15	6.36396103067893
METTL20	8	11	9	12	4	4	12	9	8.8	3.11448230047949
METTL21A	10	16	9	16	10	9	16	10	12.2	3.4928498393146
METTL21B	6	11	14	7	6	6	14	7	8.8	3.56370593624109
METTL21C	0	0	0	0	0	0	0	0	0	0
METTL21D	8	8	3	11	0	0	11	8	6	4.41588043316392
METTL21EP	0	0	0	0	0	0	0	0	0	0
METTL22	18	20	25	19	16	16	25	19	19.6	3.36154726279432
METTL23	9	11	16	24	12	9	24	12	14.4	5.94138031100518
METTL24	0	0	0	0	0	0	0	0	0	0
METTL25	16	8	14	10	12	8	16	12	12	3.16227766016838
METTL2A	26	23	23	34	25	23	34	25	26.2	4.54972526643093
METTL2B	25	24	31	27	17	17	31	25	24.8	5.11859355682789
METTL3	6	4	6	13	13	4	13	6	8.4	4.27784992724149
METTL4	12	9	7	24	6	6	24	9	11.6	7.30068489937759
METTL5	74	88	97	121	68	68	121	88	89.6	20.9356155868415
METTL6	22	34	37	47	26	22	47	34	33.2	9.78263768111648
METTL7A	7	14	14	9	6	6	14	9	10	3.80788655293195
METTL7B	2	4	4	6	3	2	6	4	3.8	1.48323969741913
METTL8	26	13	16	20	12	12	26	16	17.4	5.72712842531054
METTL9	27	32	30	38	20	20	38	30	29.4	6.61815684310972
MEX3A	2	1	1	1	2	1	2	1	1.4	0.547722557505166
MEX3B	35	40	35	39	27	27	40	35	35.2	5.11859355682789
MEX3C	10	8	7	16	3	3	16	8	8.8	4.76445169982864
MEX3D	10	6	5	3	1	1	10	5	5	3.39116499156263
MFAP1	52	83	85	72	58	52	85	72	70	14.7139389695622
MFAP2	119	134	158	216	130	119	216	134	151.4	38.8175218168291
MFAP3	15	12	23	27	19	12	27	19	19.2	6.01664358259653
MFAP3L	4	4	3	3	6	3	6	4	4	1.22474487139159
MFAP4	2098	1965	2333	3300	1850	1850	3300	2098	2309.2	582.278885071406
MFAP5	958	1288	1254	1638	967	958	1638	1254	1221	279.799928520363
MFF	24	29	27	24	14	14	29	24	23.6	5.7706152185014
MFGE8	10	20	20	21	8	8	21	20	15.8	6.26099033699941
MFHAS1	0	0	2	1	1	0	2	1	0.8	0.836660026534076
MFI2	0	0	0	0	0	0	0	0	0	0
MFI2-AS1	1	0	0	0	0	0	1	0	0.2	0.447213595499958
MFN1	13	22	21	12	17	12	22	17	17	4.52769256906871
MFN2	26	13	21	31	10	10	31	21	20.2	8.75785361832453
MFSD1	19	47	27	43	11	11	47	27	29.4	15.3883072493371
MFSD10	4	3	2	5	6	2	6	4	4	1.58113883008419
MFSD11	26	38	40	39	30	26	40	38	34.6	6.22896460095898
MFSD12	1	5	3	4	0	0	5	3	2.6	2.07364413533277
MFSD2A	0	1	0	0	0	0	1	0	0.2	0.447213595499958
MFSD3	1	0	1	0	2	0	2	1	0.8	0.836660026534076
MFSD4	5	4	9	5	2	2	9	5	5	2.54950975679639
MFSD5	12	20	11	14	9	9	20	12	13.2	4.20713679359253
MFSD6	2	5	4	4	4	2	5	4	3.8	1.09544511501033
MFSD7	0	0	0	0	0	0	0	0	0	0
MFSD8	10	7	11	10	16	7	16	10	10.8	3.27108544675922
MFSD9	1	2	1	3	0	0	3	1	1.4	1.14017542509914
MGA	20	21	20	15	13	13	21	20	17.8	3.56370593624109
MGAM	0	0	0	0	0	0	0	0	0	0
MGARP	10	12	17	22	6	6	22	12	13.4	6.22896460095897
MGAT1	10	17	15	16	10	10	17	15	13.6	3.36154726279432
MGAT2	16	24	27	25	15	15	27	24	21.4	5.50454357780915
MGAT3	2	3	0	2	1	0	3	2	1.6	1.14017542509914
MGAT4A	8	8	9	7	10	7	10	8	8.4	1.14017542509914
MGAT4B	3	2	7	9	8	2	9	7	5.8	3.11448230047949
MGAT4C	0	0	0	0	0	0	0	0	0	0
MGAT5	6	10	7	5	5	5	10	6	6.6	2.07364413533277
MGAT5B	0	0	0	0	0	0	0	0	0	0
MGC16025	0	0	0	1	0	0	1	0	0.2	0.447213595499958
MGC16142	1	1	1	2	1	1	2	1	1.2	0.447213595499958
MGC16275	0	1	2	1	0	0	2	1	0.8	0.836660026534076
MGC21881	4	2	4	2	1	1	4	2	2.6	1.34164078649987
MGC27345	13	7	11	11	9	7	13	11	10.2	2.28035085019828
MGC27382	0	0	0	0	0	0	0	0	0	0
MGC2752	20	18	16	22	19	16	22	19	19	2.23606797749979
MGC2889	0	0	0	0	1	0	1	0	0.2	0.447213595499958
MGC34034	0	0	0	0	0	0	0	0	0	0
MGC34796	0	0	0	0	0	0	0	0	0	0
MGC39372	0	0	0	0	1	0	1	0	0.2	0.447213595499958
MGC39584	0	0	0	0	0	0	0	0	0	0
MGC45800	0	0	1	0	0	0	1	0	0.2	0.447213595499958
MGC45922	0	0	0	0	0	0	0	0	0	0
MGC57346	9	5	19	18	6	5	19	9	11.4	6.65582451691749
MGC70870	0	0	0	1	0	0	1	0	0.2	0.447213595499958
MGC72080	4	4	4	8	1	1	8	4	4.2	2.48997991959775
MGEA5	34	41	48	46	24	24	48	41	38.6	9.78774744259372
MGLL	16	6	19	25	10	6	25	16	15.2	7.46324326281812
MGME1	5	11	8	15	5	5	15	8	8.8	4.26614580154031
MGMT	7	5	10	10	7	5	10	7	7.8	2.16794833886788
MGP	1548	1259	1510	1776	984	984	1776	1510	1415.4	302.956762591628
MGRN1	3	6	6	4	2	2	6	4	4.2	1.78885438199983
MGST1	468	473	488	613	414	414	613	473	491.2	73.6118197030884
MGST2	33	34	50	55	28	28	55	34	40	11.7686022959398
MGST3	413	584	689	866	478	413	866	584	606	179.308393557022
MIA	0	0	0	1	0	0	1	0	0.2	0.447213595499958
MIA2	0	0	0	0	0	0	0	0	0	0
MIA3	68	119	130	125	72	68	130	119	102.8	30.2274709494526
MIAT	0	2	0	0	0	0	2	0	0.4	0.894427190999916
MIB1	27	46	32	40	18	18	46	32	32.6	10.9453186340097
