Gene	SOR.A.6.5.1.C12	SOR.A.7.3.1.E5	SOR.A.7.4.1.E6	SOR.A.8.2.1.F12	Min	Max	Median	Mean	Std
LOC642852	7	2	1	11	1	11	4.5	5.25	4.64578662158878
LOC643201	2	1	0	3	0	3	1.5	1.5	1.29099444873581
LOC643339	0	0	1	0	0	1	0	0.25	0.5
LOC643355	0	0	0	0	0	0	0	0	0
LOC643401	41	39	32	37	32	41	38	37.25	3.86221007541882
LOC643406	5	4	2	1	1	5	3	3	1.82574185835055
LOC643542	0	0	0	0	0	0	0	0	0
LOC643623	5	2	2	3	2	5	2.5	3	1.4142135623731
LOC643648	0	0	0	1	0	1	0	0.25	0.5
LOC643711	0	0	0	0	0	0	0	0	0
LOC643723	1	0	0	0	0	1	0	0.25	0.5
LOC643733	8	5	3	8	3	8	6.5	6	2.44948974278318
LOC643770	1	3	3	1	1	3	2	2	1.15470053837925
LOC643802	0	0	0	0	0	0	0	0	0
LOC643837	17	12	8	17	8	17	14.5	13.5	4.35889894354067
LOC643923	0	0	0	0	0	0	0	0	0
LOC644172	0	0	0	0	0	0	0	0	0
LOC644248	0	0	0	0	0	0	0	0	0
LOC644554	0	0	0	0	0	0	0	0	0
LOC644656	4	2	0	3	0	4	2.5	2.25	1.70782512765993
LOC644669	1	0	0	2	0	2	0.5	0.75	0.957427107756338
LOC644838	0	0	0	0	0	0	0	0	0
LOC644936	2	1	2	0	0	2	1.5	1.25	0.957427107756338
LOC644961	8	4	3	5	3	8	4.5	5	2.16024689946929
LOC645166	12	32	19	16	12	32	17.5	19.75	8.65544144839919
LOC645434	0	0	0	0	0	0	0	0	0
LOC645513	2	0	2	0	0	2	1	1	1.15470053837925
LOC645638	51	209	156	51	51	209	103.5	116.75	78.9446008286824
LOC645752	0	0	0	0	0	0	0	0	0
LOC646214	2	2	0	1	0	2	1.5	1.25	0.957427107756338
LOC646268	0	0	0	0	0	0	0	0	0
LOC646278	0	0	1	2	0	2	0.5	0.75	0.957427107756338
LOC646329	3	1	2	4	1	4	2.5	2.5	1.29099444873581
LOC646471	2	2	4	2	2	4	2	2.5	1
LOC646626	0	0	0	0	0	0	0	0	0
LOC646719	4	0	6	4	0	6	4	3.5	2.51661147842358
LOC646736	0	1	0	1	0	1	0.5	0.5	0.577350269189626
LOC646762	21	11	11	11	11	21	11	13.5	5
LOC646903	0	0	1	0	0	1	0	0.25	0.5
LOC646938	0	0	0	0	0	0	0	0	0
LOC646999	5	1	0	3	0	5	2	2.25	2.21735578260835
LOC648691	1	0	3	1	0	3	1	1.25	1.25830573921179
LOC648987	17	9	9	20	9	20	13	13.75	5.61990510002912
LOC650226	0	0	0	0	0	0	0	0	0
LOC650293	0	0	0	0	0	0	0	0	0
LOC650368	1	1	1	1	1	1	1	1	0
LOC652276	24	8	11	18	8	24	14.5	15.25	7.18215380880508
LOC653160	0	0	0	0	0	0	0	0	0
LOC653501	0	0	0	0	0	0	0	0	0
LOC653513	0	0	0	0	0	0	0	0	0
LOC653653	0	0	0	0	0	0	0	0	0
LOC653712	1	0	0	1	0	1	0.5	0.5	0.577350269189626
LOC654342	6	5	7	3	3	7	5.5	5.25	1.70782512765993
LOC654433	0	0	0	2	0	2	0	0.5	1
LOC654841	3	2	1	0	0	3	1.5	1.5	1.29099444873581
LOC727677	0	0	0	0	0	0	0	0	0
LOC727751	1	0	1	0	0	1	0.5	0.5	0.577350269189626
LOC727896	9	2	4	3	2	9	3.5	4.5	3.1091263510296
LOC727982	0	0	0	0	0	0	0	0	0
LOC728024	0	0	0	1	0	1	0	0.25	0.5
LOC728084	0	0	0	0	0	0	0	0	0
LOC728175	0	0	0	0	0	0	0	0	0
LOC728228	0	0	0	0	0	0	0	0	0
LOC728323	5	2	1	6	1	6	3.5	3.5	2.38047614284762
LOC728342	3	0	0	0	0	3	0	0.75	1.5
LOC728392	24	15	12	19	12	24	17	17.5	5.19615242270663
LOC728407	1	3	1	1	1	3	1	1.5	1
LOC728431	10	2	4	4	2	10	4	5	3.46410161513775
LOC728463	2	1	0	1	0	2	1	1	0.816496580927726
LOC728537	4	0	0	0	0	4	0	1	2
LOC728606	13	3	6	3	3	13	4.5	6.25	4.7169905660283
LOC728613	2	2	2	3	2	3	2	2.25	0.5
LOC728730	32	48	31	33	31	48	32.5	36	8.04155872120988
LOC728743	6	0	1	0	0	6	0.5	1.75	2.87228132326901
LOC728752	1	0	0	0	0	1	0	0.25	0.5
LOC728819	0	0	0	0	0	0	0	0	0
LOC729020	0	0	0	0	0	0	0	0	0
LOC729041	0	0	0	0	0	0	0	0	0
LOC729121	0	1	0	0	0	1	0	0.25	0.5
LOC729176	0	0	0	0	0	0	0	0	0
LOC729177	0	0	0	1	0	1	0	0.25	0.5
LOC729444	6	2	1	3	1	6	2.5	3	2.16024689946929
LOC729506	0	0	0	0	0	0	0	0	0
LOC729603	12	1	3	9	1	12	6	6.25	5.1234753829798
LOC729609	2	0	0	0	0	2	0	0.5	1
LOC729683	1	0	3	1	0	3	1	1.25	1.25830573921179
LOC729732	2	1	0	1	0	2	1	1	0.816496580927726
LOC729737	0	0	0	0	0	0	0	0	0
LOC729739	0	0	0	0	0	0	0	0	0
LOC729852	14	9	5	12	5	14	10.5	10	3.91578004149024
LOC729950	0	0	0	0	0	0	0	0	0
LOC729970	1	5	1	8	1	8	3	3.75	3.40342964277702
LOC729987	1	1	0	4	0	4	1	1.5	1.73205080756888
LOC730101	1	0	1	0	0	1	0.5	0.5	0.577350269189626
LOC730102	1	2	2	1	1	2	1.5	1.5	0.577350269189626
LOC730183	1	6	0	0	0	6	0.5	1.75	2.87228132326901
LOC730227	3	1	1	0	0	3	1	1.25	1.25830573921179
LOC730668	0	0	0	0	0	0	0	0	0
LOC731223	0	0	0	0	0	0	0	0	0
LOC731275	5	2	6	8	2	8	5.5	5.25	2.5
LOC731424	7	6	1	8	1	8	6.5	5.5	3.1091263510296
LOC731779	1	1	0	0	0	1	0.5	0.5	0.577350269189626
LOC79015	20	29	17	27	17	29	23.5	23.25	5.67890834580027
LOC80154	0	0	0	0	0	0	0	0	0
LOC81691	1	1	0	2	0	2	1	1	0.816496580927726
LOC90246	2	1	1	1	1	2	1	1.25	0.5
LOC90784	3	1	6	6	1	6	4.5	4	2.44948974278318
LOC90834	7	3	8	2	2	8	5	5	2.94392028877595
LOC91450	0	0	0	0	0	0	0	0	0
LOC92249	42	25	21	25	21	42	25	28.25	9.35859676091097
LOC93622	7	3	2	14	2	14	5	6.5	5.44671154612273
LOC96610	15	25	19	12	12	25	17	17.75	5.61990510002912
LOH12CR1	7	3	1	1	1	7	2	3	2.82842712474619
LOH12CR2	10	2	7	6	2	10	6.5	6.25	3.30403793359983
LONP1	24	17	19	40	17	40	21.5	25	10.4243305140746
LONP2	49	39	26	35	26	49	37	37.25	9.53502316025854
LONRF1	21	6	7	5	5	21	6.5	9.75	7.54431353183752
LONRF2	7	1	1	8	1	8	4	4.25	3.77491721763537
LONRF3	2	1	0	1	0	2	1	1	0.816496580927726
LOX	580	357	477	409	357	580	443	455.75	96.3098298894424
LOXL1	14	10	18	8	8	18	12	12.5	4.43471156521669
LOXL1-AS1	8	6	8	4	4	8	7	6.5	1.91485421551268
LOXL2	183	117	159	131	117	183	145	147.5	29.4108823397055
LOXL3	0	1	0	1	0	1	0.5	0.5	0.577350269189626
LOXL4	3	3	0	0	0	3	1.5	1.5	1.73205080756888
LPAL2	0	1	0	1	0	1	0.5	0.5	0.577350269189626
LPAR1	27	19	18	28	18	28	23	23	5.22812904711937
LPAR2	0	0	1	2	0	2	0.5	0.75	0.957427107756338
LPAR3	0	0	0	0	0	0	0	0	0
LPAR4	0	0	0	0	0	0	0	0	0
LPAR5	0	0	0	0	0	0	0	0	0
LPAR6	3	3	2	4	2	4	3	3	0.816496580927726
LPCAT1	13	3	2	11	2	13	7	7.25	5.56027577253743
LPCAT2	50	19	28	25	19	50	26.5	30.5	13.5277492584687
LPCAT3	2	2	4	6	2	6	3	3.5	1.91485421551268
LPCAT4	13	6	9	10	6	13	9.5	9.5	2.88675134594813
LPGAT1	42	17	15	41	15	42	29	28.75	14.7507061977837
LPHN1	4	4	2	3	2	4	3.5	3.25	0.957427107756338
LPHN2	15	5	7	10	5	15	8.5	9.25	4.3493294502333
LPHN3	1	0	0	0	0	1	0	0.25	0.5
LPIN1	41	22	30	37	22	41	33.5	32.5	8.34665601703261
LPIN2	62	18	10	41	10	62	29.5	32.75	23.5141801189552
LPIN3	1	0	0	2	0	2	0.5	0.75	0.957427107756338
LPL	0	1	0	0	0	1	0	0.25	0.5
LPO	0	0	0	0	0	0	0	0	0
LPP	123	68	92	87	68	123	89.5	92.5	22.8108161479008
LPP-AS2	0	1	0	0	0	1	0	0.25	0.5
LPPR2	3	3	4	3	3	4	3	3.25	0.5
LPPR4	0	0	0	1	0	1	0	0.25	0.5
LPPR5	0	0	0	0	0	0	0	0	0
LPXN	6	7	7	10	6	10	7	7.5	1.73205080756888
LRAT	2	1	1	4	1	4	1.5	2	1.4142135623731
LRBA	15	5	7	10	5	15	8.5	9.25	4.3493294502333
LRCH1	23	10	16	10	10	23	13	14.75	6.18465843842649
LRCH2	2	2	2	0	0	2	2	1.5	1
LRCH3	4	3	3	3	3	4	3	3.25	0.5
LRCH4	2	1	0	0	0	2	0.5	0.75	0.957427107756338
LRFN1	0	0	0	0	0	0	0	0	0
LRFN3	0	0	0	0	0	0	0	0	0
LRFN4	4	0	0	2	0	4	1	1.5	1.91485421551268
LRFN5	0	0	0	0	0	0	0	0	0
LRG1	6	0	3	1	0	6	2	2.5	2.64575131106459
LRGUK	0	0	0	0	0	0	0	0	0
LRIF1	123	64	60	134	60	134	93.5	95.25	38.6900073231664
LRIG1	21	6	12	7	6	21	9.5	11.5	6.85565460040104
LRIG2	26	7	13	19	7	26	16	16.25	8.13941029804985
LRIG3	9	8	14	9	8	14	9	10	2.70801280154532
LRIT3	0	0	0	0	0	0	0	0	0
LRMP	8	3	3	7	3	8	5	5.25	2.62995563967658
LRP1	78	41	35	98	35	98	59.5	63	30.0998338865848
LRP10	45	15	16	21	15	45	18.5	24.25	14.0801278403287
LRP11	38	12	17	9	9	38	14.5	19	13.0894359440479
LRP12	41	16	22	36	16	41	29	28.75	11.7011395456454
LRP2	0	0	0	1	0	1	0	0.25	0.5
LRP2BP	5	1	1	1	1	5	1	2	2
LRP3	6	0	2	4	0	6	3	3	2.58198889747161
LRP4	4	1	3	7	1	7	3.5	3.75	2.5
LRP4-AS1	2	1	0	1	0	2	1	1	0.816496580927726
LRP5	3	1	1	3	1	3	2	2	1.15470053837925
LRP5L	4	2	2	4	2	4	3	3	1.15470053837925
LRP6	32	7	23	12	7	32	17.5	18.5	11.2101144805335
LRP8	5	0	1	7	0	7	3	3.25	3.30403793359983
LRPAP1	81	92	72	90	72	92	85.5	83.75	9.17877987534291
LRPPRC	62	31	38	28	28	62	34.5	39.75	15.4137384606504
LRR1	33	31	24	12	12	33	27.5	25	9.48683298050514
LRRC1	11	5	7	0	0	11	6	5.75	4.57347424467075
LRRC10	0	0	0	0	0	0	0	0	0
LRRC14	3	0	1	3	0	3	2	1.75	1.5
LRRC15	0	0	3	0	0	3	0	0.75	1.5
LRRC16A	13	7	16	13	7	16	13	12.25	3.77491721763537
LRRC16B	0	0	0	0	0	0	0	0	0
LRRC17	73	120	89	55	55	120	81	84.25	27.584717991429
LRRC19	1	2	4	3	1	4	2.5	2.5	1.29099444873581
LRRC2	9	4	10	11	4	11	9.5	8.5	3.1091263510296
LRRC20	6	0	4	0	0	6	2	2.5	3
LRRC23	6	8	10	3	3	10	7	6.75	2.98607881119482
LRRC25	4	3	5	7	3	7	4.5	4.75	1.70782512765993
LRRC27	28	13	36	23	13	36	25.5	25	9.62635271879577
LRRC28	30	32	35	20	20	35	31	29.25	6.5
LRRC29	0	0	0	1	0	1	0	0.25	0.5
LRRC3	4	1	0	3	0	4	2	2	1.82574185835055
LRRC3-AS1	0	0	0	0	0	0	0	0	0
LRRC31	0	0	0	0	0	0	0	0	0
LRRC32	4	2	2	4	2	4	3	3	1.15470053837925
LRRC34	6	2	3	3	2	6	3	3.5	1.73205080756888
LRRC36	1	0	0	0	0	1	0	0.25	0.5
LRRC37A11P	1	0	1	0	0	1	0.5	0.5	0.577350269189626
LRRC37A2	0	0	0	1	0	1	0	0.25	0.5
LRRC37A3	8	3	2	3	2	8	3	4	2.70801280154532
LRRC37A4P	13	1	5	4	1	13	4.5	5.75	5.1234753829798
LRRC37A6P	1	0	2	0	0	2	0.5	0.75	0.957427107756338
LRRC37B	4	4	2	2	2	4	3	3	1.15470053837925
LRRC37BP1	39	9	21	16	9	39	18.5	21.25	12.8160056179763
LRRC39	2	0	0	0	0	2	0	0.5	1
LRRC4	1	0	0	0	0	1	0	0.25	0.5
LRRC40	8	11	5	11	5	11	9.5	8.75	2.87228132326901
LRRC41	52	23	27	39	23	52	33	35.25	13.0735101126923
LRRC42	27	6	13	15	6	27	14	15.25	8.73212459828649
LRRC43	0	0	0	0	0	0	0	0	0
LRRC45	0	0	0	3	0	3	0	0.75	1.5
LRRC46	0	0	0	0	0	0	0	0	0
LRRC47	45	15	22	47	15	47	33.5	32.25	16.1529151135845
LRRC48	5	1	0	1	0	5	1	1.75	2.21735578260835
LRRC49	95	30	34	99	30	99	64.5	64.5	37.5987588447633
LRRC4B	0	0	0	0	0	0	0	0	0
LRRC4C	0	0	0	0	0	0	0	0	0
LRRC56	2	4	4	5	2	5	4	3.75	1.25830573921179
LRRC57	23	7	20	18	7	23	19	17	6.97614984548545
LRRC58	91	24	18	44	18	91	34	44.25	33.0895250293302
LRRC59	55	17	29	43	17	55	36	36	16.532795690183
LRRC6	3	0	1	4	0	4	2	2	1.82574185835055
LRRC61	0	0	0	0	0	0	0	0	0
LRRC66	1	0	0	0	0	1	0	0.25	0.5
LRRC69	0	0	1	1	0	1	0.5	0.5	0.577350269189626
LRRC7	0	0	0	0	0	0	0	0	0
LRRC70	0	0	0	0	0	0	0	0	0
LRRC71	0	0	0	0	0	0	0	0	0
LRRC73	1	0	1	0	0	1	0.5	0.5	0.577350269189626
LRRC8A	25	9	20	15	9	25	17.5	17.25	6.84957419601151
LRRC8B	3	0	0	1	0	3	0.5	1	1.4142135623731
LRRC8C	6	6	5	2	2	6	5.5	4.75	1.89296944860009
LRRC8D	16	7	4	9	4	16	8	9	5.09901951359278
LRRC8E	6	2	3	6	2	6	4.5	4.25	2.06155281280883
LRRC9	0	1	0	0	0	1	0	0.25	0.5
LRRCC1	8	12	5	9	5	12	8.5	8.5	2.88675134594813
LRRD1	1	0	0	2	0	2	0.5	0.75	0.957427107756338
LRRFIP1	365	115	145	250	115	365	197.5	218.75	113.385404704486
LRRFIP2	83	62	66	42	42	83	64	63.25	16.8399326997863
LRRIQ1	2	0	1	4	0	4	1.5	1.75	1.70782512765993
LRRIQ3	0	0	1	1	0	1	0.5	0.5	0.577350269189626
LRRIQ4	0	0	0	0	0	0	0	0	0
LRRK1	10	2	10	8	2	10	9	7.5	3.78593889720018
LRRK2	8	2	4	9	2	9	6	5.75	3.30403793359983
LRRN1	0	0	0	0	0	0	0	0	0
LRRN2	0	0	0	0	0	0	0	0	0
LRRN3	0	0	0	0	0	0	0	0	0
LRRN4	0	0	0	0	0	0	0	0	0
LRRN4CL	7	14	19	3	3	19	10.5	10.75	7.13559154286922
LRRTM2	3	0	4	1	0	4	2	2	1.82574185835055
LRRTM4	0	0	0	0	0	0	0	0	0
LRSAM1	37	40	34	17	17	40	35.5	32	10.295630140987
LRTM1	1	0	0	0	0	1	0	0.25	0.5
LRTOMT	37	10	37	27	10	37	32	27.75	12.737739202857
LRWD1	2	0	0	0	0	2	0	0.5	1
LSAMP	3	1	3	1	1	3	2	2	1.15470053837925
LSG1	28	15	10	28	10	28	21.5	20.25	9.17877987534291
LSM1	66	67	61	70	61	70	66.5	66	3.74165738677394
LSM10	83	66	62	56	56	83	64	66.75	11.5866302262565
LSM11	1	1	0	2	0	2	1	1	0.816496580927726
LSM12	81	59	66	49	49	81	62.5	63.75	13.4505266315735
LSM14A	68	35	51	34	34	68	43	47	16.0208197875972
LSM14B	20	4	5	13	4	20	9	10.5	7.50555349946513
LSM2	53	74	57	52	52	74	55	59	10.2306728354819
LSM3	352	354	313	313	313	354	332.5	333	23.1084400165827
LSM4	32	22	24	26	22	32	25	26	4.32049379893857
LSM5	177	243	198	214	177	243	206	208	27.8208554864871
LSM6	117	110	107	83	83	117	108.5	104.25	14.7732867026942
LSM7	47	36	38	30	30	47	37	37.75	7.04154339142587
LSMD1	138	215	176	169	138	215	172.5	174.5	31.6491179445284
LSMEM1	3	2	0	0	0	3	1	1.25	1.5
LSP1	0	0	0	0	0	0	0	0	0
LSR	1	0	1	0	0	1	0.5	0.5	0.577350269189626
LSS	8	4	6	5	4	8	5.5	5.75	1.70782512765993
LST1	0	0	0	2	0	2	0	0.5	1
LTA	0	0	1	1	0	1	0.5	0.5	0.577350269189626
LTA4H	187	215	172	161	161	215	179.5	183.75	23.4004985701872
LTB	0	0	0	0	0	0	0	0	0
LTB4R	1	0	1	0	0	1	0.5	0.5	0.577350269189626
LTBP1	194	100	120	108	100	194	114	130.5	43.1238526417419
LTBP2	282	157	181	186	157	282	183.5	201.5	55.1392177432119
LTBP3	6	3	5	5	3	6	5	4.75	1.25830573921179
LTBP4	4	3	1	3	1	4	3	2.75	1.25830573921179
LTBR	13	5	11	8	5	13	9.5	9.25	3.5
LTC4S	1	0	1	0	0	1	0.5	0.5	0.577350269189626
LTF	0	0	1	0	0	1	0	0.25	0.5
LTK	0	0	0	0	0	0	0	0	0
LTN1	68	42	76	63	42	76	65.5	62.25	14.5229703114296
LTV1	106	73	75	78	73	106	76.5	83	15.4704018478297
LUC7L	19	12	11	18	11	19	15	15	4.08248290463863
LUC7L2	0	1	0	3	0	3	0.5	1	1.4142135623731
LUC7L3	173	43	42	194	42	194	108	113	81.85759993224
LUCAT1	0	0	1	0	0	1	0	0.25	0.5
LUM	335	428	379	310	310	428	357	363	51.878062158617
LURAP1	1	0	0	0	0	1	0	0.25	0.5
LURAP1L	94	78	62	54	54	94	70	72	17.7388462608668
LUZP1	100	41	30	64	30	100	52.5	58.75	30.934069675144
LUZP2	5	0	2	2	0	5	2	2.25	2.06155281280883
LXN	10	13	7	17	7	17	11.5	11.75	4.27200187265877
LY6E	18	23	17	26	17	26	20.5	21	4.24264068711928
LY6G5B	0	0	0	1	0	1	0	0.25	0.5
LY6G5C	0	1	1	1	0	1	1	0.75	0.5
LY6G6C	0	0	1	0	0	1	0	0.25	0.5
LY6G6D	1	0	0	0	0	1	0	0.25	0.5
LY6K	0	0	0	1	0	1	0	0.25	0.5
LY75	0	2	5	3	0	5	2.5	2.5	2.08166599946613
LY75-CD302	0	0	0	1	0	1	0	0.25	0.5
LY86	0	1	0	0	0	1	0	0.25	0.5
LY86-AS1	17	14	16	18	14	18	16.5	16.25	1.70782512765993
LY9	0	1	0	0	0	1	0	0.25	0.5
LY96	113	113	113	132	113	132	113	117.75	9.5
LYAR	12	14	9	14	9	14	13	12.25	2.3629078131263
LYG1	8	2	5	6	2	8	5.5	5.25	2.5
LYG2	0	0	0	0	0	0	0	0	0
LYL1	0	0	0	0	0	0	0	0	0
LYN	10	8	9	10	8	10	9.5	9.25	0.957427107756338
LYNX1	2	1	0	1	0	2	1	1	0.816496580927726
LYPD1	1	0	0	0	0	1	0	0.25	0.5
LYPD3	0	0	0	1	0	1	0	0.25	0.5
LYPD5	0	1	1	0	0	1	0.5	0.5	0.577350269189626
LYPLA1	51	38	46	44	38	51	45	44.75	5.37742193496723
LYPLA2	2	2	1	4	1	4	2	2.25	1.25830573921179
LYPLAL1	98	122	91	125	91	125	110	109	17.0293863659264
LYRM1	46	28	30	47	28	47	38	37.75	10.1447851956888
LYRM2	73	43	39	76	39	76	58	57.75	19.4486503387767
LYRM4	86	69	73	63	63	86	71	72.75	9.74251849711699
LYRM5	41	53	43	45	41	53	44	45.5	5.25991127935317
LYRM7	34	28	23	27	23	34	27.5	28	4.54606056566195
LYRM9	2	6	5	1	1	6	3.5	3.5	2.38047614284762
LYSMD1	7	7	9	3	3	9	7	6.5	2.51661147842358
LYSMD2	1	0	1	3	0	3	1	1.25	1.25830573921179
LYSMD3	76	28	47	51	28	76	49	50.5	19.7399763593239
LYSMD4	1	1	4	2	1	4	1.5	2	1.4142135623731
LYST	110	50	56	69	50	110	62.5	71.25	27.0231382337433
LYVE1	0	0	0	0	0	0	0	0	0
LYZ	13	10	15	11	10	15	12	12.25	2.21735578260835
LYZL1	0	0	0	0	0	0	0	0	0
LYZL4	0	0	0	0	0	0	0	0	0
LZIC	78	54	46	65	46	78	59.5	60.75	13.8894444333338
LZTFL1	56	36	26	47	26	56	41.5	41.25	13.0479883506999
LZTR1	4	4	1	6	1	6	4	3.75	2.06155281280883
LZTS1	0	0	0	0	0	0	0	0	0
LZTS2	69	17	27	36	17	69	31.5	37.25	22.544400635191
LZTS3	17	4	5	11	4	17	8	9.25	6.02079728939615
M1AP	2	0	0	0	0	2	0	0.5	1
M6PR	15	8	20	15	8	20	15	14.5	4.93288286231625
MAATS1	2	0	0	4	0	4	1	1.5	1.91485421551268
MAB21L1	0	1	0	1	0	1	0.5	0.5	0.577350269189626
MAB21L2	0	0	1	0	0	1	0	0.25	0.5
MAB21L3	24	6	12	30	6	30	18	18	10.9544511501033
MACC1	9	5	6	3	3	9	5.5	5.75	2.5
MACF1	329	83	138	258	83	329	198	202	111.836189730039
MACROD1	4	0	1	0	0	4	0.5	1.25	1.89296944860009
MACROD2	0	0	0	0	0	0	0	0	0
MAD1L1	3	1	5	2	1	5	2.5	2.75	1.70782512765993
MAD2L1	29	24	17	35	17	35	26.5	26.25	7.63216876123687
MAD2L1BP	94	45	43	64	43	94	54.5	61.5	23.6431808350738
MAD2L2	17	13	15	19	13	19	16	16	2.58198889747161
MADCAM1	2	0	0	0	0	2	0	0.5	1
MADD	7	2	2	4	2	7	3	3.75	2.3629078131263
MAEA	69	66	58	154	58	154	67.5	86.75	45.0730887929076
MAF	4	2	6	2	2	6	3	3.5	1.91485421551268
MAF1	28	9	14	24	9	28	19	18.75	8.77021474461525
MAFA	0	0	0	0	0	0	0	0	0
MAFB	3	0	0	4	0	4	1.5	1.75	2.06155281280883
MAFF	67	20	27	48	20	67	37.5	40.5	21.2994522621279
MAFG	31	10	13	23	10	31	18	19.25	9.60468635614927
MAFG-AS1	0	4	0	0	0	4	0	1	2
MAFIP	28	18	17	20	17	28	19	20.75	4.99165971062398
MAFK	1	1	1	0	0	1	1	0.75	0.5
MAGEA1	0	0	0	0	0	0	0	0	0
MAGEA10	4	1	2	3	1	4	2.5	2.5	1.29099444873581
MAGEA3	1	0	0	0	0	1	0	0.25	0.5
MAGEB10	5	2	4	1	1	5	3	3	1.82574185835055
MAGEB3	0	1	0	0	0	1	0	0.25	0.5
MAGEC1	0	0	0	0	0	0	0	0	0
MAGEC2	0	0	0	0	0	0	0	0	0
MAGED1	135	83	100	83	83	135	91.5	100.25	24.5136016665578
MAGED2	331	209	226	238	209	331	232	251	54.644304369257
MAGED4	0	0	0	0	0	0	0	0	0
MAGEE1	3	0	1	0	0	3	0.5	1	1.4142135623731
MAGEE2	0	0	0	0	0	0	0	0	0
MAGEF1	22	2	5	19	2	22	12	12	9.9666109251507
MAGEH1	67	32	33	71	32	71	50	50.75	21.1404036542982
MAGEL2	0	0	0	0	0	0	0	0	0
MAGI1	14	7	3	14	3	14	10.5	9.5	5.44671154612273
MAGI1-AS1	1	1	0	0	0	1	0.5	0.5	0.577350269189626
MAGI2	10	1	3	8	1	10	5.5	5.5	4.20317340430616
MAGI2-AS2	0	0	0	0	0	0	0	0	0
MAGI2-AS3	72	39	32	67	32	72	53	52.5	19.9415813481947
MAGI3	14	11	12	11	11	14	11.5	12	1.4142135623731
MAGIX	0	0	0	0	0	0	0	0	0
MAGOH	107	77	107	66	66	107	92	89.25	20.9821352583573
MAGOH2	0	0	0	0	0	0	0	0	0
MAGOHB	78	64	68	83	64	83	73	73.25	8.77021474461525
MAGT1	121	60	72	83	60	121	77.5	84	26.3944438597722
MAK	19	24	25	22	19	25	23	22.5	2.64575131106459
MAK16	24	30	18	21	18	30	22.5	23.25	5.1234753829798
MAL	0	0	0	0	0	0	0	0	0
MAL2	0	0	0	0	0	0	0	0	0
MALAT1	40927	40902	34588	32004	32004	40927	37745	37105.25	4523.2872541254
MALL	1	0	1	0	0	1	0.5	0.5	0.577350269189626
MALSU1	48	28	29	35	28	48	32	35	9.20144916122817
MALT1	24	11	15	11	11	24	13	15.25	6.13052471924984
MAMDC2	131	79	98	70	70	131	88.5	94.5	26.9876514971817
MAMDC2-AS1	0	0	0	0	0	0	0	0	0
MAMDC4	1	0	0	0	0	1	0	0.25	0.5
MAML1	20	1	0	10	0	20	5.5	7.75	9.322910847298
MAML2	10	17	15	15	10	17	15	14.25	2.98607881119482
MAML3	2	1	2	2	1	2	2	1.75	0.5
MAMLD1	9	3	7	4	3	9	5.5	5.75	2.75378527364305
MAMSTR	0	0	0	0	0	0	0	0	0
MAN1A1	43	12	19	27	12	43	23	25.25	13.3260396717604
MAN1A2	39	21	12	35	12	39	28	26.75	12.5
MAN1B1	22	16	13	20	13	22	18	17.75	4.03112887414927
MAN1B1-AS1	4	4	4	4	4	4	4	4	0
MAN1C1	1	0	3	0	0	3	0.5	1	1.4142135623731
MAN2A1	55	12	20	29	12	55	24.5	29	18.6726180988812
MAN2A2	20	6	12	7	6	20	9.5	11.25	6.39661368746516
MAN2B1	23	15	11	28	11	28	19	19.25	7.67571929311297
MAN2B2	33	10	18	17	10	33	17.5	19.5	9.67815409397198
MAN2C1	8	2	1	2	1	8	2	3.25	3.20156211871642
MANBA	97	75	70	81	70	97	78	80.75	11.7295922066086
MANBAL	101	69	86	59	59	101	77.5	78.75	18.5539753152795
MANEA	20	22	27	9	9	27	21	19.5	7.59385716659634
MANEAL	11	6	13	12	6	13	11.5	10.5	3.1091263510296
MANF	148	44	51	169	44	169	99.5	103	64.7199093530474
MANSC1	7	4	4	5	4	7	4.5	5	1.4142135623731
MANSC4	0	0	0	0	0	0	0	0	0
MAOA	4	5	8	1	1	8	4.5	4.5	2.88675134594813
MAOB	0	0	0	2	0	2	0	0.5	1
MAP10	1	0	0	1	0	1	0.5	0.5	0.577350269189626
MAP1A	310	96	107	206	96	310	156.5	179.75	99.9345619226235
MAP1B	873	472	555	889	472	889	714	697.25	214.964144296981
MAP1LC3A	3	0	1	1	0	3	1	1.25	1.25830573921179
MAP1LC3B	166	89	98	130	89	166	114	120.75	34.9225333178069
MAP1LC3B2	0	0	0	0	0	0	0	0	0
MAP1LC3C	5	2	3	4	2	5	3.5	3.5	1.29099444873581
MAP1S	4	2	0	6	0	6	3	3	2.58198889747161
MAP2	69	31	53	80	31	80	61	58.25	21.2818388929779
MAP2K1	49	14	19	23	14	49	21	26.25	15.607156478146
MAP2K2	9	10	8	13	8	13	9.5	10	2.16024689946929
MAP2K3	86	22	26	33	22	86	29.5	41.75	29.848227194704
MAP2K4	14	6	8	16	6	16	11	11	4.76095228569523
MAP2K5	5	5	6	6	5	6	5.5	5.5	0.577350269189626
MAP2K6	1	2	7	5	1	7	3.5	3.75	2.75378527364305
MAP2K7	2	4	0	0	0	4	1	1.5	1.91485421551268
MAP3K1	3	0	0	1	0	3	0.5	1	1.4142135623731
MAP3K10	1	0	0	0	0	1	0	0.25	0.5
MAP3K11	5	0	3	1	0	5	2	2.25	2.21735578260835
MAP3K12	0	2	3	1	0	3	1.5	1.5	1.29099444873581
MAP3K13	52	38	44	46	38	52	45	45	5.77350269189626
