Gene	SUN+URS.A.6.19.1.D9	SUN+URS.A.6.20.1.D10	SUN+URS.A.6.21.1.D11	Min	Max	Median	Mean	Std
MAFF	13	4	2	2	13	4	6.33333333333333	5.85946527708232
MAFG	19	16	16	16	19	16	17	1.73205080756888
MAFG-AS1	3	0	1	0	3	1	1.33333333333333	1.52752523165195
MAFIP	11	10	9	9	11	10	10	1
MAFK	0	1	1	0	1	1	0.666666666666667	0.577350269189626
MAGEA1	0	0	0	0	0	0	0	0
MAGEA10	2	3	2	2	3	2	2.33333333333333	0.577350269189626
MAGEA3	0	0	0	0	0	0	0	0
MAGEB10	1	1	6	1	6	1	2.66666666666667	2.88675134594813
MAGEB3	0	0	0	0	0	0	0	0
MAGEC1	0	0	0	0	0	0	0	0
MAGEC2	0	0	2	0	2	0	0.666666666666667	1.15470053837925
MAGED1	208	130	190	130	208	190	176	40.8411557133243
MAGED2	628	279	557	279	628	557	488	184.447824600888
MAGED4	0	0	0	0	0	0	0	0
MAGEE1	2	1	2	1	2	2	1.66666666666667	0.577350269189626
MAGEE2	0	0	0	0	0	0	0	0
MAGEF1	25	9	18	9	25	18	17.3333333333333	8.02080627701064
MAGEH1	85	28	78	28	85	78	63.6666666666667	31.0859024854247
MAGEL2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MAGI1	22	20	21	20	22	21	21	1
MAGI1-AS1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MAGI2	3	3	2	2	3	3	2.66666666666667	0.577350269189626
MAGI2-AS2	0	0	0	0	0	0	0	0
MAGI2-AS3	77	40	45	40	77	45	54	20.0748598998847
MAGI3	15	10	17	10	17	15	14	3.60555127546399
MAGIX	2	0	0	0	2	0	0.666666666666667	1.15470053837925
MAGOH	88	35	46	35	88	46	56.3333333333333	27.9702222610642
MAGOH2	0	0	0	0	0	0	0	0
MAGOHB	127	46	110	46	127	110	94.3333333333333	42.7122152707318
MAGT1	136	63	112	63	136	112	103.666666666667	37.2066302335126
MAK	16	9	19	9	19	16	14.6666666666667	5.13160143944688
MAK16	64	30	36	30	64	36	43.3333333333333	18.1475434517549
MAL	0	0	0	0	0	0	0	0
MAL2	0	0	0	0	0	0	0	0
MALAT1	45683	17257	32831	17257	45683	32831	31923.6666666667	14234.7043992256
MALL	2	3	2	2	3	2	2.33333333333333	0.577350269189626
MALSU1	29	26	25	25	29	26	26.6666666666667	2.08166599946613
MALT1	10	9	5	5	10	9	8	2.64575131106459
MAMDC2	202	94	162	94	202	162	152.666666666667	54.6015872785154
MAMDC2-AS1	4	1	1	1	4	1	2	1.73205080756888
MAMDC4	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MAML1	11	7	8	7	11	8	8.66666666666667	2.08166599946613
MAML2	12	6	11	6	12	11	9.66666666666667	3.21455025366432
MAML3	8	3	3	3	8	3	4.66666666666667	2.88675134594813
MAMLD1	1	2	6	1	6	2	3	2.64575131106459
MAMSTR	3	1	1	1	3	1	1.66666666666667	1.15470053837925
MAN1A1	29	14	21	14	29	21	21.3333333333333	7.50555349946513
MAN1A2	47	23	28	23	47	28	32.6666666666667	12.6622799421484
MAN1B1	29	17	30	17	30	29	25.3333333333333	7.23417813807024
MAN1B1-AS1	8	5	3	3	8	5	5.33333333333333	2.51661147842358
MAN1C1	1	1	1	1	1	1	1	0
MAN2A1	15	3	6	3	15	6	8	6.2449979983984
MAN2A2	11	9	16	9	16	11	12	3.60555127546399
MAN2B1	15	7	15	7	15	15	12.3333333333333	4.61880215351701
MAN2B2	26	18	23	18	26	23	22.3333333333333	4.04145188432738
MAN2C1	3	2	5	2	5	3	3.33333333333333	1.52752523165195
MANBA	53	24	54	24	54	53	43.6666666666667	17.0391705588427
MANBAL	129	69	138	69	138	129	112	37.5099986670221
MANEA	24	8	17	8	24	17	16.3333333333333	8.02080627701064
MANEAL	15	8	15	8	15	15	12.6666666666667	4.04145188432738
MANF	46	17	40	17	46	40	34.3333333333333	15.3079500042734
MANSC1	8	8	6	6	8	8	7.33333333333333	1.15470053837925
MANSC4	0	0	0	0	0	0	0	0
MAOA	16	10	29	10	29	16	18.3333333333333	9.71253485622231
MAOB	5	0	1	0	5	1	2	2.64575131106459
MAP10	1	1	0	0	1	1	0.666666666666667	0.577350269189626
MAP1A	235	116	187	116	235	187	179.333333333333	59.8693020949245
MAP1B	567	327	499	327	567	499	464.333333333333	123.698558331669
MAP1LC3A	6	3	3	3	6	3	4	1.73205080756888
MAP1LC3B	92	66	89	66	92	89	82.3333333333333	14.2243921955679
MAP1LC3B2	0	0	0	0	0	0	0	0
MAP1LC3C	8	5	10	5	10	8	7.66666666666667	2.51661147842358
MAP1S	2	1	4	1	4	2	2.33333333333333	1.52752523165195
MAP2	3	1	1	1	3	1	1.66666666666667	1.15470053837925
MAP2K1	36	11	21	11	36	21	22.6666666666667	12.5830573921179
MAP2K2	16	5	8	5	16	8	9.66666666666667	5.68624070307733
MAP2K3	13	8	11	8	13	11	10.6666666666667	2.51661147842358
MAP2K4	8	6	9	6	9	8	7.66666666666667	1.52752523165195
MAP2K5	4	3	3	3	4	3	3.33333333333333	0.577350269189626
MAP2K6	2	0	1	0	2	1	1	1
MAP2K7	3	1	0	0	3	1	1.33333333333333	1.52752523165195
MAP3K1	5	0	3	0	5	3	2.66666666666667	2.51661147842358
MAP3K10	0	0	0	0	0	0	0	0
MAP3K11	0	2	0	0	2	0	0.666666666666667	1.15470053837925
MAP3K12	1	3	2	1	3	2	2	1
MAP3K13	104	52	94	52	104	94	83.3333333333333	27.5922694487665
MAP3K14	0	0	2	0	2	0	0.666666666666667	1.15470053837925
MAP3K14-AS1	0	0	0	0	0	0	0	0
MAP3K15	0	0	0	0	0	0	0	0
MAP3K19	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MAP3K2	57	21	42	21	57	42	40	18.0831413200251
MAP3K3	13	4	5	4	13	5	7.33333333333333	4.93288286231625
MAP3K4	18	11	11	11	18	11	13.3333333333333	4.04145188432738
MAP3K5	2	4	2	2	4	2	2.66666666666667	1.15470053837925
MAP3K6	1	2	2	1	2	2	1.66666666666667	0.577350269189626
MAP3K7	39	26	34	26	39	34	33	6.557438524302
MAP3K7CL	402	168	332	168	402	332	300.666666666667	120.10550917145
MAP3K8	8	0	4	0	8	4	4	4
MAP3K9	2	0	1	0	2	1	1	1
MAP4	341	194	277	194	341	277	270.666666666667	73.7043644117045
MAP4K1	1	0	2	0	2	1	1	1
MAP4K2	0	0	0	0	0	0	0	0
MAP4K3	37	12	25	12	37	25	24.6666666666667	12.5033328890074
MAP4K4	103	43	87	43	103	87	77.6666666666667	31.0698138606161
MAP4K5	45	25	44	25	45	44	38	11.2694276695846
MAP6	10	2	3	2	10	3	5	4.35889894354067
MAP6D1	1	0	1	0	1	1	0.666666666666667	0.577350269189626
MAP7	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MAP7D1	27	24	31	24	31	27	27.3333333333333	3.51188458428425
MAP7D2	1	0	1	0	1	1	0.666666666666667	0.577350269189626
MAP7D3	44	16	53	16	53	44	37.6666666666667	19.2959408512084
MAP9	58	18	35	18	58	35	37	20.0748598998847
MAPK1	44	20	33	20	44	33	32.3333333333333	12.0138808606267
MAPK10	13	2	16	2	16	13	10.3333333333333	7.37111479583199
MAPK11	0	0	0	0	0	0	0	0
MAPK12	17	10	22	10	22	17	16.3333333333333	6.02771377334171
MAPK13	8	4	11	4	11	8	7.66666666666667	3.51188458428425
MAPK14	8	17	10	8	17	10	11.6666666666667	4.72581562625261
MAPK15	0	0	0	0	0	0	0	0
MAPK1IP1L	305	135	215	135	305	215	218.333333333333	85.0490054811538
MAPK3	14	6	7	6	14	7	9	4.35889894354067
MAPK4	0	0	0	0	0	0	0	0
MAPK6	55	10	35	10	55	35	33.3333333333333	22.5462487641145
MAPK7	9	4	7	4	9	7	6.66666666666667	2.51661147842358
MAPK8	8	5	13	5	13	8	8.66666666666667	4.04145188432738
MAPK8IP1	0	0	0	0	0	0	0	0
MAPK8IP2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MAPK8IP3	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MAPK9	8	4	14	4	14	8	8.66666666666667	5.03322295684717
MAPKAP1	39	18	24	18	39	24	27	10.816653826392
MAPKAPK2	6	3	10	3	10	6	6.33333333333333	3.51188458428425
MAPKAPK3	10	7	6	6	10	7	7.66666666666667	2.08166599946613
MAPKAPK5	5	8	8	5	8	8	7	1.73205080756888
MAPKAPK5-AS1	47	16	49	16	49	47	37.3333333333333	18.5022521151706
MAPKBP1	6	1	5	1	6	5	4	2.64575131106459
MAPRE1	209	100	199	100	209	199	169.333333333333	60.2522475376092
MAPRE2	28	15	25	15	28	25	22.6666666666667	6.80685928555405
MAPRE3	1	1	0	0	1	1	0.666666666666667	0.577350269189626
MAPT	1	0	1	0	1	1	0.666666666666667	0.577350269189626
MAPT-IT1	0	0	0	0	0	0	0	0
MARC1	0	0	0	0	0	0	0	0
MARC2	3	0	0	0	3	0	1	1.73205080756888
MARCH1	0	0	0	0	0	0	0	0
MARCH2	12	6	15	6	15	12	11	4.58257569495584
MARCH3	11	4	13	4	13	11	9.33333333333333	4.72581562625261
MARCH4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MARCH5	21	11	19	11	21	19	17	5.29150262212918
MARCH6	80	30	55	30	80	55	55	25
MARCH7	120	51	112	51	120	112	94.3333333333333	37.7403409276246
MARCH8	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MARCH9	6	2	6	2	6	6	4.66666666666667	2.3094010767585
MARCKS	352	172	309	172	352	309	277.666666666667	94.0017730329239
MARCKSL1	21	8	15	8	21	15	14.6666666666667	6.50640709864771
MARCO	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MARK1	0	0	0	0	0	0	0	0
MARK2	1	0	3	0	3	1	1.33333333333333	1.52752523165195
MARK2P9	0	0	0	0	0	0	0	0
MARK3	17	12	25	12	25	17	18	6.557438524302
MARK4	4	8	3	3	8	4	5	2.64575131106459
MARS	119	42	109	42	119	109	90	41.8688428309166
MARS2	5	1	4	1	5	4	3.33333333333333	2.08166599946613
MARVELD1	37	28	38	28	38	37	34.3333333333333	5.5075705472861
MARVELD2	5	0	1	0	5	1	2	2.64575131106459
MARVELD3	8	7	3	3	8	7	6	2.64575131106459
MAS1	0	0	0	0	0	0	0	0
MASP1	56	17	40	17	56	40	37.6666666666667	19.6044212700435
MASP2	0	0	0	0	0	0	0	0
MAST1	0	0	0	0	0	0	0	0
MAST2	6	4	4	4	6	4	4.66666666666667	1.15470053837925
MAST3	8	1	10	1	10	8	6.33333333333333	4.72581562625261
MAST4	15	5	7	5	15	7	9	5.29150262212918
MASTL	35	14	40	14	40	35	29.6666666666667	13.7961347243833
MAT2A	18	12	19	12	19	18	16.3333333333333	3.78593889720018
MAT2B	59	32	42	32	59	42	44.3333333333333	13.6503968196288
MATN1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MATN1-AS1	0	0	0	0	0	0	0	0
MATN2	16	7	9	7	16	9	10.6666666666667	4.72581562625261
MATN3	11	7	8	7	11	8	8.66666666666667	2.08166599946613
MATN4	0	1	1	0	1	1	0.666666666666667	0.577350269189626
MATR3	382	193	308	193	382	308	294.333333333333	95.2382976188326
MAU2	10	10	8	8	10	10	9.33333333333333	1.15470053837925
MAVS	43	38	47	38	47	43	42.6666666666667	4.50924975282289
MAX	28	17	27	17	28	27	24	6.08276253029822
MAZ	11	8	14	8	14	11	11	3
MB	0	0	0	0	0	0	0	0
MB21D1	1	1	4	1	4	1	2	1.73205080756888
MB21D2	12	5	7	5	12	7	8	3.60555127546399
MBD1	13	10	16	10	16	13	13	3
MBD2	24	12	7	7	24	12	14.3333333333333	8.7368949480541
MBD3	8	7	11	7	11	8	8.66666666666667	2.08166599946613
MBD4	40	23	36	23	40	36	33	8.88819441731559
MBD5	7	1	4	1	7	4	4	3
MBD6	2	1	3	1	3	2	2	1
MBIP	89	41	61	41	89	61	63.6666666666667	24.1108550933668
MBL1P	0	0	0	0	0	0	0	0
MBLAC1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
MBLAC2	8	2	6	2	8	6	5.33333333333333	3.05505046330389
MBNL1	132	88	143	88	143	132	121	29.1032644217105
MBNL1-AS1	1	2	3	1	3	2	2	1
MBNL2	124	54	112	54	124	112	96.6666666666667	37.4343870436439
MBNL3	2	0	0	0	2	0	0.666666666666667	1.15470053837925
MBOAT1	9	10	10	9	10	10	9.66666666666667	0.577350269189626
MBOAT2	10	4	7	4	10	7	7	3
MBOAT4	0	0	0	0	0	0	0	0
MBOAT7	11	5	13	5	13	11	9.66666666666667	4.16333199893227
MBP	28	16	25	16	28	25	23	6.2449979983984
MBTD1	7	4	7	4	7	7	6	1.73205080756888
MBTPS1	79	36	84	36	84	79	66.3333333333333	26.3881286440197
MBTPS2	22	8	22	8	22	22	17.3333333333333	8.08290376865476
MC1R	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MC2R	0	0	0	0	0	0	0	0
MC4R	0	0	0	0	0	0	0	0
MCAM	6	10	9	6	10	9	8.33333333333333	2.08166599946613
MCAT	4	0	2	0	4	2	2	2
MCC	21	10	21	10	21	21	17.3333333333333	6.35085296108588
MCCC1	7	5	6	5	7	6	6	1
MCCC2	12	5	11	5	12	11	9.33333333333333	3.78593889720018
MCEE	71	33	64	33	71	64	56	20.2237484161567
MCF2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MCF2L	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MCF2L-AS1	0	0	0	0	0	0	0	0
MCF2L2	7	2	3	2	7	3	4	2.64575131106459
MCFD2	264	123	301	123	301	264	229.333333333333	93.9272768333743
MCHR1	0	0	0	0	0	0	0	0
MCHR2	0	0	0	0	0	0	0	0
MCL1	39	26	42	26	42	39	35.6666666666667	8.50490054811538
MCM10	0	0	0	0	0	0	0	0
MCM2	6	1	0	0	6	1	2.33333333333333	3.21455025366432
MCM3	23	11	25	11	25	23	19.6666666666667	7.57187779440036
MCM3AP	7	4	7	4	7	7	6	1.73205080756888
MCM3AP-AS1	0	0	0	0	0	0	0	0
MCM4	11	12	10	10	12	11	11	1
MCM5	2	2	1	1	2	2	1.66666666666667	0.577350269189626
MCM6	7	7	7	7	7	7	7	0
MCM7	16	4	17	4	17	16	12.3333333333333	7.23417813807024
MCM8	1	2	2	1	2	2	1.66666666666667	0.577350269189626
MCM9	1	0	1	0	1	1	0.666666666666667	0.577350269189626
MCMBP	16	17	18	16	18	17	17	1
MCMDC2	4	1	0	0	4	1	1.66666666666667	2.08166599946613
MCOLN1	0	1	2	0	2	1	1	1
MCOLN2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MCOLN3	1	1	1	1	1	1	1	0
MCPH1	21	16	24	16	24	21	20.3333333333333	4.04145188432738
MCRS1	74	28	63	28	74	63	55	24.0208242989286
MCTP1	1	0	2	0	2	1	1	1
MCTP2	2	0	2	0	2	2	1.33333333333333	1.15470053837925
MCTS1	180	61	132	61	180	132	124.333333333333	59.8693020949245
MCU	16	15	19	15	19	16	16.6666666666667	2.08166599946613
MCUR1	38	20	24	20	38	24	27.3333333333333	9.45163125250522
MDC1	7	2	9	2	9	7	6	3.60555127546399
MDFI	0	0	0	0	0	0	0	0
MDFIC	38	26	40	26	40	38	34.6666666666667	7.57187779440036
MDGA1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
MDGA2	0	0	0	0	0	0	0	0
MDH1	489	187	418	187	489	418	364.666666666667	157.906090235093
MDH1B	4	3	4	3	4	4	3.66666666666667	0.577350269189626
MDH2	450	178	409	178	450	409	345.666666666667	146.643558785694
MDK	16	14	21	14	21	16	17	3.60555127546399
MDM1	16	5	17	5	17	16	12.6666666666667	6.65832811847939
MDM2	317	150	274	150	317	274	247	86.7121675429694
MDM4	55	28	32	28	55	32	38.3333333333333	14.5716619962629
MDN1	19	12	27	12	27	19	19.3333333333333	7.50555349946513
MDP1	14	2	7	2	14	7	7.66666666666667	6.02771377334171
MDS2	2	0	1	0	2	1	1	1
ME1	22	8	21	8	22	21	17	7.81024967590665
ME2	32	14	37	14	37	32	27.6666666666667	12.0968315410827
ME3	1	2	1	1	2	1	1.33333333333333	0.577350269189626
MEA1	350	153	280	153	350	280	261	99.8649087517733
MEAF6	76	31	66	31	76	66	57.6666666666667	23.629078131263
MECOM	35	13	26	13	35	26	24.6666666666667	11.060440015358
MECP2	26	8	20	8	26	20	18	9.16515138991168
MECR	10	10	7	7	10	10	9	1.73205080756888
MED1	47	22	39	22	47	39	36	12.7671453348037
MED10	139	58	133	58	139	133	110	45.133136385587
MED11	49	19	34	19	49	34	34	15
MED12	3	3	5	3	5	3	3.66666666666667	1.15470053837925
MED12L	0	0	0	0	0	0	0	0
MED13	35	21	35	21	35	35	30.3333333333333	8.08290376865476
MED13L	36	22	34	22	36	34	30.6666666666667	7.57187779440036
MED14	16	14	17	14	17	16	15.6666666666667	1.52752523165195
MED15	8	4	7	4	8	7	6.33333333333333	2.08166599946613
MED16	4	1	2	1	4	2	2.33333333333333	1.52752523165195
MED17	10	6	8	6	10	8	8	2
MED18	94	31	62	31	94	62	62.3333333333333	31.5013227235514
MED19	53	14	34	14	53	34	33.6666666666667	19.5021366350801
MED20	16	8	19	8	19	16	14.3333333333333	5.68624070307733
MED21	112	53	121	53	121	112	95.3333333333333	36.9368831025756
MED22	0	2	6	0	6	2	2.66666666666667	3.05505046330389
MED23	14	9	22	9	22	14	15	6.557438524302
MED24	8	2	2	2	8	2	4	3.46410161513775
MED25	2	0	0	0	2	0	0.666666666666667	1.15470053837925
MED26	7	1	6	1	7	6	4.66666666666667	3.21455025366432
MED27	88	41	86	41	88	86	71.6666666666667	26.5769323537035
MED28	93	52	79	52	93	79	74.6666666666667	20.8406653764541
MED29	34	15	26	15	34	26	25	9.53939201416946
MED30	11	4	10	4	11	10	8.33333333333333	3.78593889720018
MED31	71	12	43	12	71	43	42	29.5127091267474
MED4	257	89	196	89	257	196	180.666666666667	85.0431263144373
MED4-AS1	0	0	0	0	0	0	0	0
MED6	52	20	54	20	54	52	42	19.0787840283389
MED7	40	27	40	27	40	40	35.6666666666667	7.50555349946513
MED8	119	63	99	63	119	99	93.6666666666667	28.3783955383904
MED9	3	1	1	1	3	1	1.66666666666667	1.15470053837925
MEDAG	66	25	43	25	66	43	44.6666666666667	20.5507501890645
MEF2A	99	44	95	44	99	95	79.3333333333333	30.6648550189518
MEF2BNB	5	2	15	2	15	5	7.33333333333333	6.80685928555405
MEF2BNB-MEF2B	0	0	0	0	0	0	0	0
MEF2C	18	5	9	5	18	9	10.6666666666667	6.65832811847939
MEF2D	6	5	4	4	6	5	5	1
MEFV	18	15	16	15	18	16	16.3333333333333	1.52752523165195
MEG3	295	124	241	124	295	241	220	87.4128137060008
MEG8	1	1	0	0	1	1	0.666666666666667	0.577350269189626
MEG9	2	0	0	0	2	0	0.666666666666667	1.15470053837925
MEGF10	0	0	0	0	0	0	0	0
MEGF11	0	0	0	0	0	0	0	0
MEGF6	121	97	96	96	121	97	104.666666666667	14.1539158303748
MEGF8	7	16	16	7	16	16	13	5.19615242270663
MEGF9	20	10	9	9	20	10	13	6.08276253029822
MEI1	0	0	0	0	0	0	0	0
MEIG1	5	1	1	1	5	1	2.33333333333333	2.3094010767585
MEIOB	0	0	0	0	0	0	0	0
MEIS1	44	19	21	19	44	21	28	13.8924439894498
MEIS1-AS3	0	0	0	0	0	0	0	0
MEIS2	21	15	20	15	21	20	18.6666666666667	3.21455025366432
MEIS3	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MEIS3P1	4	2	1	1	4	2	2.33333333333333	1.52752523165195
MELK	2	0	3	0	3	2	1.66666666666667	1.52752523165195
MEMO1	19	11	16	11	19	16	15.3333333333333	4.04145188432738
MEN1	4	3	5	3	5	4	4	1
MEOX1	0	1	1	0	1	1	0.666666666666667	0.577350269189626
MEOX2	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MEPCE	5	7	4	4	7	5	5.33333333333333	1.52752523165195
MERTK	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MESDC1	1	2	0	0	2	1	1	1
MESDC2	304	112	235	112	304	235	217	97.257390464684
MESP1	0	0	0	0	0	0	0	0
MESP2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MEST	145	75	150	75	150	145	123.333333333333	41.9324854180304
MESTIT1	8	2	5	2	8	5	5	3
MET	8	13	9	8	13	9	10	2.64575131106459
METAP1	61	28	46	28	61	46	45	16.5227116418583
METAP1D	1	0	0	0	1	0	0.333333333333333	0.577350269189626
METAP2	294	143	262	143	294	262	233	79.5675813381304
METRN	0	0	1	0	1	0	0.333333333333333	0.577350269189626
METRNL	7	10	10	7	10	10	9	1.73205080756888
METTL1	44	30	34	30	44	34	36	7.21110255092798
METTL10	17	3	5	3	17	5	8.33333333333333	7.57187779440036
METTL12	4	3	5	3	5	4	4	1
METTL13	6	3	7	3	7	6	5.33333333333333	2.08166599946613
METTL14	30	13	24	13	30	24	22.3333333333333	8.62167810425171
METTL15	21	10	18	10	21	18	16.3333333333333	5.68624070307733
METTL16	33	15	25	15	33	25	24.3333333333333	9.01849950564579
METTL17	68	33	55	33	68	55	52	17.6918060129541
METTL18	18	9	17	9	18	17	14.6666666666667	4.93288286231625
METTL20	16	5	10	5	16	10	10.3333333333333	5.5075705472861
METTL21A	20	9	11	9	20	11	13.3333333333333	5.85946527708231
METTL21B	17	9	9	9	17	9	11.6666666666667	4.61880215351701
METTL21C	0	2	0	0	2	0	0.666666666666667	1.15470053837925
METTL21D	7	4	3	3	7	4	4.66666666666667	2.08166599946613
METTL21EP	0	0	0	0	0	0	0	0
METTL22	47	25	43	25	47	43	38.3333333333333	11.7189305541646
METTL23	31	11	19	11	31	19	20.3333333333333	10.0664459136943
METTL24	0	0	0	0	0	0	0	0
METTL25	39	10	23	10	39	23	24	14.5258390463339
METTL2A	43	18	31	18	43	31	30.6666666666667	12.5033328890074
METTL2B	35	28	32	28	35	32	31.6666666666667	3.51188458428425
METTL3	13	7	8	7	13	8	9.33333333333333	3.21455025366432
METTL4	11	7	13	7	13	11	10.3333333333333	3.05505046330389
METTL5	146	79	151	79	151	146	125.333333333333	40.2036482589993
METTL6	68	17	51	17	68	51	45.3333333333333	25.9679289380831
METTL7A	10	11	10	10	11	10	10.3333333333333	0.577350269189626
METTL7B	2	3	4	2	4	3	3	1
METTL8	29	14	14	14	29	14	19	8.66025403784439
METTL9	43	17	37	17	43	37	32.3333333333333	13.6137185711081
MEX3A	2	1	3	1	3	2	2	1
MEX3B	45	42	52	42	52	45	46.3333333333333	5.13160143944688
MEX3C	18	9	10	9	18	10	12.3333333333333	4.93288286231625
MEX3D	12	7	5	5	12	7	8	3.60555127546399
MFAP1	111	50	101	50	111	101	87.3333333333333	32.7159492195066
MFAP2	279	136	235	136	279	235	216.666666666667	73.2416093032733
MFAP3	31	15	27	15	31	27	24.3333333333333	8.32666399786453
MFAP3L	3	3	2	2	3	3	2.66666666666667	0.577350269189626
MFAP4	3381	1548	2886	1548	3381	2886	2605	948.257876318462
MFAP5	2142	943	2009	943	2142	2009	1698	657.222184652953
MFF	39	29	24	24	39	29	30.6666666666667	7.63762615825973
MFGE8	18	11	15	11	18	15	14.6666666666667	3.51188458428425
MFHAS1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
MFI2	2	1	0	0	2	1	1	1
MFI2-AS1	1	1	1	1	1	1	1	0
MFN1	30	24	29	24	30	29	27.6666666666667	3.21455025366432
MFN2	43	13	38	13	43	38	31.3333333333333	16.0727512683216
MFSD1	48	26	47	26	48	47	40.3333333333333	12.4230967690561
MFSD10	15	7	8	7	15	8	10	4.35889894354067
MFSD11	57	30	46	30	57	46	44.3333333333333	13.5769412362775
MFSD12	2	3	5	2	5	3	3.33333333333333	1.52752523165195
MFSD2A	0	1	2	0	2	1	1	1
MFSD3	2	2	0	0	2	2	1.33333333333333	1.15470053837925
MFSD4	3	2	5	2	5	3	3.33333333333333	1.52752523165195
MFSD5	12	7	17	7	17	12	12	5
MFSD6	8	3	3	3	8	3	4.66666666666667	2.88675134594813
MFSD7	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MFSD8	19	6	21	6	21	19	15.3333333333333	8.14452781524708
MFSD9	2	0	3	0	3	2	1.66666666666667	1.52752523165195
MGA	23	19	20	19	23	20	20.6666666666667	2.08166599946613
MGAM	0	0	0	0	0	0	0	0
MGARP	31	8	11	8	31	11	16.6666666666667	12.5033328890074
MGAT1	18	17	20	17	20	18	18.3333333333333	1.52752523165195
MGAT2	38	17	33	17	38	33	29.3333333333333	10.9696551146029
MGAT3	2	2	1	1	2	2	1.66666666666667	0.577350269189626
MGAT4A	15	8	3	3	15	8	8.66666666666667	6.02771377334171
MGAT4B	13	13	6	6	13	13	10.6666666666667	4.04145188432738
MGAT4C	0	0	0	0	0	0	0	0
MGAT5	14	13	7	7	14	13	11.3333333333333	3.78593889720018
MGAT5B	0	0	0	0	0	0	0	0
MGC16025	0	0	0	0	0	0	0	0
MGC16142	1	2	0	0	2	1	1	1
MGC16275	2	1	0	0	2	1	1	1
MGC21881	2	2	4	2	4	2	2.66666666666667	1.15470053837925
MGC27345	18	11	11	11	18	11	13.3333333333333	4.04145188432738
MGC27382	0	0	0	0	0	0	0	0
MGC2752	35	16	21	16	35	21	24	9.8488578017961
MGC2889	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MGC34034	1	0	0	0	1	0	0.333333333333333	0.577350269189626
MGC34796	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MGC39372	0	1	0	0	1	0	0.333333333333333	0.577350269189626
MGC39584	0	0	0	0	0	0	0	0
MGC45800	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MGC45922	0	0	0	0	0	0	0	0
MGC57346	7	2	7	2	7	7	5.33333333333333	2.88675134594813
MGC70870	0	0	1	0	1	0	0.333333333333333	0.577350269189626
MGC72080	14	8	4	4	14	8	8.66666666666667	5.03322295684717
MGEA5	49	37	45	37	49	45	43.6666666666667	6.11010092660779
MGLL	30	12	17	12	30	17	19.6666666666667	9.29157324317757
MGME1	18	13	18	13	18	18	16.3333333333333	2.88675134594813
MGMT	14	6	13	6	14	13	11	4.35889894354067
MGP	1635	716	1474	716	1635	1474	1275	490.755539958542
MGRN1	3	3	1	1	3	3	2.33333333333333	1.15470053837925
MGST1	746	350	725	350	746	725	607	222.816067643247
MGST2	60	27	41	27	60	41	42.6666666666667	16.5630109984065
MGST3	1062	454	907	454	1062	907	807.666666666667	315.937230052638
MIA	0	0	0	0	0	0	0	0
MIA2	0	0	0	0	0	0	0	0
MIA3	181	84	125	84	181	125	130	48.6929152957594
MIAT	0	0	0	0	0	0	0	0
MIB1	35	29	29	29	35	29	31	3.46410161513775
MIB2	3	2	5	2	5	3	3.33333333333333	1.52752523165195
MICA	64	36	59	36	64	59	53	14.9331845230681
MICAL1	2	2	2	2	2	2	2	0
MICAL2	113	61	80	61	113	80	84.6666666666667	26.3122278291545
MICAL3	16	5	6	5	16	6	9	6.08276253029822
MICALCL	0	0	0	0	0	0	0	0
MICALL1	4	4	3	3	4	4	3.66666666666667	0.577350269189626
MICALL2	1	2	0	0	2	1	1	1
MICB	5	1	4	1	5	4	3.33333333333333	2.08166599946613
MICU1	177	58	134	58	177	134	123	60.2577795807313
MICU2	15	15	14	14	15	15	14.6666666666667	0.577350269189626
MICU3	2	0	7	0	7	2	3	3.60555127546399
MID1	21	9	16	9	21	16	15.3333333333333	6.02771377334171
MID1IP1	2	0	2	0	2	2	1.33333333333333	1.15470053837925
MID2	8	2	2	2	8	2	4	3.46410161513775
MIDN	7	10	3	3	10	7	6.66666666666667	3.51188458428425
