Gene	TRS+URS.A.2.8.1.A3	TRS+URS.A.3.8.1.A7	TRS+URS.A.4.6.1.B1	Min	Max	Median	Mean	Std
KCTD18	4	7	11	4	11	7	7.33333333333333	3.51188458428425
KCTD2	7	9	7	7	9	7	7.66666666666667	1.15470053837925
KCTD20	15	27	28	15	28	27	23.3333333333333	7.23417813807024
KCTD21	12	8	15	8	15	12	11.6666666666667	3.51188458428425
KCTD21-AS1	4	1	1	1	4	1	2	1.73205080756888
KCTD3	16	37	21	16	37	21	24.6666666666667	10.9696551146029
KCTD4	1	1	4	1	4	1	2	1.73205080756888
KCTD5	13	5	9	5	13	9	9	4
KCTD6	5	7	9	5	9	7	7	2
KCTD7	6	11	6	6	11	6	7.66666666666667	2.88675134594813
KCTD8	0	2	0	0	2	0	0.666666666666667	1.15470053837925
KCTD9	8	32	20	8	32	20	20	12
KDELC1	12	20	6	6	20	12	12.6666666666667	7.02376916856849
KDELC2	39	61	33	33	61	39	44.3333333333333	14.742229591664
KDELR1	51	64	62	51	64	62	59	7
KDELR2	144	225	249	144	249	225	206	55.0181788139157
KDELR3	93	89	141	89	141	93	107.666666666667	28.9367125522809
KDM1A	26	40	37	26	40	37	34.3333333333333	7.37111479583199
KDM1B	0	4	4	0	4	4	2.66666666666667	2.3094010767585
KDM2A	20	23	18	18	23	20	20.3333333333333	2.51661147842358
KDM2B	4	7	8	4	8	7	6.33333333333333	2.08166599946613
KDM3A	20	29	19	19	29	20	22.6666666666667	5.5075705472861
KDM3B	17	28	10	10	28	17	18.3333333333333	9.07377172587747
KDM4A	16	17	15	15	17	16	16	1
KDM4A-AS1	3	6	4	3	6	4	4.33333333333333	1.52752523165195
KDM4B	8	11	10	8	11	10	9.66666666666667	1.52752523165195
KDM4C	6	19	13	6	19	13	12.6666666666667	6.50640709864771
KDM4D	4	2	0	0	4	2	2	2
KDM5A	64	82	63	63	82	64	69.6666666666667	10.6926766215636
KDM5B	44	77	78	44	78	77	66.3333333333333	19.3476958145753
KDM5C	3	10	9	3	10	9	7.33333333333333	3.78593889720018
KDM5D	13	15	8	8	15	13	12	3.60555127546399
KDM6A	6	9	2	2	9	6	5.66666666666667	3.51188458428425
KDM6B	4	5	1	1	5	4	3.33333333333333	2.08166599946613
KDM8	0	0	2	0	2	0	0.666666666666667	1.15470053837925
KDR	0	0	0	0	0	0	0	0
KDSR	39	81	31	31	81	39	50.3333333333333	26.8576494379782
KEAP1	13	13	5	5	13	13	10.3333333333333	4.61880215351701
KEL	0	0	0	0	0	0	0	0
KERA	0	0	1	0	1	0	0.333333333333333	0.577350269189626
KGFLP1	5	3	1	1	5	3	3	2
KGFLP2	7	3	6	3	7	6	5.33333333333333	2.08166599946613
KHDC1	7	2	1	1	7	2	3.33333333333333	3.21455025366432
KHDC1L	0	0	0	0	0	0	0	0
KHDRBS1	41	73	63	41	73	63	59	16.3707055437449
KHDRBS3	4	8	4	4	8	4	5.33333333333333	2.3094010767585
KHK	0	0	0	0	0	0	0	0
KHNYN	9	14	12	9	14	12	11.6666666666667	2.51661147842358
KHSRP	6	5	5	5	6	5	5.33333333333333	0.577350269189626
KIAA0020	128	91	125	91	128	125	114.666666666667	20.5507501890645
KIAA0040	6	4	13	4	13	6	7.66666666666667	4.72581562625261
KIAA0087	6	7	1	1	7	6	4.66666666666667	3.21455025366432
KIAA0100	48	62	33	33	62	48	47.6666666666667	14.5028732785381
KIAA0101	11	10	6	6	11	10	9	2.64575131106459
KIAA0141	18	28	20	18	28	20	22	5.29150262212918
KIAA0195	4	4	2	2	4	4	3.33333333333333	1.15470053837925
KIAA0196	22	32	25	22	32	25	26.3333333333333	5.13160143944688
KIAA0226	12	20	11	11	20	12	14.3333333333333	4.93288286231625
KIAA0226L	0	0	0	0	0	0	0	0
KIAA0232	34	55	38	34	55	38	42.3333333333333	11.1504857891185
KIAA0247	37	37	35	35	37	37	36.3333333333333	1.15470053837925
KIAA0319	0	0	1	0	1	0	0.333333333333333	0.577350269189626
KIAA0319L	13	35	19	13	35	19	22.3333333333333	11.3724814061547
KIAA0355	26	37	23	23	37	26	28.6666666666667	7.37111479583199
KIAA0368	50	71	67	50	71	67	62.6666666666667	11.1504857891185
KIAA0391	20	24	26	20	26	24	23.3333333333333	3.05505046330389
KIAA0408	3	9	2	2	9	3	4.66666666666667	3.78593889720018
KIAA0430	32	58	33	32	58	33	41	14.7309198626562
KIAA0513	7	9	2	2	9	7	6	3.60555127546399
KIAA0556	9	9	1	1	9	9	6.33333333333333	4.61880215351701
KIAA0586	16	24	15	15	24	16	18.3333333333333	4.93288286231625
KIAA0753	10	11	12	10	12	11	11	1
KIAA0754	5	12	12	5	12	12	9.66666666666667	4.04145188432738
KIAA0825	18	26	14	14	26	18	19.3333333333333	6.11010092660779
KIAA0895	5	3	1	1	5	3	3	2
KIAA0895L	1	0	1	0	1	1	0.666666666666667	0.577350269189626
KIAA0907	6	9	8	6	9	8	7.66666666666667	1.52752523165195
KIAA0922	2	6	3	2	6	3	3.66666666666667	2.08166599946613
KIAA0930	9	17	18	9	18	17	14.6666666666667	4.93288286231625
KIAA0947	43	49	38	38	49	43	43.3333333333333	5.5075705472861
KIAA1009	16	27	16	16	27	16	19.6666666666667	6.35085296108588
KIAA1024	0	0	4	0	4	0	1.33333333333333	2.3094010767585
KIAA1033	36	79	63	36	79	63	59.3333333333333	21.733231083604
KIAA1045	0	0	0	0	0	0	0	0
KIAA1107	4	5	3	3	5	4	4	1
KIAA1109	45	79	47	45	79	47	57	19.0787840283389
KIAA1143	55	75	72	55	75	72	67.3333333333333	10.785793124909
KIAA1147	13	7	6	6	13	7	8.66666666666667	3.78593889720018
KIAA1161	0	3	1	0	3	1	1.33333333333333	1.52752523165195
KIAA1191	119	151	161	119	161	151	143.666666666667	21.9393102292058
KIAA1199	297	372	451	297	451	372	373.333333333333	77.0086575219522
KIAA1210	2	7	2	2	7	2	3.66666666666667	2.88675134594813
KIAA1211	21	17	11	11	21	17	16.3333333333333	5.03322295684717
KIAA1211L	0	0	0	0	0	0	0	0
KIAA1217	2	6	9	2	9	6	5.66666666666667	3.51188458428425
KIAA1244	3	4	6	3	6	4	4.33333333333333	1.52752523165195
KIAA1279	26	31	24	24	31	26	27	3.60555127546399
KIAA1324	34	63	42	34	63	42	46.3333333333333	14.9777612924406
KIAA1324L	26	37	22	22	37	26	28.3333333333333	7.76745346515403
KIAA1328	2	2	6	2	6	2	3.33333333333333	2.3094010767585
KIAA1377	19	32	6	6	32	19	19	13
KIAA1407	9	8	8	8	9	8	8.33333333333333	0.577350269189626
KIAA1429	34	61	63	34	63	61	52.6666666666667	16.1967074843418
KIAA1430	53	75	44	44	75	53	57.3333333333333	15.9478316185409
KIAA1432	10	21	12	10	21	12	14.3333333333333	5.85946527708231
KIAA1456	10	13	17	10	17	13	13.3333333333333	3.51188458428425
KIAA1462	15	16	14	14	16	15	15	1
KIAA1467	10	9	7	7	10	9	8.66666666666667	1.52752523165195
KIAA1468	9	17	14	9	17	14	13.3333333333333	4.04145188432738
KIAA1522	4	9	9	4	9	9	7.33333333333333	2.88675134594813
KIAA1524	5	2	4	2	5	4	3.66666666666667	1.52752523165195
KIAA1549	4	12	5	4	12	5	7	4.35889894354067
KIAA1549L	4	2	1	1	4	2	2.33333333333333	1.52752523165195
KIAA1551	16	21	26	16	26	21	21	5
KIAA1586	33	21	35	21	35	33	29.6666666666667	7.57187779440036
KIAA1598	20	12	11	11	20	12	14.3333333333333	4.93288286231625
KIAA1614	7	7	1	1	7	7	5	3.46410161513775
KIAA1644	15	22	18	15	22	18	18.3333333333333	3.51188458428425
KIAA1656	7	10	8	7	10	8	8.33333333333333	1.52752523165195
KIAA1671	9	16	11	9	16	11	12	3.60555127546399
KIAA1683	0	1	0	0	1	0	0.333333333333333	0.577350269189626
KIAA1704	9	12	12	9	12	12	11	1.73205080756888
KIAA1715	45	50	45	45	50	45	46.6666666666667	2.88675134594813
KIAA1731	32	47	34	32	47	34	37.6666666666667	8.14452781524708
KIAA1737	9	18	16	9	18	16	14.3333333333333	4.72581562625261
KIAA1751	0	2	2	0	2	2	1.33333333333333	1.15470053837925
KIAA1755	0	1	1	0	1	1	0.666666666666667	0.577350269189626
KIAA1804	0	0	0	0	0	0	0	0
KIAA1841	13	22	10	10	22	13	15	6.2449979983984
KIAA1875	6	8	8	6	8	8	7.33333333333333	1.15470053837925
KIAA1919	28	47	24	24	47	28	33	12.2882057274445
KIAA1958	1	0	0	0	1	0	0.333333333333333	0.577350269189626
KIAA1967	13	21	21	13	21	21	18.3333333333333	4.61880215351701
KIAA1984	0	0	0	0	0	0	0	0
KIAA1984-AS1	0	0	0	0	0	0	0	0
KIAA2013	16	21	11	11	21	16	16	5
KIAA2018	13	29	26	13	29	26	22.6666666666667	8.50490054811538
KIAA2022	0	0	0	0	0	0	0	0
KIAA2026	32	33	23	23	33	32	29.3333333333333	5.5075705472861
KIDINS220	86	82	80	80	86	82	82.6666666666667	3.05505046330389
KIF11	7	4	5	4	7	5	5.33333333333333	1.52752523165195
KIF13A	32	38	34	32	38	34	34.6666666666667	3.05505046330389
KIF13B	18	26	13	13	26	18	19	6.557438524302
KIF14	2	0	2	0	2	2	1.33333333333333	1.15470053837925
KIF15	0	1	1	0	1	1	0.666666666666667	0.577350269189626
KIF16B	10	20	9	9	20	10	13	6.08276253029822
KIF17	0	0	0	0	0	0	0	0
KIF18A	0	0	0	0	0	0	0	0
KIF18B	9	20	9	9	20	9	12.6666666666667	6.35085296108588
KIF1A	0	0	0	0	0	0	0	0
KIF1B	28	50	38	28	50	38	38.6666666666667	11.0151410945722
KIF1C	51	52	42	42	52	51	48.3333333333333	5.5075705472861
KIF20A	0	0	1	0	1	0	0.333333333333333	0.577350269189626
KIF20B	2	6	2	2	6	2	3.33333333333333	2.3094010767585
KIF21A	10	17	10	10	17	10	12.3333333333333	4.04145188432738
KIF21B	0	0	0	0	0	0	0	0
KIF22	20	17	27	17	27	20	21.3333333333333	5.13160143944688
KIF23	8	6	6	6	8	6	6.66666666666667	1.15470053837925
KIF24	0	0	0	0	0	0	0	0
KIF25-AS1	0	0	0	0	0	0	0	0
KIF26B	5	13	15	5	15	13	11	5.29150262212918
KIF27	11	3	10	3	11	10	8	4.35889894354067
KIF2A	26	33	18	18	33	26	25.6666666666667	7.50555349946513
KIF2C	0	0	0	0	0	0	0	0
KIF3A	34	59	39	34	59	39	44	13.228756555323
KIF3B	26	44	35	26	44	35	35	9
KIF3C	13	30	21	13	30	21	21.3333333333333	8.50490054811538
KIF4A	0	0	0	0	0	0	0	0
KIF4B	0	0	0	0	0	0	0	0
KIF5B	207	265	219	207	265	219	230.333333333333	30.6159000085468
KIF5C	1	0	0	0	1	0	0.333333333333333	0.577350269189626
KIF6	0	0	0	0	0	0	0	0
KIF7	2	0	5	0	5	2	2.33333333333333	2.51661147842358
KIF9	26	26	18	18	26	26	23.3333333333333	4.61880215351701
KIF9-AS1	1	1	1	1	1	1	1	0
KIFAP3	46	44	50	44	50	46	46.6666666666667	3.05505046330389
KIFC1	0	0	0	0	0	0	0	0
KIFC2	0	0	0	0	0	0	0	0
KIFC3	4	2	4	2	4	4	3.33333333333333	1.15470053837925
KIN	79	68	56	56	79	68	67.6666666666667	11.5036226178249
KIRREL	8	5	6	5	8	6	6.33333333333333	1.52752523165195
KIRREL2	0	0	0	0	0	0	0	0
KIRREL3	0	0	0	0	0	0	0	0
KIRREL3-AS2	0	0	0	0	0	0	0	0
KISS1	0	0	0	0	0	0	0	0
KIT	0	0	0	0	0	0	0	0
KITLG	1	4	8	1	8	4	4.33333333333333	3.51188458428425
KL	1	1	0	0	1	1	0.666666666666667	0.577350269189626
KLB	3	10	4	3	10	4	5.66666666666667	3.78593889720018
KLC1	18	31	20	18	31	20	23	7
KLC2	0	1	1	0	1	1	0.666666666666667	0.577350269189626
KLC3	0	0	0	0	0	0	0	0
KLC4	3	9	6	3	9	6	6	3
KLF10	46	63	29	29	63	46	46	17
KLF11	23	33	10	10	33	23	22	11.5325625946708
KLF12	14	28	10	10	28	14	17.3333333333333	9.45163125250522
KLF13	21	17	10	10	21	17	16	5.56776436283002
KLF15	1	1	0	0	1	1	0.666666666666667	0.577350269189626
KLF16	4	3	10	3	10	4	5.66666666666667	3.78593889720018
KLF17	0	0	1	0	1	0	0.333333333333333	0.577350269189626
KLF2	18	15	11	11	18	15	14.6666666666667	3.51188458428425
KLF3	10	18	18	10	18	18	15.3333333333333	4.61880215351701
KLF4	5	15	12	5	15	12	10.6666666666667	5.13160143944688
KLF5	12	8	6	6	12	8	8.66666666666667	3.05505046330389
KLF6	48	61	41	41	61	48	50	10.1488915650922
KLF7	21	31	22	21	31	22	24.6666666666667	5.5075705472861
KLF8	4	8	5	4	8	5	5.66666666666667	2.08166599946613
KLF9	19	17	7	7	19	17	14.3333333333333	6.42910050732864
KLHDC1	7	11	5	5	11	7	7.66666666666667	3.05505046330389
KLHDC10	22	36	17	17	36	22	25	9.8488578017961
KLHDC2	27	43	31	27	43	31	33.6666666666667	8.32666399786453
KLHDC3	14	19	20	14	20	19	17.6666666666667	3.21455025366432
KLHDC4	1	0	1	0	1	1	0.666666666666667	0.577350269189626
KLHDC7B	0	3	2	0	3	2	1.66666666666667	1.52752523165195
KLHDC8B	7	7	5	5	7	7	6.33333333333333	1.15470053837925
KLHDC9	0	1	0	0	1	0	0.333333333333333	0.577350269189626
KLHL1	0	0	0	0	0	0	0	0
KLHL10	0	0	0	0	0	0	0	0
KLHL11	5	1	0	0	5	1	2	2.64575131106459
KLHL12	14	10	12	10	14	12	12	2
KLHL13	0	3	4	0	4	3	2.33333333333333	2.08166599946613
KLHL14	0	0	0	0	0	0	0	0
KLHL15	0	7	5	0	7	5	4	3.60555127546399
KLHL17	0	0	0	0	0	0	0	0
KLHL18	13	31	11	11	31	13	18.3333333333333	11.0151410945722
KLHL2	10	14	3	3	14	10	9	5.56776436283002
KLHL20	28	27	25	25	28	27	26.6666666666667	1.52752523165195
KLHL21	19	40	29	19	40	29	29.3333333333333	10.5039675043925
KLHL22	4	3	1	1	4	3	2.66666666666667	1.52752523165195
KLHL23	6	6	3	3	6	6	5	1.73205080756888
KLHL24	34	62	49	34	62	49	48.3333333333333	14.0118997046558
KLHL25	0	0	0	0	0	0	0	0
KLHL26	3	2	0	0	3	2	1.66666666666667	1.52752523165195
KLHL28	42	52	42	42	52	42	45.3333333333333	5.77350269189626
KLHL29	4	6	1	1	6	4	3.66666666666667	2.51661147842358
KLHL3	3	2	1	1	3	2	2	1
KLHL30	6	8	4	4	8	6	6	2
KLHL31	6	0	0	0	6	0	2	3.46410161513775
KLHL32	0	0	0	0	0	0	0	0
KLHL35	2	2	0	0	2	2	1.33333333333333	1.15470053837925
KLHL36	0	1	1	0	1	1	0.666666666666667	0.577350269189626
KLHL38	0	0	0	0	0	0	0	0
KLHL4	4	10	6	4	10	6	6.66666666666667	3.05505046330389
KLHL41	1	0	0	0	1	0	0.333333333333333	0.577350269189626
KLHL42	13	38	17	13	38	17	22.6666666666667	13.4288247189891
KLHL5	38	60	41	38	60	41	46.3333333333333	11.9303534454489
KLHL6	1	13	6	1	13	6	6.66666666666667	6.02771377334171
KLHL7	18	9	13	9	18	13	13.3333333333333	4.50924975282289
KLHL7-AS1	1	1	0	0	1	1	0.666666666666667	0.577350269189626
KLHL8	12	12	8	8	12	12	10.6666666666667	2.3094010767585
KLHL9	25	39	33	25	39	33	32.3333333333333	7.02376916856849
KLK1	0	2	0	0	2	0	0.666666666666667	1.15470053837925
KLK10	2	2	0	0	2	2	1.33333333333333	1.15470053837925
KLK4	0	0	0	0	0	0	0	0
KLK5	0	0	0	0	0	0	0	0
KLK6	0	0	0	0	0	0	0	0
KLK7	7	14	8	7	14	8	9.66666666666667	3.78593889720018
KLKB1	0	0	0	0	0	0	0	0
KLKP1	0	0	0	0	0	0	0	0
KLLN	2	4	0	0	4	2	2	2
KLRAP1	0	2	0	0	2	0	0.666666666666667	1.15470053837925
KLRB1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
KLRC3	0	0	0	0	0	0	0	0
KLRD1	4	4	3	3	4	4	3.66666666666667	0.577350269189626
KLRF1	0	0	0	0	0	0	0	0
KLRG1	3	2	1	1	3	2	2	1
KLRG2	0	0	0	0	0	0	0	0
KMO	0	1	0	0	1	0	0.333333333333333	0.577350269189626
KMT2A	46	92	43	43	92	46	60.3333333333333	27.4651294068194
KMT2B	11	12	12	11	12	12	11.6666666666667	0.577350269189626
KMT2C	70	101	61	61	101	70	77.3333333333333	20.9841209807162
KMT2D	2	12	3	2	12	3	5.66666666666667	5.5075705472861
KMT2E	87	109	94	87	109	94	96.6666666666667	11.2398102000582
KNDC1	0	0	0	0	0	0	0	0
KNG1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
KNOP1	51	35	48	35	51	48	44.6666666666667	8.50490054811538
KNSTRN	16	6	13	6	16	13	11.6666666666667	5.13160143944688
KNTC1	1	3	2	1	3	2	2	1
KPNA1	39	46	42	39	46	42	42.3333333333333	3.51188458428425
KPNA2	48	46	50	46	50	48	48	2
KPNA3	33	71	52	33	71	52	52	19
KPNA4	62	122	73	62	122	73	85.6666666666667	31.9426569548204
KPNA5	12	7	6	6	12	7	8.33333333333333	3.21455025366432
KPNA6	125	174	159	125	174	159	152.666666666667	25.1064400768674
KPNA7	0	0	0	0	0	0	0	0
KPNB1	122	143	135	122	143	135	133.333333333333	10.5987420637231
KPTN	0	1	1	0	1	1	0.666666666666667	0.577350269189626
KRAS	17	29	24	17	29	24	23.3333333333333	6.02771377334171
KRBA1	2	5	0	0	5	2	2.33333333333333	2.51661147842358
KRBA2	5	4	3	3	5	4	4	1
KRBOX1	11	3	9	3	11	9	7.66666666666667	4.16333199893227
KRBOX4	17	19	7	7	19	17	14.3333333333333	6.42910050732864
KRCC1	69	72	72	69	72	72	71	1.73205080756888
KREMEN1	20	19	11	11	20	19	16.6666666666667	4.93288286231625
KRI1	7	5	3	3	7	5	5	2
KRIT1	47	37	40	37	47	40	41.3333333333333	5.13160143944688
KRR1	34	44	37	34	44	37	38.3333333333333	5.13160143944688
KRT10	40	39	50	39	50	40	43	6.08276253029822
KRT12	0	0	0	0	0	0	0	0
KRT14	0	0	0	0	0	0	0	0
KRT15	0	0	0	0	0	0	0	0
KRT16	0	1	0	0	1	0	0.333333333333333	0.577350269189626
KRT17	0	0	3	0	3	0	1	1.73205080756888
KRT18	273	245	278	245	278	273	265.333333333333	17.7857620959388
KRT18P55	0	0	0	0	0	0	0	0
KRT19	1	1	0	0	1	1	0.666666666666667	0.577350269189626
KRT222	0	0	0	0	0	0	0	0
KRT23	1	0	0	0	1	0	0.333333333333333	0.577350269189626
KRT32	0	0	0	0	0	0	0	0
KRT33B	0	0	0	0	0	0	0	0
KRT34	0	0	0	0	0	0	0	0
KRT4	1	0	0	0	1	0	0.333333333333333	0.577350269189626
KRT40	0	0	0	0	0	0	0	0
KRT42P	2	2	1	1	2	2	1.66666666666667	0.577350269189626
KRT7	46	60	56	46	60	56	54	7.21110255092798
KRT79	0	0	0	0	0	0	0	0
KRT8	20	11	14	11	20	14	15	4.58257569495584
KRT80	1	2	1	1	2	1	1.33333333333333	0.577350269189626
KRT81	1	0	0	0	1	0	0.333333333333333	0.577350269189626
KRT85	0	0	0	0	0	0	0	0
KRT86	2	1	1	1	2	1	1.33333333333333	0.577350269189626
KRT9	0	0	0	0	0	0	0	0
KRTAP1-5	1	0	0	0	1	0	0.333333333333333	0.577350269189626
KRTAP2-2	0	0	0	0	0	0	0	0
KRTAP2-3	0	0	0	0	0	0	0	0
KRTAP29-1	0	0	0	0	0	0	0	0
KRTAP5-8	0	0	0	0	0	0	0	0
KRTAP5-AS1	0	0	0	0	0	0	0	0
KRTAP7-1	0	0	0	0	0	0	0	0
KRTCAP2	425	343	480	343	480	425	416	68.9420046125727
KRTCAP3	0	0	0	0	0	0	0	0
KRTDAP	0	0	0	0	0	0	0	0
KSR1	0	0	0	0	0	0	0	0
KSR2	0	1	0	0	1	0	0.333333333333333	0.577350269189626
KTI12	0	0	0	0	0	0	0	0
KTN1	162	279	219	162	279	219	220	58.5064099052403
KTN1-AS1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
KXD1	41	28	49	28	49	41	39.3333333333333	10.5987420637231
KY	0	0	0	0	0	0	0	0
KYNU	0	0	1	0	1	0	0.333333333333333	0.577350269189626
L1TD1	15	11	9	9	15	11	11.6666666666667	3.05505046330389
L2HGDH	9	16	3	3	16	9	9.33333333333333	6.50640709864771
L3HYPDH	7	10	12	7	12	10	9.66666666666667	2.51661147842358
L3MBTL1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
L3MBTL2	10	14	17	10	17	14	13.6666666666667	3.51188458428425
L3MBTL3	8	7	11	7	11	8	8.66666666666667	2.08166599946613
L3MBTL4	0	0	0	0	0	0	0	0
LACC1	48	51	60	48	60	51	53	6.2449979983984
LACE1	2	3	6	2	6	3	3.66666666666667	2.08166599946613
LACTB	37	44	39	37	44	39	40	3.60555127546399
LACTB2	35	33	24	24	35	33	30.6666666666667	5.85946527708231
LAG3	0	0	0	0	0	0	0	0
LAGE3	56	54	59	54	59	56	56.3333333333333	2.51661147842358
LAIR1	21	27	21	21	27	21	23	3.46410161513775
LAMA1	6	9	9	6	9	9	8	1.73205080756888
LAMA2	87	103	77	77	103	87	89	13.114877048604
LAMA3	1	4	2	1	4	2	2.33333333333333	1.52752523165195
LAMA4	20	19	32	19	32	20	23.6666666666667	7.23417813807024
LAMA5	2	3	5	2	5	3	3.33333333333333	1.52752523165195
LAMB1	109	156	124	109	156	124	129.666666666667	24.0069434400411
LAMB2	43	74	43	43	74	43	53.3333333333333	17.8978583448784
LAMB2P1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LAMB3	1	1	0	0	1	1	0.666666666666667	0.577350269189626
LAMB4	0	0	0	0	0	0	0	0
LAMC1	277	394	336	277	394	336	335.666666666667	58.5007122463764
LAMC2	9	5	12	5	12	9	8.66666666666667	3.51188458428425
LAMC3	0	0	0	0	0	0	0	0
LAMP1	69	107	89	69	107	89	88.3333333333333	19.0087699058443
LAMP2	372	330	479	330	479	372	393.666666666667	76.8266446835558
LAMP3	5	9	7	5	9	7	7	2
LAMP5	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LAMTOR1	60	57	79	57	79	60	65.3333333333333	11.9303534454489
LAMTOR2	140	124	176	124	176	140	146.666666666667	26.6333124739176
LAMTOR3	90	59	108	59	108	90	85.6666666666667	24.7857485933617
LAMTOR4	255	219	264	219	264	255	246	23.8117617995813
LAMTOR5	365	313	443	313	443	365	373.666666666667	65.4318984390132
LAMTOR5-AS1	0	0	0	0	0	0	0	0
LANCL1	29	42	27	27	42	29	32.6666666666667	8.14452781524708
LANCL2	31	49	39	31	49	39	39.6666666666667	9.01849950564579
LANCL3	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LAP3	54	50	46	46	54	50	50	4
LAPTM4A	1189	890	1451	890	1451	1189	1176.66666666667	280.703283438818
LAPTM4B	24	35	26	24	35	26	28.3333333333333	5.85946527708232
LAPTM5	0	0	0	0	0	0	0	0
LARGE	3	6	4	3	6	4	4.33333333333333	1.52752523165195
LARGE-AS1	1	1	1	1	1	1	1	0
LARP1	92	81	79	79	92	81	84	7
LARP1B	18	14	11	11	18	14	14.3333333333333	3.51188458428425
LARP4	70	62	71	62	71	70	67.6666666666667	4.93288286231625
LARP4B	19	30	25	19	30	25	24.6666666666667	5.5075705472861
LARP6	51	63	30	30	63	51	48	16.7032930884901
LARP7	98	91	110	91	110	98	99.6666666666667	9.60902353693305
LARS	261	319	236	236	319	261	272	42.5793377120875
LARS2	6	11	6	6	11	6	7.66666666666667	2.88675134594813
LARS2-AS1	5	4	1	1	5	4	3.33333333333333	2.08166599946613
LAS1L	34	19	36	19	36	34	29.6666666666667	9.29157324317757
LASP1	120	116	149	116	149	120	128.333333333333	18.0092568789868
LAT	0	0	2	0	2	0	0.666666666666667	1.15470053837925
LAT2	0	0	0	0	0	0	0	0
LATS1	20	27	25	20	27	25	24	3.60555127546399
LATS2	33	31	29	29	33	31	31	2
LAX1	1	1	1	1	1	1	1	0
LAYN	12	12	10	10	12	12	11.3333333333333	1.15470053837925
LBH	189	210	181	181	210	189	193.333333333333	14.9777612924406
LBP	0	0	0	0	0	0	0	0
LBR	15	18	22	15	22	18	18.3333333333333	3.51188458428425
LBX2	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LBX2-AS1	1	1	1	1	1	1	1	0
LCA5	14	35	20	14	35	20	23	10.816653826392
LCA5L	1	2	0	0	2	1	1	1
LCAT	3	4	2	2	4	3	3	1
LCK	0	0	0	0	0	0	0	0
LCLAT1	27	25	17	17	27	25	23	5.29150262212918
LCMT1	80	72	77	72	80	77	76.3333333333333	4.04145188432738
LCMT2	4	4	6	4	6	4	4.66666666666667	1.15470053837925
LCN1	0	0	0	0	0	0	0	0
LCN12	0	0	0	0	0	0	0	0
LCN2	0	0	0	0	0	0	0	0
LCNL1	0	1	0	0	1	0	0.333333333333333	0.577350269189626
LCOR	21	26	23	21	26	23	23.3333333333333	2.51661147842358
LCORL	8	7	1	1	8	7	5.33333333333333	3.78593889720018
LCP1	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LCP2	0	0	0	0	0	0	0	0
LCTL	5	5	3	3	5	5	4.33333333333333	1.15470053837925
LDB1	11	9	7	7	11	9	9	2
LDB2	20	21	15	15	21	20	18.6666666666667	3.21455025366432
LDB3	1	1	2	1	2	1	1.33333333333333	0.577350269189626
LDHA	1847	1752	2641	1752	2641	1847	2080	488.156737124461
LDHAL6A	0	2	1	0	2	1	1	1
LDHAL6B	0	0	2	0	2	0	0.666666666666667	1.15470053837925
LDHB	657	572	641	572	657	641	623.333333333333	45.1700490738424
LDHC	0	0	0	0	0	0	0	0
LDHD	1	0	1	0	1	1	0.666666666666667	0.577350269189626
LDLR	47	45	29	29	47	45	40.3333333333333	9.86576572463249
LDLRAD1	1	2	0	0	2	1	1	1
LDLRAD3	2	3	1	1	3	2	2	1
LDLRAD4	7	9	19	7	19	9	11.6666666666667	6.42910050732864
LDLRAD4-AS1	0	0	0	0	0	0	0	0
LDLRAP1	6	4	6	4	6	6	5.33333333333333	1.15470053837925
LDOC1	12	21	10	10	21	12	14.3333333333333	5.85946527708232
LDOC1L	8	16	9	8	16	9	11	4.35889894354067
LEAP2	0	0	0	0	0	0	0	0
LECT2	0	0	0	0	0	0	0	0
LEF1	1	3	1	1	3	1	1.66666666666667	1.15470053837925
LEFTY1	0	0	0	0	0	0	0	0
LEFTY2	3	8	5	3	8	5	5.33333333333333	2.51661147842358
LEKR1	0	0	1	0	1	0	0.333333333333333	0.577350269189626
LEMD1	0	0	0	0	0	0	0	0
LEMD1-AS1	5	14	10	5	14	10	9.66666666666667	4.50924975282289
LEMD2	9	13	6	6	13	9	9.33333333333333	3.51188458428425
LEMD3	8	24	14	8	24	14	15.3333333333333	8.08290376865476
LENG1	20	14	7	7	20	14	13.6666666666667	6.50640709864771
LENG8	1	0	0	0	1	0	0.333333333333333	0.577350269189626
LENG9	0	0	0	0	0	0	0	0
LEO1	62	58	41	41	62	58	53.6666666666667	11.1504857891185
LEP	24	17	44	17	44	24	28.3333333333333	14.0118997046558
LEPR	11	22	16	11	22	16	16.3333333333333	5.5075705472861
LEPRE1	28	37	24	24	37	28	29.6666666666667	6.65832811847939
LEPREL1	2	3	3	2	3	3	2.66666666666667	0.577350269189626
LEPREL2	6	8	11	6	11	8	8.33333333333333	2.51661147842358
LEPREL4	48	60	38	38	60	48	48.6666666666667	11.0151410945722
LEPROT	262	298	325	262	325	298	295	31.6069612585582
